"Realm","Character","Sphere 1","Sphere 2","Sphere 3","Sphere 4","Mote 1 Required","","","","","Mote 2 Required","","","",""
"VI","Ultros","DEF +15","Blind Imm. (moder.)","Poison dam. +6%","ATK +10","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VI","Ultros","HP +450","Legend Materia 2","MAG +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Cloud","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VII","Cloud","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VII","Cloud","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VII","Cloud","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VII","Cloud","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VII","Barret","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Barret","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Barret","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Barret","Paralyze Imm. (moder.)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Barret","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Tifa","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VII","Tifa","Blind Imm. (minor)","HP +150","HP +150","Earth dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VII","Tifa","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VII","Tifa","Earth Res. (minor)","HP +250","HP +250","Earth dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VII","Tifa","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VII","Aerith","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"VII","Aerith","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"VII","Aerith","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"VII","Aerith","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"VII","Aerith","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"VII","Red XIII","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Red XIII","DEF +10","Paralyze Imm. (minor)","PHY and BLK dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Red XIII","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Red XIII","Paralyze Imm. (moder.)","RES +20","HP +250","PHY and BLK dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Red XIII","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Yuffie","DEF +10","RES +10","ATK +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Yuffie","HP +250","Blind Imm. (minor)","PHY and NIN dam. +3%","MAG +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Yuffie","RES +15","Legend Materia 1","ATK +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Yuffie","DEF +15","Blind Imm. (moder.)","PHY and NIN dam. +6%","MAG +10","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Yuffie","HP +450","Legend Materia 2","ATK +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Cait Sith","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"VII","Cait Sith","Paralyze Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"VII","Cait Sith","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"VII","Cait Sith","Paralyze Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"VII","Cait Sith","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"VII","Vincent","DEF +10","RES +10","MAG +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Vincent","HP +250","Paralyze Imm. (minor)","Fire dam. +3%","ATK +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Vincent","RES +15","Legend Materia 1","ATK +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Vincent","DEF +15","Paralyze Imm. (moder.)","Fire dam. +6%","ATK +10","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Vincent","HP +450","Legend Materia 2","MAG +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Zack","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Zack","HP +200","Slow Imm. (minor)","PHY dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Zack","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Zack","DEF +15","Slow Imm. (moder.)","PHY dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Zack","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Sephiroth","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VII","Sephiroth","Blind Imm. (minor)","HP +150","HP +150","Dark and Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VII","Sephiroth","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VII","Sephiroth","Blind Imm. (moder.)","HP +250","HP +250","Dark and Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VII","Sephiroth","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VII","Cid (VII)","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VII","Cid (VII)","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VII","Cid (VII)","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VII","Cid (VII)","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VII","Cid (VII)","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VII","Reno","DEF +10","RES +10","ATK +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Reno","HP +250","Paralyze Imm. (minor)","Lightning dam. +3%","MAG +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Reno","RES +15","Legend Materia 1","ATK +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Reno","DEF +15","Paralyze Imm. (moder.)","Lightning dam. +6%","ATK +10","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Reno","HP +450","Legend Materia 2","MAG +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Rufus","DEF +10","DEF +10","ATK +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Rufus","RES +10","Blind Imm. (minor)","Dark dam. +3%","HP +200","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Rufus","DEF +10","Legend Materia 1","ATK +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Rufus","RES +10","Blind Imm. (moder.)","Dark dam. +6%","MND +20","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Rufus","HP +500","Legend Materia 2","ATK +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Shelke","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Shelke","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Shelke","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Shelke","Paralyze Imm. (moder.)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Shelke","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Angeal","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VII","Angeal","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VII","Angeal","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VII","Angeal","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VII","Angeal","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VII","Rude","DEF +10","MAG +10","ATK +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VII","Rude","HP +250","Paralyze Imm. (minor)","Earth dam. +3%","MAG +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VII","Rude","RES +15","Legend Materia 1","ATK +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VII","Rude","DEF +15","Paralyze Imm. (moder.)","Earth dam. +6%","MAG +10","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VII","Rude","HP +450","Legend Materia 2","ATK +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VII","Elena","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VII","Elena","Blind Imm. (minor)","HP +150","HP +150","Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VII","Elena","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VII","Elena","Blind Imm. (moder.)","HP +250","HP +250","Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VII","Elena","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VII","Genesis","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VII","Genesis","Blind Imm. (minor)","HP +150","HP +150","Dark and Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VII","Genesis","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VII","Genesis","Blind Imm. (moder.)","HP +250","HP +250","Dark and Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VII","Genesis","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VIII","Squall","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VIII","Squall","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VIII","Squall","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VIII","Squall","Ice Res. (minor)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VIII","Squall","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VIII","Rinoa","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"VIII","Rinoa","Sleep Imm. (minor)","HP +200","RES +10","BLK and SUM dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"VIII","Rinoa","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"VIII","Rinoa","Sleep Imm. (moder.)","DEF +20","RES +10","BLK and SUM dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"VIII","Rinoa","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"VIII","Quistis","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"VIII","Quistis","Sleep Imm. (minor)","HP +200","MAG +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"VIII","Quistis","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"VIII","Quistis","Sleep Imm. (moder.)","RES +20","MAG +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"VIII","Quistis","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"VIII","Zell","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VIII","Zell","HP +200","Blind Imm. (minor)","Fist dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VIII","Zell","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VIII","Zell","DEF +15","Blind Imm. (moder.)","Fist dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VIII","Zell","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VIII","Selphie","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"VIII","Selphie","Silence Imm. (minor)","HP +150","WHT heals +3%","HP +150","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"VIII","Selphie","RES +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"VIII","Selphie","Silence Imm. (moder.)","DEF +20","WHT heals +6%","HP +200","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"VIII","Selphie","RES +20","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"VIII","Irvine","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VIII","Irvine","DEF +10","Paralyze Imm. (minor)","Fire dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VIII","Irvine","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VIII","Irvine","Paralyze Imm. (moder.)","RES +20","HP +250","Fire dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VIII","Irvine","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VIII","Seifer","DEF +10","HP +150","ATK +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VIII","Seifer","Confuse Imm. (minor)","RES +10","HP +200","Dark and Fire dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VIII","Seifer","HP +250","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VIII","Seifer","RES +20","Dark Res. (minor)","Dark and Fire dam. +6%","HP +400","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VIII","Seifer","DEF +20","Legend Materia 2","ATK +15","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VIII","Laguna","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VIII","Laguna","Blind Imm. (minor)","HP +150","HP +150","Gun dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VIII","Laguna","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VIII","Laguna","Blind Imm. (moder.)","HP +250","HP +250","Gun dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VIII","Laguna","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VIII","Edea","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"VIII","Edea","Sleep Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"VIII","Edea","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"VIII","Edea","Sleep Imm. (moder.)","DEF +20","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"VIII","Edea","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"VIII","Raijin","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VIII","Raijin","Blind Imm. (minor)","HP +150","HP +150","Lightning dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VIII","Raijin","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VIII","Raijin","Blind Imm. (moder.)","HP +250","HP +250","Lightning dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VIII","Raijin","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VIII","Fujin","DEF +10","RES +10","MAG +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VIII","Fujin","HP +250","Sleep Imm. (minor)","Wind dam. +3%","ATK +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VIII","Fujin","RES +15","Legend Materia 1","MAG +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VIII","Fujin","DEF +15","Wind Res. (minor)","Wind dam. +6%","ATK +10","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VIII","Fujin","HP +450","Legend Materia 2","MAG +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VIII","Kiros","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"VIII","Kiros","DEF +10","Paralyze Imm. (minor)","PHY and NIN dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"VIII","Kiros","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"VIII","Kiros","Paralyze Imm. (moder.)","RES +20","HP +250","PHY and NIN dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"VIII","Kiros","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"VIII","Ward","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"VIII","Ward","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"VIII","Ward","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"VIII","Ward","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"VIII","Ward","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"VIII","Ultimecia","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"VIII","Ultimecia","Sleep Imm. (minor)","HP +200","RES +10","BLK and SUM dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"VIII","Ultimecia","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"VIII","Ultimecia","Sleep Imm. (moder.)","DEF +20","RES +10","BLK and SUM dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"VIII","Ultimecia","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"IX","Zidane","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"IX","Zidane","HP +200","Slow Imm. (minor)","Wind dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"IX","Zidane","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"IX","Zidane","DEF +15","Wind Res. (minor)","Wind dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"IX","Zidane","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"IX","Garnet","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"IX","Garnet","Sleep Imm. (minor)","HP +200","MAG +10","SUM dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"IX","Garnet","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"IX","Garnet","Sleep Imm. (moder.)","RES +20","MAG +10","SUM dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"IX","Garnet","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"IX","Vivi","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"IX","Vivi","Sleep Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"IX","Vivi","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"IX","Vivi","Fire Res. (minor)","DEF +15","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"IX","Vivi","HP +300","Legend Materia 2","MAG +25","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"IX","Steiner","DEF +10","RES +10","DEF +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"IX","Steiner","Confuse Imm. (minor)","RES +10","HP +200","PHY dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"IX","Steiner","DEF +20","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"IX","Steiner","RES +20","Confuse Imm. (moder.)","PHY dam. +6%","HP +300","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"IX","Steiner","HP +500","Legend Materia 2","ATK +20","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"IX","Freya","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"IX","Freya","Blind Imm. (minor)","HP +150","HP +150","Wind dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"IX","Freya","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"IX","Freya","Blind Imm. (moder.)","HP +250","HP +250","Wind dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"IX","Freya","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"IX","Quina","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"IX","Quina","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"IX","Quina","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"IX","Quina","Paralyze Imm. (moder.)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"IX","Quina","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"IX","Eiko","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"IX","Eiko","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"IX","Eiko","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"IX","Eiko","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"IX","Eiko","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"IX","Amarant","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"IX","Amarant","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
