"Realm","Character","Img","Name","Tier","LM Ver","Effect","Mastery Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"IX","Vivi","","Untapped Power","LMR","LMR3","Black Magic abilities deal 25% more damage when equipping a rod or staff","MAG +10","Vivi's Glove (IX)","潜在する魔道の力","201090304","4","✓","✓"
"IX","Vivi","","Bravery: Vivi","LMR++","LMR++1","100% chance to Dualcast every 3rd Fire/Ice/Lightning/Bio ability & Fire/Ice/Lightning/Bio Damage +10%; Quick ATB 1 at the start of battle","","Lufenian Hat (IX)","勇晶・ビビ","201090305","","",""
"IX","Steiner","","For the Crown","LM","LM1","PHY attacks deal 10% more damage when equipping a sword","","-","王家に捧げし剣","201090400","","✓","✓"
"IX","Steiner","","Walker of the Path","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Steiner Trance] when HP fall below 20%","","-","進むべき真の道","201090401","","✓","✓"
"IX","Steiner","","Opportunity Strikes","LMR","LMR1","20% chance to cause [Imperil Fire 10% (15s)] to the target after using a Spellblade ability","ATK +10","Gold Armor (IX)","創意工夫の魔法剣","201090402","1","✓","✓"
"IX","Steiner","","Loyal Guard","LMR","LMR2","25% chance to dualcast Spellblade abilities","ATK +10","Golden Helm (IX)","忠実な近衛騎士","201090403","4","✓","✓"
"IX","Steiner","","Honed Judgment","LMR","LMR3","Spellblade abilities deal 25% more damage when equipping a sword","ATK +10","Blood Sword (IX)","身につけた判断力","201090404","4","✓","✓"
"IX","Freya","","Dragoon's Grace","LM","LM1","Increases Wind damage dealt by 10%","","-","美しき女竜騎士","201090500","","✓","✓"
"IX","Freya","","Undying Love","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Freya Trance] when HP fall below 20%","","-","忘れえぬ愛を抱く者","201090501","","✓","✓"
"IX","Freya","","Devoted Dragoon","LMR","LMR1","25% chance to cast an ability (PHY: single, 2x 0.54 physical Wind/NE, smart ether 1 to the user) after using a Dragoon ability","ATK +10","Freya's Cap (IX)","精進を怠らぬ騎士","201090502","1","✓","✓"
"IX","Freya","","Woman of Courage","LMR","LMR2","Grants [Attach Wind] at the beginning of the battle","ATK +10","Obelisk (IX)","勇美なる淑女","201090503","4","✓","✓"
"IX","Freya","","Astounding Leap","LMR","LMR3","Grants [No Air Time 1] to the user after using a Dancer ability","ATK +10","Ice Lance (IX)","驚異的な跳躍","201090504","4","✓","✓"
"IX","Freya","","Bravery: Freya (Wind)","LMR++","LMR++1","Increases Wind damage dealt by 10%, 100% chance to dualcast every third Wind ability, Grants [200% ATB 1] at the beginning of battle","","Longinus (IX)","勇晶・フライヤ風","201090505","","","✓"
"IX","Quina","","Qu Prowess","LM","LM1","PHY attacks deal 10% more damage when equipping a spear","","-","ク族のたしなみ","201090600","","✓","✓"
"IX","Quina","","Qu Banquet","LM","LM2","Restores HP for 100% of the user's maximum HP, grants 500 SB points and grants [Quina Trance] when HP fall below 20%","","-","ク族の晩餐","201090601","","✓","✓"
"IX","Quina","","Qu Vigilance","LMR","LMR1","Grants [Last Stand] and [High Regen] at the beginning of the battle","ATK +10","Silver Fork (IX)","ク族の備え","201090602","1","✓","✓"
"IX","Quina","","Culinary Enlightenment","LMR","LMR2","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Quina's Toque Blanche (IX)","飽くなき食探究への道","201090603","4","✓","✓"
"IX","Quina","","Bravery: Quina","LMR++","LMR++1","Chases 3 Support abilities with [10% Damage Reduction Barrier 1] to party; grants [Quick ATB 1] & [Quick Cast] to user at the start of battle","","Gold Armlet (IX)","勇晶・クイナ","201090604","","",""
"IX","Eiko","","Aspiring Lady","LM","LM1","WHT abilities restore 15% more HP","","-","レディへの憧れ","201090700","","✓","✓"
"IX","Eiko","","Ward of Madain Sari","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Eiko Trance] when HP fall below 20%","","-","マダイン・サリの加護","201090701","","✓","✓"
"IX","Eiko","","Homesick Summoner","LMR","LMR1","25% chance to dualcast White Magic abilities","MND +10","Eiko's Guise (IX)","故郷に馳せる想い","201090702","1","✓","✓"
"IX","Eiko","","Descendent of Legends","LMR","LMR2","25% chance to dualcast Summoning abilities","MAG +10","Siren's Flute (IX)","伝説の一族の末裔","201090703","4","✓","✓"
"IX","Eiko","","Smitten Sweetheart","LMR","LMR3","15% chance to cast an ability (WHT: group, restores HP (25)) after using a Summoning ability","MND +10","Jade Armlet (IX)","恋する乙女","201090704","5","✓","✓"
"IX","Eiko","","Bravery: Eiko","LMR++","LMR++1","100% chance to Dualcast every 3rd Summoning/White Magic Ability & SUM/WHT Damage +10%; Once per battle, chases 3 Summoning/White Magic abilities with Quick ATB 1 to user","","Star Bracer (IX)","勇晶・エーコ","201090705","","",""
"IX","Amarant","","Speak Softly","LM","LM1","Increases Fire damage dealt by 10%","","-","寡黙なコワモテ","201090800","","✓","✓"
"IX","Amarant","","Profound Awakening","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Amarant Trance] when HP fall below 20%","","-","絆の重みを知った拳闘家 ","201090801","","✓","✓"
"IX","Amarant","","Below-the-Board","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Monk ability","ATK +10","Amarant's Suit (IX)","裏稼業の凄腕","201090802","1","✓","✓"
"IX","Amarant","","Stolid Bodyguard","LMR","LMR2","25% chance to dualcast Monk abilities","ATK +10","Judo Uniform (IX)","クールな用心棒","201090803","4","✓","✓"
"IX","Amarant","","Smoldering Flame","LMR","LMR3","Grants [Attach Fire] at the beginning of the battle","ATK +10","Twist Headband (IX)","燃えさかる焔髪","201090804","5","✓","✓"
"IX","Amarant","","Bravery: Amarant (Fire)","LMR++","LMR++1","Increases Fire damage dealt by 10%, 100% chance to dualcast every third Fire ability, Grants [200% ATB 1] at the beginning of the battle","","Flame Armlet (IX)","勇晶・サラマンダー炎","201090805","","","✓"
"IX","Beatrix","","First Paladin","LM","LM1","Increases Holy damage dealt by 10%","","-","大陸一の聖騎士","201090900","","✓","✓"
"IX","Beatrix","","Paladin's Purpose","LM","LM2","35% chance to dualcast Knight abilities","","-","使命に目覚めし聖騎士","201090901","","✓","✓"
"IX","Beatrix","","Undying Loyalty","LMR","LMR1","30% chance to cover PHY attacks that target allies, reducing damage taken by 20%","ATK +10","Beatrix's Plate (IX)","絶対なる忠誠心","201090902","1","✓","✓"
"IX","Beatrix","","Proud General","LMR","LMR2","Grants [Attach Holy] at the beginning of the battle","ATK +10","Minerva's Plate (IX)","美しき女将軍","201090903","4","✓","✓"
"IX","Beatrix","","Paladin Paragon","LMR","LMR3","20% chance to cause [Imperil Holy 10% (15s)] to the target after using a Knight ability","ATK +10","Diamond Shield (IX)","誇り高き聖騎士","201090904","5","✓","✓"
"IX","Beatrix","","Bravery: Beatrix","LMR++","LMR++1","PHY Damage +20% with Sword equipped; Quick ATB 1 at the start of battle","","Lifesaver (IX)","勇晶・ベアトリクス","201090905","","",""
"IX","Kuja","","King of the Dark City","LM","LM1","Reduces damage taken by BLK attacks by 10%","","-","眠らない街のキング","201091000","","✓","✓"
"IX","Kuja","","Death Eternal","LM","LM2","35% chance to dualcast abilities that deal Dark damage","","-","永遠ならざる死神","201091001","","✓","✓"
"IX","Kuja","","Ashen Narcissist","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","MAG +10","Chosen of Treno (IX)","無彩色の自己愛","201091002","1","✓","✓"
"IX","Kuja","","Perseverance (Kuja)","LMR+","LMR+1","Restores HP for 100% of the user's maximum HP and grants [MAG +50%, RES -50% (25s)] and [High Quick Cast (25s)] when HP fall below 20%","MAG +10","Doom Mace (IX)","底力【クジャ】","201091003","","✓","✓"
"IX","Kuja","","Bravery: Kuja (Dark)","LMR++","LMR++1","100% chance to Dualcast every 3rd Dark ability & Dark Damage +10%; Quick ATB 1 at the start of battle","","Achromatic Glove (IX)","勇晶・クジャ闇","201091004","","",""
"IX","Marcus","","Tantalus Stalwart","LM","LM1","Thief abilities deal 15% more damage","","-","タンタラスの常識人","201091501","","✓","✓"
"IX","Marcus","","In the Shadows","LM","LM2","35% chance to dualcast Thief abilities","","-","陰の実力者","201091502","","✓","✓"
"IX","Marcus","","Grim Grin","LMR","LMR1","20% chance to cause [Imperil Wind 10% (15s)] to the target after using a Thief ability","ATK +10","Marcus's Armlet (IX)","真面目なコワモテ青年","201091500","1","✓","✓"
"IX","Marcus","","Bravery: Marcus","LMR++","LMR++1","100% chance to Dualcast every 3rd Wind/Bio ability & Wind/Bio Damage +10%; Quick ATB 1 at the start of battle","","Behemoth Knife (IX)","勇晶・マーカス","201091503","","",""
"X","Tidus","","Stranger Tides","LM","LM1","Increases Water damage dealt by 10%","","-","水の異邦人","201100100","","✓","✓"
"X","Tidus","","Dream to End Dreams","LM","LM2","35% chance to dualcast abilities that deal Water damage","","-","夢を終わらせる夢","201100101","","✓","✓"
"X","Tidus","","Moonflow's Grace","LMR","LMR1","Grants [Attach Water] at the beginning of the battle","ATK +10","Tidus's Armguards (X)","幻光の加護","201100102","1","✓","✓"
"X","Tidus","","Blitz Basics","LMR","LMR2","35% chance to grant [Quick Cast 1] to the user after using a Water attack","ATK +10","Sonic Steel (X)","ブリッツの鉄則","201100103","4","✓","✓"
"X","Tidus","","Bravery: Tidus (Water)","LMR++","LMR++1","Water Damage +10%; Quick ATB 1 & Brave Crystal's Might at the start of battle","","Elemental Shield (X)","勇晶・ティーダ水","201100104","","",""
"X","Yuna","","Prayer for Spira","LM","LM1","WHT abilities restore 15% more HP","","-","スピラに捧ぐ祈り","201100200","","✓","✓"
"X","Yuna","","Father's Footsteps","LM","LM2","Increases base MAG by 25% base MND","","-","父を超えし大召喚士","201100201","","✓","✓"
"X","Yuna","","Family Tradition","LMR","LMR1","25% chance to dualcast Summoning abilities","MAG +10","Staff of Thorns (X)","受け継ぎし父の遺志","201100202","4","✓","✓"
"X","Yuna","","Just Whistle","LMR","LMR2","25% chance to dualcast White Magic abilities","MND +10","Bridal Gown (X)","指笛の約束","201100203","1","✓","✓"
"X","Yuna","","Unfaltering Devotion","LMR","LMR3","Grants [Attach Holy] at the beginning of the battle","MND +10","Spellslinger (X)","変わらぬ献身","201100204","4","✓","✓"
"X","Yuna","","Bravery: Yuna","LMR++","LMR++1","100% chance to Dualcast every 3rd Summoning/White Magic ability & Summoning/White Magic Damage +10%; Once per battle, chases 3 Summoning/White Magic abilities with Quick ATB 1 to user","","Aurora Rod (X)","勇晶・ユウナ","201100205","","",""
"X","Wakka","","Everyone's Brother","LM","LM1","Increases Water damage dealt by 10%","","-","みんなの兄貴","201100300","","✓","✓"
"X","Wakka","","Blitz Spirit","LM","LM2","30% chance to cause [Imperil Water 10% (15s)] to the target after using a Sharpshooter ability","","-","ブリッツに込めた想い","201100301","","✓","✓"
"X","Wakka","","Technical Control","LMR","LMR1","Increases the duration of stat debuffs by 30%","ATK +10","Cerulean Armguard (X)","テクニカルコントロール","201100302","1","✓","✓"
"X","Wakka","","Victory Awaits","LMR","LMR2","25% chance to dualcast Sharpshooter abilities","ATK +10","Medical Armguard (X)","目標は優勝","201100303","4","✓","✓"
"X","Wakka","","Bravery: Wakka","LMR++","LMR++1","100% chance to Dualcast every 3rd Water ability & Water Damage +10%; Quick ATB 1 at the start of battle","","Pearl Armguard (X)","勇晶・ワッカ","201100304","","",""
"X","Lulu","","Witching Ways","LM","LM1","BLK attacks deal 10% more damage","","-","博識の魔女","201100400","","✓","✓"
"X","Lulu","","Dark Temptation","LM","LM2","35% chance to dualcast abilities that deal Ice damage","","-","黒魔法の誘惑","201100401","","✓","✓"
"X","Lulu","","Third Pilgrimage","LMR","LMR1","MAG +1% for each hit dealt with BLK attacks that deal Ice damage, up to +20%","MAG +10","Sapphire Bangle (X)","3度目の旅路","201100402","1","✓","✓"
"X","Lulu","","Depths of Knowledge","LMR","LMR2","Grants [Attach Ice] at the beginning of the battle","MAG +10","Crimson Bangle (X)","豊富な知識","201100403","4","✓","✓"
"X","Lulu","","Harshest Judge","LMR","LMR3","Grants [Attach Water] at the beginning of the battle","MAG +10","Guardian Bangle (X)","自責との決着","201100404","4","✓","✓"
"X","Lulu","","Bravery: Lulu","LMR++","LMR++1","100% chance to Dualcast every 3rd Ice/Water/Lightning ability & Ice/Water/Lightning Damage +10%; Quick ATB 1 at the start of battle","","Samantha Soul (X)","勇晶・ルールー","201100405","","",""
"X","Kimahri","","Eye on Victory","LM","LM1","Increases Water damage dealt by 10%","","-","勝つと決めた","201100500","","✓","✓"
"X","Kimahri","","Hornless Pride","LM","LM2","45% chance to counter PHY attacks with an ability (NAT: single, causes [Imperil Water 10%] for 15 seconds)","","-","ツノ折れの誇り","201100501","","✓","✓"
"X","Kimahri","","Spear of Wrath","LMR","LMR1","PHY attacks deal 20% more damage when equipping a spear","ATK +10","Thanatos Lance (X)","槍に宿りし怒り","201100502","1","✓","✓"
"X","Kimahri","","Devoted Guardian","LMR","LMR2","Grants [Attach Water] at the beginning of the battle","ATK +10","Harpoon (X)","義理堅き守り人","201100503","4","✓","✓"
"X","Kimahri","","Re-action (Kimahri)","LMR+","LMR+1","100% chance to dualcast every third Water ability","ATK +10","Kimahri's Guise (X)","再動【キマリ】","201100504","","✓",""
"X","Rikku","","Spiral Eyes","LM","LM1","Celerity abilities deal 15% more damage","","-","螺旋模様の瞳","201100600","","✓","✓"
"X","Rikku","","Al Bhed Prodigy","LM","LM2","Increases the duration of stat buffs by 40%","","-","アルベド族の申し子","201100601","","✓","✓"
"X","Rikku","","Fixer Upper","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Machinist ability","ATK +10","Warrior's Targe (X)","遺物の修復者","201100602","1","✓","✓"
"X","Rikku","","Merry Maker","LMR","LMR2","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Berserker Knuckles (X)","ニギヤカ担当","201100603","4","✓","✓"
"X","Rikku","","Assiduous Al Bhed","LMR","LMR3","25% chance to dualcast abilities that deal Water damage","ATK +10","Lucid Targe (X)","がんばり屋のアルベド娘","201100604","5","✓","✓"
"X","Rikku","","Bravery: Rikku (Water)","LMR++","LMR++1","Water Damage +10% & chases 3 Water abilities with Quick Cast 3 to user; Quick ATB 1 at the start of battle","","Dreadnought (X)","勇晶・リュック水","201100605","","",""
"X","Auron","","Hand of Revelation","LM","LM1","PHY attacks deal 10% more damage","","-","真実への導き手","201100700","","✓","✓"
"X","Auron","","High Guardian","LM","LM2","35% chance to dualcast Samurai abilities","","-","大召喚士のガード","201100701","","✓","✓"
"X","Auron","","Snarling Dragon","LMR","LMR1","ATK +3% for each hit taken by damaging attacks, up to +35%","ATK +10","Blurry Moon (X)","牙を剥きし龍","201100702","1","✓","✓"
"X","Auron","","Bound by a Promise","LMR","LMR2","Grants [Attach Fire] at the beginning of the battle","ATK +10","Peaceful Slumber (X)","友との約束","201100703","4","✓","✓"
"X","Auron","","Catalyst (Auron)","LMR+","LMR+1","Grants [Stoic Guide Mode] after using three Samurai abilities once per battle","ATK +10","Soundless Scream (X)","契機【アーロン】","201100704","","✓",""
"X","Auron","","Bravery: Auron (Fire)","LMR++","LMR++1","100% chance to Dualcast every 3rd Fire ability & Fire Damage +10%; Quick ATB 1 at the start of battle","","Metal Bracer (X)","勇晶・アーロン炎","201100705","","",""
"X","Jecht","","Unruly Father","LM","LM1","Increases Dark damage dealt by 10%","","-","素直になれない親父","201101000","","✓","✓"
"X","Jecht","","Posterity's Price","LM","LM2","35% chance to dualcast abilities that deal Dark damage","","-","託した想い","201101001","","✓","✓"
"X","Jecht","","God of Blitz","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","ATK +10","Jecht's Sparring Suit (X)","ブリッツの王者","201101002","1","✓","✓"
"X","Jecht","","Regal Demeanor","LMR","LMR2","Grants [Attach Fire] at the beginning of the battle","ATK +10","Maverick (X)","王者の貫禄","201101003","4","✓","✓"
"X","Jecht","","Old Man's Fist","LMR","LMR3","25% chance to dualcast Monk abilities","ATK +10","Jecht's Armguard (X)","親父の拳","201101004","4","✓","✓"
"X","Jecht","","Bravery: Jecht","LMR++","LMR++1","100% chance to Dualcast every 3rd Dark/Fire ability & Dark/Fire Damage +10%; Quick ATB 1 at the start of battle","","Power Sash (X)","勇晶・ジェクト","201101005","","",""
"X","Braska","","Softspoken Summoner","LM","LM1","Increases Fire damage dealt by 10%","","-","穏便な大召喚士","201101200","","✓","✓"
"X","Braska","","High Summoner's Wish","LM","LM2","35% chance to dualcast Summoning abilities","","-","大召喚士の悲願","201101201","","✓","✓"
"X","Braska","","Quiet Fury","LMR","LMR1","Grants [Attach Fire] at the beginning of the battle","MAG +10","High Summoner's Helm (X)","大召喚士の静かなる怒り","201101202","1","✓","✓"
"X","Braska","","Catalyst (Braska)","LMR+","LMR+1","Grants [Awoken High Summoner Mode] after using three Fire abilities once per battle","MAG +10","Crimson Gear (X)","契機【ブラスカ】","201101203","","✓","✓"
"X","Braska","","Bravery: Braska","LMR++","LMR++1","SUM Damage +25% with Staff equipped; Quick ATB 1 at the start of battle","","Wizard's Rod (X)","勇晶・ブラスカ","201101204","","",""
"X","Paine","","Wry Pride","LM","LM1","Spellblade abilities deal 15% more damage","","-","女剣士のプライド","201101500","","✓","✓"
"X","Paine","","Nimble Blade","LM","LM2","35% chance to dualcast Spellblade abilities","","-","俊敏なる剣","201101501","","✓","✓"
"X","Paine","","Gullwing Enforcer","LMR","LMR1","ATK +2% for each hit dealt with Spellblade abilities, up to +34%","ATK +10","Gunner's Guise (X)","カモメ団のお目付役","201101502","1","✓","✓"
"X","Paine","","Long-sought Truths","LMR","LMR2","Grants [Attach Water] at the beginning of the battle","ATK +10","Samurai Paine's Guise (X)","求めし過去の真実","201101503","4","✓","✓"
"X","Paine","","Bravery: Paine","LMR++","LMR++1","PHY Damage +10% with Sword equipped; Quick ATB 1 & Quick Cast at the start of battle","","Falchion (X)","勇晶・パイン","201101504","","",""
"X","Seymour","","Treacherous Ambition","LM","LM1","Increases Dark damage dealt by 10%","","-","野心を秘めし召喚士","201101800","","✓","✓"
"X","Seymour","","Stealer of Light","LM","LM2","40% chance of restoring HP to the user for 40% of the damage dealt with single-target Dark attacks","","-","光を奪いし死人","201101801","","✓","✓"
"X","Seymour","","Apocalyptic Savior","LMR","LMR1","25% chance to dualcast abilities that deal Dark damage","MAG +10","Moonglow Rod (X)","破滅に導く救済者","201101802","1","✓","✓"
"X","Seymour","","A Son's Hatred","LMR","LMR2","Grants [Attach Dark] at the beginning of the battle","MAG +10","Chaos Mace (X)","父への憎悪","201101803","4","✓","✓"
"X","Seymour","","Hastening (Seymour)","LMR+","LMR+1","Grants [Quick Cast 3] after using three abilities that deal Dark damage","MAG +10","Empyrean Rod (X)","短縮【シーモア】","201101804","","✓",""
"X","Seymour","","Bravery: Seymour","LMR++","LMR++1","Dark Damage +25% with Rod equipped; Quick ATB 1 at the start of battle","","Lufenian Cap (X)","勇晶・シーモア","201101805","","",""
"XI","Shantotto","","Peerless Power","LM","LM1","BLK attacks deal 10% more damage","","-","比類なき魔力","201110100","","✓","✓"
"XI","Shantotto","","Beyond Reproach","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Play Rough Mode] when HP fall below 20%","","-","黒きアンタッチャブル","201110101","","✓","✓"
"XI","Shantotto","","Master Caster","LMR","LMR1","10% chance to dualcast Witch abilities twice","MAG +10","Wizard's Coat (XI)","絶対なる唯我独尊","201110102","1","✓","✓"
"XI","Shantotto","","Superiority Complex","LMR","LMR2","Grants [Attach Lightning] at the beginning of the battle","MAG +10","Tactician Magician's Wand (XI)","傍若無人なご婦人","201110103","4","✓","✓"
"XI","Shantotto","","Menacing Black Mage","LMR","LMR3","MAG +1% for each hit dealt with BLK attacks, up to +20%","MAG +10","Black Cloak (XI)","最凶の黒魔道士","201110104","4","✓","✓"
"XI","Shantotto","","Herald (Shantotto)","LMR+","LMR+1","Grants [Attach Lightning] and [Quick Cast] at the beginning of the battle","MAG +10","Shaman's Cloak (XI)","先駆【シャントット】","201110105","","✓","✓"
"XI","Shantotto","","Bravery: Shantotto","LMR++","LMR++1","100% chance to dualcast every third Witch ability, Grants [200% ATB 1] and [Quick Cast 3] at the beginning of battle","","Wizard's Gloves (XI)","勇晶・シャントット","201110106","","","✓"
"XI","Ayame","","Cool Hands","LM","LM1","Increases Ice damage dealt by 10%","","-","冷静な剣さばき","201110200","","✓","✓"
"XI","Ayame","","Master of the Path","LM","LM2","35% chance to dualcast Samurai abilities","","-","修めし武の道","201110201","","✓","✓"
"XI","Ayame","","No Hesitation","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Samurai ability","ATK +10","Myochin Domaru (XI)","即撃ちの型","201110202","1","✓","✓"
"XI","Ayame","","Young Gun","LMR","LMR2","Grants [Attach Ice] at the beginning of the battle","ATK +10","Omokage (XI)","最年少の銃士","201110203","4","✓","✓"
"XI","Ayame","","Onslaught (Ayame)","LMR+","LMR+1","50% chance to cast Zanshin (XI) after dealing damage with a Samurai ability","ATK +10","Hachiman Domaru (XI)","遊撃【アヤメ】","201110204","","✓","✓"
"XI","Ayame","","Bravery: Ayame","LMR++","LMR++1","Increases Ice damage dealt by 10%, Grants [200% ATB 1] at the beginning of the battle, and casts [Brave Crystal's Might (Ayame)] after using three Samurai abilities (max 1)","","Saotome Kote (XI)","勇晶・アヤメ","201110205","","","✓"
"XI","Curilla","","Tempered Steel","LM","LM1","PHY attacks deal 10% more damage","","-","厳しき鍛錬の成果","201110300","","✓","✓"
"XI","Curilla","","Faith in the Dawn","LM","LM2","35% chance to grant [Magical Blink 1] to the user after taking damage from an enemy","","-","暁の女神への深き信心","201110301","","✓","✓"
"XI","Curilla","","Templar's Charge","LMR","LMR1","30% chance to cover PHY attacks that target allies, reducing damage taken by 20%","ATK +10","Royal Squire's Mufflers (XI)","騎士団長の配慮","201110302","1","✓","✓"
"XI","Curilla","","Heartfelt Devotion","LMR","LMR2","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Royal Knight Army Shield (XI)","こまやかな配慮","201110303","4","✓","✓"
"XI","Curilla","","Re-action (Curilla)","LMR+","LMR+1","100% chance to dualcast every third Knight ability","ATK +10","Koenig Shield (XI)","再動【クリルラ】","201110304","","✓","✓"
"XI","Prishe","","Patrol Leader","LM","LM1","PHY attacks deal 10% more damage when equipping a fist weapon","","-","自警団のリーダー","201110400","","✓","✓"
"XI","Prishe","","Headstrong Charmer","LM","LM2","35% chance to dualcast Monk abilities","","-","猪突猛進の元気娘","201110401","","✓","✓"
"XI","Prishe","","Magicite Might","LMR","LMR1","Grants [50% Critical] at the beginning of the battle","ATK +10","Temple Cyclas (XI)","宿りし魔晶石の力","201110402","1","✓","✓"
"XI","Prishe","","Perfect Beauty","LMR","LMR2","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Crow Beret (XI)","天衣無縫な少女","201110403","4","✓","✓"
"XI","Lion","","Agent's Shiv","LM","LM1","PHY attacks deal 10% more damage when equipping a dagger","","-","エージェントの短剣術","201110500","","✓","✓"
"XI","Lion","","Agent's Barrage","LM","LM2","35% chance to dualcast Thief abilities","","-","エージェントの連撃","201110501","","✓","✓"
"XI","Lion","","Agent's Expertise","LMR","LMR1","Increases the duration of stat debuffs by 30%","ATK +10","Kidney Dagger (XI)","造詣深きエージェント","201110502","1","✓","✓"
"XI","Lion","","Subversion (Lion)","LMR+","LMR+1","Causes [Imperil Water 10% (15s)] after using three Water abilities","ATK +10","Rogue's Vest (XI)","耐降【ライオン】","201110503","","✓","✓"
"XI","Lion","","Bravery: Lion","LMR++","LMR++1","PHY Damage +10% with Dagger equipped; Quick ATB 1 & Quick Cast at the start of battle","","Assassin's Armlets (XI)","勇晶・ライオン","201110504","","",""
"XI","Aphmau","","Caring Puppetmaster","LM","LM1","WHT abilities restore 15% more HP","","-","可憐なからくり士","201110600","","✓","✓"
"XI","Aphmau","","Empress of Peace","LM","LM2","Grants Reraise: 80% at the beginning of the battle, grants [Dual Blink 1] to the user when Reraise is triggered","","-","平和を望みし聖皇","201110601","","✓","✓"
"XI","Aphmau","","Court Secrets","LMR","LMR1","25% chance to grant [HP Stock (2000)] to the target after using a single-target White Magic ability that restores HP on an ally","MND +10","Alkyoneus's Bracelet (XI)","宮廷傀儡師の秘術","201110602","1","✓","✓"
"XI","Aphmau","","Automaton Affinity","LMR","LMR2","25% chance to cast an ability (NAT: group, restores 1000 HP) after using a White Magic or Monk ability","MND +10","Healing Mace (XI)","オートマトンへの友愛","201110603","4","✓","✓"
"XI","Aphmau","","Re-action (Aphmau)","LMR+","LMR+1","100% chance to dualcast every third White Magic/Monk ability","MND +10","Restorer Cloak (XI)","再動【アフマウ】","201110604","","✓","✓"
"XI","Zeid","","Kindred Hunter","LM","LM1","Increases Dark damage dealt by 10%","","-","闇の血族を狩る者","201110700","","✓","✓"
"XI","Zeid","","Galkan Secrets","LM","LM2","40% chance of restoring HP to the user for 40% of the damage dealt with single-target Dark attacks","","-","ガルカに伝わりし黒き秘剣","201110701","","✓","✓"
"XI","Zeid","","Blade of Darkness","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","ATK +10","Balin's Sword (XI)","黒く輝く刃","201110702","1","✓","✓"
"XI","Zeid","","Wandering Dark Knight","LMR","LMR2","25% chance to dualcast Dark abilities","ATK +10","Coral Finger Gauntlets (XI)","放浪の暗黒騎士","201110703","5","✓","✓"
"XI","Zeid","","Bravery: Zeid","LMR++","LMR++1","Increases Physical Damage dealt by 10% when equipped with Sword, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle","","Black Sallet (XI)","勇晶・ザイド","201110704","","","✓"
"XI","Lilisette","","Best of Both Worlds","LM","LM1","PHY attacks deal 10% more damage","","-","ハーフの少女","201110800","","✓","✓"
"XI","Lilisette","","Renowned Grace","LM","LM2","35% chance to cast an ability (WHT: group, restores HP (25)) after using a Dancer ability","","-","舞姫","201110801","","✓","✓"
"XI","Lilisette","","Brash Dancer","LMR","LMR1","25% chance to dualcast Celerity abilities","ATK +5, MND +5","Cermet Knife (XI)","跳ねっ返りな踊り子","201110802","1","✓","✓"
"XI","Lilisette","","Hastening (Lilisette)","LMR+","LMR+1","Grants [Quick Cast 3] after using three Dancer/Support abilities","ATK +5, MND +5","Avis (XI)","短縮【リリゼット】","201110803","","✓","✓"
"XI","Lilisette","","Bravery: Lilisette","LMR++","LMR++1","Chases every 3rd Support/Celerity/Dancer abilities with 1000 heal to party; Quick ATB 1 at the start of battle and once per battle & after using 3 Support/Celerity/Dancer abilities, grants 250 SB Points to user","","Raven Bracer (XI)","勇晶・リリゼット","201110804","","",""
"XI","Naja","","Fickle Master","LM","LM1","Increases Earth damage dealt by 10%","","-","気まぐれなワンマン","201110900","","✓","✓"
"XI","Naja","","Mithra Muscle","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","豪腕ネコ社長","201110901","","✓","✓"
"XI","Naja","","Dream of Glory","LMR","LMR1","Grants [Attach Earth] at the beginning of the battle","ATK +10","Warhammer (XI)","復権への願い","201110902","4","✓","✓"
"XI","Naja","","Bravery: Naja","LMR++","LMR++1","Grants [Instant Cast 1] and [Support SB Gauge +25% Boost] at the start of battle, grants [Quick Cast 3] after using 3 support abilities","","Nashira Seraweels (XI)","勇晶・ナジャ","201110903","","","✓"
"XI","Arciela","","Blessing of Demons","LM","LM1","30% chance to grant [Quick Cast 3] to the user after using a Black Magic or Witch ability","","-","魔物の加護","201111100","","","✓"
"XI","Arciela","","Descendent of the First King","LM","LM2","35% chance to dualcast Black Magic and Witch abilities","","-","初代王の末裔","201111101","","","✓"
