"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID","GL","✓"
"Dragoon","","Jump","2","PHY","Single enemy","Physical","2.00","-","1.65","One single ranged jump attack (2.00), air time (1.65 sec.)","Y","Highest HP% enemy","60","2","10","Lesser Power","5","10","20","30","50","Lesser Lightning","3","6","12","18","30","Lesser Wind","3","6","12","18","30","","","","","","","Dungeons Update #1","ジャンプ","30181001","✓","✓"
"Dragoon","","Wind Jump","3","PHY","Single enemy","Physical","2.10","Wind","1.65","One single ranged jump attack (2.10), air time (1.65 sec.)","Y","Highest HP% enemy","60","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","Big Bridge Showdown","ジャンプ・風","30181011","✓","✓"
"Dragoon","","Soaring Jump","4","PHY","Single enemy","Physical","2.50","-","1.65","One single ranged jump attack (2.50), air time (1.65 sec.)","Y","Highest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","Dungeons Update #13","渾身ジャンプ","30181021","✓","✓"
"Dragoon","","Ice Jump","3","PHY","Single enemy","Physical","2.10","Ice","1.65","One single ranged jump attack (2.10), air time (1.65 sec.)","Y","Highest HP% enemy","60","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Ice","3","6","12","18","30","","","","","","","The Burning Blade!","ジャンプ・氷","30181031","✓","✓"
"Dragoon","","Lightning Jump","3","PHY","Single enemy","Physical","2.10","Lightning","1.65","One single ranged jump attack (2.10), air time (1.65 sec.)","Y","Highest HP% enemy","60","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Lightning","3","6","12","18","30","","","","","","","Fang's Oath","ジャンプ・雷","30181041","✓","✓"
"Dragoon","","Sky Grinder","5","PHY","All enemies","Physical","2.30","-","1.50","Two group ranged jump attacks (1.15 each), 50% additional critical chance","Y","All enemies","100","2","10","Major Ice","6","12","24","36","60","Major Lightning","10","20","40","60","100","Major Wind","6","12","24","36","60","","","","","","","A Summoner Reborn","スカイグランダー","30181051","✓","✓"
"Dragoon","","Leeching Leap","4","PHY","Single enemy","Physical","2.30","-","1.65","One single ranged jump attack (2.30), air time (1.65 sec.), heals the user for 40% of the damage dealt","Y","Lowest HP% enemy","75","2","10","Greater Lightning","5","10","20","30","50","Greater Wind","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","A Summoner Reborn","ドレインダイブ","30181061","✓","✓"
"Dragoon","","Dragoon Jump","5","PHY","Single enemy","Physical","4.92","-","1.50","Four single ranged jump attacks (1.23 each), air time (2.50 sec.)","Y","Lowest HP% enemy","100","2","10","Major Non-Elemental","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","A Summoner Grown","ドラグーンジャンプ","30181071","✓","✓"
"Dragoon","","Blood of the Wyvern","4","PHY","Single enemy","Physical","2.20","-","1.65","One single ranged attack (2.20), grants [No Air Time 2] to the user","Y","Lowest HP% enemy","75","2","10","Greater Ice","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Earth","3","6","12","18","30","","","","","","","A Summoner Grown","竜の血","30181081","✓","✓"
"Dragoon","","Sky High","6","PHY","Single enemy","Physical","5.70","Wind, NE","1.50","Six single ranged jump attacks (0.95 each), air time (2.50 sec.), 1.10/1.20/1.30/1.40/1.50 multiplier if 1/2/3/4/5 allies in air","Y","Lowest HP% enemy","90","2","10","Lightning Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","","","","","","","The Five Dooms","スカイハイ","30181091","✓","✓"
"Dragoon","","Lightning Dive","5","PHY","Single enemy","Physical","4.52","Lightning","1.50","Four single ranged jump attacks (1.13 each), air time (2.50 sec.)","Y","Lowest HP% enemy","75","2","10","Major Ice","6","12","24","36","60","Major Lightning","10","20","40","60","100","Major Wind","6","12","24","36","60","","","","","","","Reclaiming the Skies","ライトニングダイブ","30181101","✓","✓"
"Dragoon","","Aerial Dive","5","PHY","Single enemy","Physical","4.52","Wind","1.50","Four single ranged jump attacks (1.13 each), air time (2.50 sec.)","Y","Lowest HP% enemy","75","2","10","Major Lightning","10","20","40","60","100","Major Earth","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Masters of the Planet","エアリアルダイブ","30181121","✓","✓"
"Dragoon","","Cyclone Bolt","5","PHY","Single enemy","Physical","2.10","Lightning, Wind","1.50","Three single ranged attacks (0.70 each), grants [No Air Time 2] to the user","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Lightning","10","20","40","60","100","Major Wind","6","12","24","36","60","","","","","","","Resolution Blooms","サイクロンボルト","30181131","✓","✓"
"Dragoon","","Impulse Dive","6","PHY","Single enemy","Physical","6.00","Lightning","1.50","Six single ranged jump attacks (1.00 each), air time (2.50 sec.)","Y","Lowest HP% enemy","90","2","10","Lightning Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","New Year Party 2019","インパルスダイブ","30181141","✓","✓"
"Dragoon","","Aqua Corkscrew","5","PHY","Single enemy","Physical","3.20","Water","0.01","Four single ranged jump attacks (0.80 each), air time (1.65 sec.)","Y","Lowest HP% enemy","75","2","10","Major Fire","10","20","40","60","100","Major Ice","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Broken Horn, Unbroken Spirit","レイニースクリュー","30181151","✓","✓"
"Dragoon","","Hurricane Bolt","6","PHY","Single enemy","Physical","3.20","Lightning, Wind","1.50","Four single ranged jump attacks (0.80 each), grants [No Air Time 3] to the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","6","12","18","30","60","Lightning Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo Event: Wind","ハリケーンボルト","30181161","✓","✓"
"Dragoon","","Serpent Dive","6","PHY","Single enemy","Physical","5.04","Water","0.83","Six single ranged jump attacks (0.84 each), air time (1.65/0.82/0.55) if the user used 0/1/2 damaging actions","Y","Lowest HP% enemy","80","2","10","Ice Crystal","6","12","18","30","60","Lightning Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","5th Anniversary Festival","サーペントダイブ","30181171","✓","✓"
"Dragoon","","Dark Side Dive","6","PHY","Single enemy","Physical","5.46","Dark","3.30","Six single ranged jump attacks (0.91 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","90","2","10","Lightning Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Pride's Awakening","ダークサイドダイブ","30181211","✓","✓"
"Monk","","Death Strike","2","PHY","Single","Physical","2.00","-","1.65","One single attack (1.50), always deals a critical hit, 50% hit rate","Y","Highest HP% enemy","60","2","10","Lesser Power","5","10","20","30","50","Lesser Lightning","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ひっさつ","30191001","✓","✓"
"Monk","","Chi Blast","2","PHY","Single","Physical","1.70","-","1.65","One single ranged attack (1.70)","Y","Lowest HP% enemy","60","2","10","Lesser Power","5","10","20","30","50","Lesser Non-Elemental","8","15","30","45","75","","","","","","","","","","","","","The Battle Arena","気孔弾","30191011","✓","✓"
"Monk","","Chakra","3","NAT","Self","Magical","1.50","-","1.65","Restores HP (80), damages undeads, [ATK +20%] for 25 seconds","Y","Self","65","2","10","Power","5","10","20","30","50","Holy","8","15","30","45","75","","","","","","","","","","","","","The Battle Arena","チャクラ","30191021","✓","✓"
"Monk","","Pressure Point","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), causes [Instant KO] (50%)","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Dark","8","15","30","45","75","","","","","","","","","","","","","The Battle Arena","点穴","30191031","✓","✓"
"Monk","","Punishing Palm","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [ATK +30%] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Fire","3","6","12","18","30","Greater Holy","3","6","12","18","30","","","","","","","A Place to Call Home","練気拳","30191041","✓","✓"
"Monk","","Kick","3","PHY","All enemies","Physical","1.30","-","1.65","One group attack (1.30)","Y","All enemies","65","4","12","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","A Place to Call Home","けり","30191051","✓","✓"
"Monk","","Memento of Might","3","NAT","Self","","","","1.65","[ATK +30%] for 25 seconds","N","Self","65","4","12","Power","5","10","20","30","50","Earth","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #16","力のメメント","30191061","✓","✓"
"Monk","","Exploding Fist","5","PHY","Single enemy","Physical","2.90","-","1.65","Five single attacks (0.58 each), 20% additional critical chance","Y","Lowest HP% enemy","100","2","10","Major Power","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Lightning","6","12","24","36","60","","","","","","","Forgotten Bond","爆裂正拳突き","30191071","✓","✓"
"Monk","","Piercing Strike","4","PHY","Single enemy","Physical","20.00","-","1.65","One single attack (20.00), ignores DEF","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Earth","3","6","12","18","30","","","","","","","Destiny's Path","鎧通し","30191081","✓","✓"
"Monk","","Lifebane","6","PHY","Single enemy","Physical","5.25","-","1.65","2/3/4/5 single attacks (1.05 each) at 492/780/1014 ATK, grants [ATK and DEF +30% (8s)] to the user","Y","Lowest HP% enemy","100","2","10","Fire Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","","","","","","","The Five Dooms","乱命拳","30191091","✓","✓"
"Monk","","Meteor Crush","5","PHY","Single enemy","Physical","3.00","Earth","1.65","Two single attacks (1.50 each), [ATK +50%] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Power","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","","","","","","","Go Go Gullwings!","メテオクラッシュ","30191101","✓","✓"
"Monk","","Fires Within","5","PHY","Single enemy","Physical","3.40","Fire","1.65","Four single ranged attacks (0.85 each), restores HP to the user for 30% of the user's maximum HP","Y","Lowest HP% enemy","75","2","10","Major White","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Earth","6","12","24","36","60","","","","","","","Aspiring Knight","内丹気砲","30191111","✓","✓"
"Monk","","Burning Rush","5","PHY","Single enemy","Physical","2.88","Fire","1.65","Four single attacks (0.72 each), 20% additional critical chance","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Earth","6","12","24","36","60","","","","","","","The Maiden of Water","バーニングラッシュ","30191121","✓","✓"
"Monk","","Gaia Rush","5","PHY","Single enemy","Physical","2.88","Earth","1.65","Four single attacks (0.72 each), 20% additional critical chance","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Earth","6","12","24","36","60","","","","","","","Like Father Like Daughter","ガイアラッシュ","30191131","✓","✓"
"Monk","","Icicle Rush","5","PHY","Single enemy","Physical","2.88","Ice","1.65","Four single attacks (0.72 each), 20% additional critical chance","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Earth","6","12","24","36","60","","","","","","","3rd Anniversary Carnival","アイシクルラッシュ","30191141","✓","✓"
"Monk","","Ironfist Earth","6","PHY","Single enemy","Physical","4.00","Earth","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with [Ironfist Earth Uses]","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Fire Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Mired in Despair","剛拳・地の型","30191151","✓","✓"
"Monk","","Ironfist Fire","6","PHY","Single enemy","Physical","4.00","Fire","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with [Ironfist Fire Uses]","Y","Lowest HP% enemy","90","2","10","Fire Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Mired in Despair","剛拳・炎の型","30191161","✓","✓"
"Monk","","Spark Rush","5","PHY","Single enemy","Physical","2.88","Lightning","1.65","Four single attacks (0.72 each), 20% additional critical chance","Y","Lowest HP% enemy","75","2","10","Major Fire","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Earth","6","12","24","36","60","","","","","","","The Words that Started It All","スパークラッシュ","30191171","✓","✓"
"Monk","","Earthen Rebuke","5","PHY","Single enemy","Physical","3.40","Earth","1.65","Four single ranged attacks (0.85 each), restores HP to the user for 30% of the user's maximum HP","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Wind","10","20","40","60","100","","","","","","","Blood of the Monk","外丹気砲","30191181","✓","✓"
"Monk","","Ironfist Ice","6","PHY","Single enemy","Physical","4.00","Ice","1.65","Five single attacks (0.80/0.87/0.94 each) scaling with [Ironfist Ice Uses]","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Ice Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","New Year Party 2019","剛拳・氷の型","30191191","✓","✓"
"Monk","","Spirited Dispatch","6","NAT","Self","","","","1.65","Grants [ATK and DEF +50%] to the user for 5 seconds, grants [HP Stock (2000)] and [Monk High Quick Cast 2]","Y","Self","100","2","10","White Crystal","6","12","18","30","60","Fire Crystal","6","12","18","30","60","Earth Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Fat Black Chocobo Event: Earth","軒昂の構え","30191201","✓","✓"
"Monk","","Flashfist Lightning","6","PHY","Single enemy","Physical","4.00","Lightning","1.65","Five single attacks (0.80 each), cast time 1.65/1.10/0.825 scaling with [Flashfist Lightning Uses]","Y","Lowest HP% enemy","80","2","10","Fire Crystal","6","12","18","30","60","Lightning Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","A Mother Transformed","瞬拳・雷の型","30191211","✓","✓"
"Monk","","Meditative Palm","6","PHY","Single enemy","Physical","4.40","Fire, Earth","1.65","Five single ranged attacks (0.88 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","6","12","18","30","60","Fire Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo: Grand Forgery","気功掌","30191231","✓","✓"
"Thief","","Steal HP","2","PHY","Single enemy","Physical","1.40","-","1.20","One single attack (1.40), heals the user for 30% of the damage dealt","Y","Highest HP% enemy","60","2","10","Lesser Power","5","10","20","30","50","Lesser Wind","3","6","12","18","30","","","","","","","","","","","","","Kingdom Reborn","HPを盗む","30201001","✓","✓"
"Thief","","Steal Time","3","PHY","Single enemy","","","","1.20","Causes [Slow] (50%), if successful grants [Haste] to the user","N","Random enemy without status","65","2","10","Power","5","10","20","30","50","Lightning","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","Kingdom Reborn","時間を盗む","30201011","✓","✓"
"Thief","","Steal Defense","4","PHY","Single enemy","","","","1.20","[DEF -40%] for 20 seconds, [DEF +50%] to the user for 20 seconds","N","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Earth","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","Kingdom Reborn","守りを盗む","30201021","✓","✓"
"Thief","","Steal Power","4","PHY","Single enemy","","","","1.20","[ATK -40%] for 20 seconds, [ATK +50%] to the user for 20 seconds","N","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Fire","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","A Place to Call Home","力を盗む","30201031","✓","✓"
"Thief","","Mug Time","5","PHY","Single enemy","Physical","2.60","-","1.20","Two single attacks (1.30 each), causes [Slow] (100%), grants [Haste] to the user","Y","Random enemy without status","95","2","10","Major Power","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Assassin in Black","時間をぶんどる","30201041","✓","✓"
"Thief","","Thief's Revenge","5","PHY","Single enemy","Physical","3.50","-","1.20","1/2/3/4/5 single attacks (0.70 each) at 140/150/160/170 SPD, heals the user for 30% of the damage dealt","Y","Highest HP% enemy","95","2","10","Major Lightning","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Seer of Destiny","シーフズレイド","30201051","✓","✓"
"Thief","","Mug Bloodlust","6","PHY","Single enemy","Physical","3.20","-","1.20","Two single attacks (1.60 each), [ATK and DEF -30%] for 20 seconds, [ATK and DEF +30%] to the user for 20 seconds","Y","Random enemy without status","100","2","10","Fire Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","","","","","","","The Five Dooms","闘志をぶんどる","30201061","✓","✓"
"Thief","","Dash and Slash","5","PHY","Single enemy","Physical","3.40","Wind","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Y","Lowest HP% enemy","65","2","10","Major Power","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Where the Heart Lies","ダッシュバイト","30201071","✓","✓"
"Thief","","Poison Leaves","5","PHY","Single enemy","Physical","3.40","Poison","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Y","Lowest HP% enemy","65","2","10","Major Earth","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Scheming Tyrant","ポイズンリーフ","30201081","✓","✓"
"Thief","","Soul Burn","5","PHY","Single enemy","Physical","2.80","Fire","1.20","Four single attacks (0.70~1.20 each scaling with HP%)","Y","Lowest HP% enemy","65","2","10","Major Fire","10","20","40","60","100","Major Wind","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Strike Back at the Empire","ソウルバーン","30201091","✓","✓"
"Thief","","Fire Assault","6","PHY","Single enemy","Physical","4.00","Fire","1.20","Five single attacks (0.80 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","80","2","10","Fire Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Stuff of Nightmares","バーンレイド","30201101","✓","✓"
"Thief","","Storm Assault","6","PHY","Single enemy","Physical","4.00","Wind","1.20","Five single attacks (0.80 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","80","2","10","Non-Elemental Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Stuff of Nightmares","ストームレイド","30201111","✓","✓"
"Thief","","Heat Bite","5","PHY","Single enemy","Physical","3.40","Fire","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Y","Lowest HP% enemy","65","2","10","Major Fire","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Dragons of Death","ヒートバイト","30201121","✓","✓"
"Thief","","Aquatic Weakness","6","PHY","Single enemy","Physical","3.20","Water","1.20","Four single attacks (0.80 each), causes [Imperil Water 10% (15s)] every second activation","Y","Lowest HP% enemy","80","2","10","Ice Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Piercing the Darkness","アクアロウアー","30201131","✓","✓"
"Thief","","Splash Bite","5","PHY","Single enemy","Physical","3.40","Water","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Y","Lowest HP% enemy","65","2","10","Major Ice","6","12","24","36","60","Major Wind","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Lion Dreambreaker","スプラッシュバイト","30201141","✓","✓"
"Thief","","Ripper Poison","6","PHY","Single enemy","Physical","5.10","Poison","1.20","4/5/6 single attacks (0.85 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Magicite: Odin (Poison)","リッパーポイズン","30201251","✓","✓"
"Thief","","Poison Weakness","6","PHY","Single enemy","Physical","3.20","Poison","1.20","Four single attacks (0.80 each), causes [Imperil Poison 10% (15s)] every second activation","Y","Lowest HP% enemy","80","2","10","Earth Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Magicite: Odin (Poison)","ポイズンロウアー","30201261","✓","✓"
"Knight","","Guard","2","NAT","Self","","","","1.65","Grants [Protect]","N","Self","60","4","12","Lesser Power","5","10","20","30","50","Lesser Earth","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","まもり","30211001","✓","✓"
"Knight","","Draw Fire","3","NAT","Self","","","","1.65","Grants [Draw Fire] for 25 seconds","N","Self","65","2","10","Power","8","15","30","45","75","Holy","5","10","20","30","50","","","","","","","","","","","","","To the Holy Land","ひきつける","30211002","✓","✓"
"Knight","","Minus Strike","4","PHY","Single","","","","1.65","Damages for 2 * (user's maximum HP - user's current HP)","Y","Random enemy","75","2","10","Greater Non-Elemental","3","6","12","18","30","Greater Lightning","3","6","12","18","30","Greater Holy","5","10","20","30","50","","","","","","","To the Holy Land","サガク剣","30211011","✓","✓"
"Knight","","Bracing Bash","3","PHY","Single","Physical","1.60","-","1.65","One single attack (1.60), [RES +50%] to the user for 20 seconds","Y","Lowest HP% enemy","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Earth","3","6","12","18","30","","","","","","","Gunblade of the Sorceress","メンタルバッシュ","30211021","✓","✓"
"Knight","","Magic Lure","4","NAT","Self","","","","1.65","Grants [Magic Lure] for 25 seconds","N","Self","75","2","10","Greater Power","5","10","20","30","50","Greater Black","3","6","12","18","30","Greater Fire","3","6","12","18","30","","","","","","","Gunblade of the Sorceress","魔法ひきつけ","30211031","✓","✓"
"Knight","","Memento of Protection","3","NAT","Single ally","","","","1.65","[DEF and RES +50%] for 25 seconds","N","Random ally without status","65","2","10","Power","8","15","30","45","75","Earth","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #16","守りのメメント","30211041","✓","✓"
"Knight","","Banishing Strike","4","PHY","Single","Physical","2.00","Holy","1.65","One single attack (2.00), removes positive effects","Y","Lowest HP% enemy","70","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Holy","3","6","12","18","30","","","","","","","Someone to Protect","バニシュレイド","30211051","✓","✓"
"Knight","","Armor Strike","4","PHY","Single","Physical","2.80","-","1.65","One single attack (2.80), damage scales with both ATK and DEF","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater White","3","6","12","18","30","Greater Earth","3","6","12","18","30","","","","","","","Someone to Protect","アーマーストライク","30211061","✓","✓"
"Knight","","Shield Bash","3","PHY","Single","Physical","1.60","-","1.65","One single attack (1.60), [DEF +50%] to the user for 20 seconds","Y","Lowest HP% enemy","65","2","10","Power","5","10","20","30","50","Earth","3","6","12","18","30","Holy","3","6","12","18","30","","","","","","","Someone to Protect","シールドバッシュ","30211071","✓","✓"
"Knight","","Saint Cross","5","PHY","Single enemy","Physical","3.40","Holy","1.65","Two single attacks (1.70 each), removes negative effects to the user, grants [High Regen] to the user","Y","Lowest HP% enemy","75","2","10","Major Earth","6","12","24","36","60","Major Wind","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","By Stone Revealed","セイントクロス","30211081","✓","✓"
"Knight","","Aegis Strike","6","PHY","All enemies","Physical","3.90","Holy","1.65","Three group attacks (1.30 each), damage scales with both ATK and DEF","Y","All enemies","90","2","10","Ice Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","","","","","","","The Five Dooms","イージスストライク","30211091","✓","✓"
"Knight","","Gaia's Cross","5","PHY","Single enemy","Physical","3.20","Earth","1.65","Two single attacks (1.60 each), grants [Draw Fire] to the user for 25 seconds","Y","Lowest HP% enemy","75","2","10","Major Ice","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Aspiring Knight","ガイアクロス","30211101","✓","✓"
"Knight","","Guardbringer","5","PHY","Single enemy","Physical","4.00","Holy","1.65","3/4/5 single attacks (0.80 each) at 0/798/2736 DEF","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Family Secrets","ガードブリンガー","30211111","✓","✓"
"Knight","","Divine Cross","5","PHY","Single enemy","Physical","3.20","Holy","1.65","Two single attacks (1.60 each), grants [Draw Fire] to the user for 25 seconds","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","FF 30th Anniversary Parade","ディバインクロス","30211121","✓","✓"
"Knight","","Earthbringer","5","PHY","Single enemy","Physical","4.00","Earth","1.65","3/4/5 single attacks (0.80 each) at 0/798/2736 DEF","Y","Lowest HP% enemy","75","2","10","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","The Onion Knight Rises","アースブリンガー","30211131","✓","✓"
"Knight","","Assault Sabre","5","PHY","Single enemy","Physical","3.55","Holy","1.65","Five single attacks (0.71 each), [DEF -30%] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Lightning","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Trapped by the Past","アサルトセイバー","30211141","✓","✓"
"Knight","","Earth Sabre","5","PHY","Single enemy","Physical","3.55","Earth","1.65","Five single attacks (0.71 each), [DEF -30%] to the user for 20 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Earth","10","20","40","60","100","Major Holy","6","12","24","36","60","","","","","","","Strike Back at the Empire","アースセイバー","30211151","✓","✓"
"Knight","","Healing Smite","6","PHY","Single enemy","Physical","4.00","Holy","1.65","Five single attacks (0.80 each), restores 2000 HP to the lowest HP% ally","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Glory Feast","エンハンスレイド","30211161","✓","✓"
"Knight","","Gaia Force","6","PHY","Single enemy","Physical","4.25","Earth","1.65","Five single attacks (0.85/0.90/0.95 each) at 0/798/2736 DEF, grants [DEF +100%] to the user for 25 seconds","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","For Former Glory","ガイアストライク","30211171","✓","✓"
"Knight","","Great Form","6","PHY","Single enemy","Physical","4.00","Holy, Earth","1.65","Five single attacks (0.80 each), grants [20% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","The Journey of Light","グレートフォーム","30211221","✓","✓"
