"Character","Source","SB Ver","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID","GL","✓"
"Rinoa","Zenith Sorceress's Awakening","ZSB1","","Angel Wing+","BLK","Single enemy","Magical","22.80","Ice, Earth","2.60","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Witch","ヴァリー改","30301082","","✓"
"Quistis","Zenith Maser Eye","ZSB1","","Hail to the Queen+","BLK","Single enemy","Magical","19.00","Water, Poison","0.01","Five single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","70","Black Magic","コールミーキング改","30111662","","✓"
"Quistis","Zenith Maser Eye","ZSB1","","Lesson Time+","SUM","Single enemy","Magical","21.00","Water, Poison","1.80","4 single attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, Grants [MAG +30%, DEF and RES -15% (8s)] to the user","N","Lowest HP% enemy","90","Summoning","指導の時間改","30131612","","✓"
"Quistis","Zenith Maser Eye","ZSB1","","Hail to the Queen+","BLK","Single enemy","Magical","19.00","Water, Poison","0.01","Five single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","70","Black Magic","コールミーキング改","30111662","","✓"
"Quistis","Zenith Maser Eye","ZSB1","","Lesson Time+","SUM","Single enemy","Magical","21.00","Water, Poison","1.80","4 single attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, Grants [MAG +30%, DEF and RES -15% (8s)] to the user","N","Lowest HP% enemy","90","Summoning","指導の時間改","30131612","","✓"
"Zell","Zenith Burning Duel","ZSB1","","Meteor Barret+","PHY","Single enemy","Physical","7.20","Fire","1.65","Six single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Monk","メテオバレット改","30191322","","✓"
"Zell","Zenith Burning Duel","ZSB1","","Final Punch+","PHY","Single enemy","Physical","4.40","Fire","1.20","Four single attacks (1.10 each), grants [Monk Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Monk","ファイナルパンチ改","30191472","","✓"
"Selphie","Zenith Dreamstage","ZSB1","","Slots+","NAT","All enemies","","","","1.65","Causes [ATK and MAG -50% (8s)], restores 2500 HP to all allies","N","All enemies","100","Dancer","スロット改","30251122","","✓"
"Selphie","Zenith Dreamstage","ZSB1","","Trabia's Light+","?","All allies","","","","","Restores HP (?), smart ether 1 every fourth activation","?","All allies","","White Magic","トラビアのひかり改","30121621","",""
"Irvine","Zenith Heated Canister ","ZSB1","","Canister Shot+","PHY","Single enemy","Physical","1.10","Fire","1.65","Five single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+, causes [Imperil Fire 10% (5s)]","N","Lowest HP% enemy","90","Machinist","キャニスターショット改","30281212","","✓"
"Irvine","Zenith Heated Canister ","ZSB1","","Flame Ammo+","?","Single enemy","Physical","","Fire","","Four single ranged attacks (? each), grants [Sharpshooter Quick Cast 2] to the user","?","Lowest HP% enemy","","Sharpshooter","ショット・火炎弾改","30281281","",""
"Laguna","Zenith Glacial High","ZSB1","","Desperado+","PHY","All enemies","Physical","","Ice","1.65","Five ranged attacks (1.10 each), causes [Imperil Ice 10% (5s)]","N","Lowest HP% enemy","90","Machinist","デスペラード改","30261222","",""
"Laguna","Zenith Glacial High","ZSB1","","Freezing Crush+","PHY","Single enemy","Physical","","Ice","","Seven single ranged attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","","Machinist","フリージングクラッシュ改","30261392","",""
"Edea","Zenith Heartless Soul","ZSB1","","Ice Strike+","BLK","Single enemy","Magical","15.20","Dark, Ice","1.20","Four single attacks (3.80 each), grants [Quick Cast 1] to self","Y","Lowest HP% enemy","90","Witch","冷徹なる一撃改","30301122","","✓"
"Edea","Zenith Heartless Soul","ZSB1","","Astral Realm+","BLK","Single enemy","Magical","19.00","Dark, Ice","1.65","Five single attacks (3.80/3.95 each), capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Witch","アストラル・ワールド改","30111742","","✓"
"Edea","Zenith Maelstrom","ZSB2","","Ice Strike+","BLK","Single enemy","Magical","15.20","Dark, Ice","1.20","Four single attacks (3.80 each), grants [Quick Cast 1] to self","Y","Lowest HP% enemy","90","Witch","冷徹なる一撃改","30301122","","✓"
"Edea","Zenith Maelstrom","ZSB2","","Astral Realm+","BLK","Single enemy","Magical","19.00","Dark, Ice","1.65","Five single attacks (3.80/3.95 each), capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Witch","アストラル・ワールド改","30111742","","✓"
"Seifer","Zenith Dragonking Cut","ZSB1","","Bloodfest+","PHY","All enemies","Physical","6.00","Dark, Fire","1.65","Five single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","All enemies","90","Darkness","血祭り改","30271252","","✓"
"Seifer","Zenith Dragonking Cut","ZSB1","","Demon Slice+","?","Single enemy","Physical","","Dark, Fire","","Four single attacks (? each), grants [Buff Fire 10% (5s)] and [Buff Dark 10% (5s)] to all allies every third activation","?","Lowest HP% enemy","","Darkness","アビスロック改","30271372","",""
"Raijin","Zenith Raijin Special","ZSB1","","Raijin Special+","PHY","Single enemy","Physical","7.50","Lightning","1.20","One single attack (7.50) capped at 99999","Y","Lowest HP% enemy","90","Monk","秘技「雷神飛竜昇」改","30191312","","✓"
"Raijin","Zenith Raijin Special","ZSB1","","Lightning Hammer Flurry+","PHY","Single enemy","Physical","7.20","Lightning","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Monk","雷棍連撃改","30191492","","✓"
"Fujin","Zenith Zan","ZSB1","","Zan+","BLK","Single enemy","Magical","35.20","Wind","1.65","Four single attacks (3.80/3.95 each), followed by one single attack (20.00/20.75 each) that ignores RES, capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","斬改","30111552","","✓"
"Kiros","Zenith Extermination","ZSB1","","Exsanguination+","PHY","Single enemy","Physical","","Dark, Ice","0.01","Five single attacks (1.10 each)","N","Lowest HP% enemy","80","Ninja","ブラッドペイン改","30231262","",""
"Kiros","Zenith Extermination","ZSB1","","Katar Dance+","PHY","Single enemy","Physical","","Dark, Ice","0.83","4/5/6 single attacks (? each) if the user has Physical Blink 0/1/2, capped at 9999/19999 after 0-2/3+ uses, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user ","N","Lowest HP% enemy","80","Ninja","カタール乱舞改","30231272","",""
"Kiros","Zenith Extermination","ZSB1","","Exsanguination+","PHY","Single enemy","Physical","","Dark, Ice","0.01","Five single attacks (1.10 each)","N","Lowest HP% enemy","80","Ninja","ブラッドペイン改","30231262","",""
"Kiros","Zenith Extermination","ZSB1","","Katar Dance+","PHY","Single enemy","Physical","","Dark, Ice","0.83","5/6/7 single attacks (? each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user ","N","Lowest HP% enemy","80","Ninja","カタール乱舞改","30231272","",""
"Ward","Zenith Tri-Anchor","ZSB1","","Massive Anchor+","PHY","Single enemy","Physical","7.50","Water, Ice, Earth, NE","1.20","One single attack (7.50) capped at 99999","Y","Lowest HP% enemy","90","Dragoon","マッシヴアンカー改","30181252","","✓"
"Ward","Zenith Tri-Anchor","ZSB1","","Anchor Rain+","PHY","Single enemy","Physical","6.00","Water, Ice, Earth, NE","1.65","Five single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","アンカーレイン改","30181332","","✓"
"Ultimecia","Zenith Cycle of Steel","ZSB1","","Final Sentence+","BLK","Single","Magical","19.00","Wind, Dark","1.65","Five single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","天罰の矢改","30111612","",""
"Ultimecia","Zenith Cycle of Steel","ZSB1","","Merciless Blades+","?","Single","Magical","","Wind, Dark","","Seven single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Witch","渦風の剣改","30301222","",""
"Zidane","Zenith Gale Impulse","ZSB1","","Scoop Art+","PHY","Single enemy","Physical","7.20","Wind","1.20","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","80","Thief","スクープアウト改","30201182","","✓"
"Garnet","Zenith Maiden's Mettle","ZSB1","","Divine Guardian+","SUM","Single enemy","Magical","26.25","Lightning, Holy","1.80","Five single attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000, restores 1000 HP to all allies","N","Lowest HP% enemy","90","Summoning","聖なる守護神改","30131472","","✓"
"Garnet","Zenith O Holy Guardian","ZSB2","","Divine Guardian+","SUM","Single enemy","Magical","26.25","Lightning, Holy","1.80","Five single attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000, restores 1000 HP to all allies","N","Lowest HP% enemy","90","Summoning","聖なる守護神改","30131472","","✓"
"Garnet","Zenith Summoner's Legacy","ZSB3","","Divine Guardian+ II","?","Single enemy","Magical","","Lightning, Holy","","Five single attacks (? each), minimum damage ?, restores 1000 HP to all allies","?","Lowest HP% enemy","","Summoning","聖なる守護神改II","30131473","",""
"Vivi","Zenith Doublecast Meteorite","ZSB1","","Double Black Magic Fira+","BLK","Single enemy","Magical","22.80","Fire","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","W黒魔法・ファイラ改","30111482","","✓"
"Steiner","Zenith Double Climhazzard","ZSB1","","Spellblade+","PHY","Single enemy","Physical","6.00","Fire, Ice, Lightning","1.65","Five single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","魔法剣改","30141332","","✓"
"Freya","Zenith Cherry Blossom","ZSB1","","Lancer (IX)+","PHY","Single enemy","Physical","5.50","Wind","1.20","Five single ranged jump attacks (1.10 each), restores 1000 HP to all allies","Y","Lowest HP% enemy","90","Dragoon","竜剣【IX】改","30181272","",""
"Freya","Zenith Cherry Blossom","ZSB1","","Lunar Ray+","PHY","Single enemy","Physical","","Wind","","Seven single jump attacks (? each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","","Dragoon","ルナ・レイ改","30181392","",""
"Quina","Zenith Taste Test!","ZSB1","","High Tide+","NAT","Single ally","","","","0.01","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Quick Cast 2] to the user","N","Random ally prioritizing self last","100","Support","満月の心得改","30161272","","✓"
"Eiko","Zenith Healing Melody","ZSB1","","Prayer of the Lost+","SUM","Single enemy","Magical","19.80","Holy, Wind","1.80","Four single attacks (4.95 each), minimum damage 2000, restores 2500 HP to all allies","N","Lowest HP% enemy","90","Summoning","マダイン・サリの祈り改","30131482","","✓"
"Eiko","Zenith Healing Melody","ZSB1","","Emerald Light+","WHT","All allies","","","","1.20","Restores HP (20) to all allies,  grants smart ether 1 to all allies every fourth cast","N","All allies","100","White Magic","エメラルドの光改","30121612","","✓"
"Eiko","Zenith Homing Blast","ZSB2","","Prayer of the Lost+ II","SUM","Single enemy","Magical","21.00","Wind, Holy","1.80","Four single attacks (5.25/5.40 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000, restores 1500 HP to all allies","N","Lowest HP% enemy","90","Summoning","マダイン・サリの祈り改II","30131483","","✓"
"Eiko","Zenith Homing Blast","ZSB2","","Emerald Light+","WHT","All allies","","","","1.20","Restores HP (20) to all allies,  grants smart ether 1 to all allies every fourth cast","N","All allies","100","White Magic","エメラルドの光改","30121612","","✓"
"Amarant","Zenith Searing Special","ZSB1","","Countdown+","PHY","Single enemy","Physical","6.00","Fire","1.20","Five single attacks (1.20 each), restores 1500 HP to the lowest HP% ally","Y","Lowest HP% enemy","90","Monk","秘孔拳改","30191282","","✓"
"Amarant","Zenith Searing Special","ZSB1","","Faithful Fist+","PHY","Single enemy","Physical","7.20","Fire","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Monk","拳の確信改","30191442","","✓"
"Beatrix","Zenith Sword of the Clear Mind","ZSB1","","Seiken Shock+","PHY","Single enemy","Physical","7.50","Holy","1.20","One single ranged attack (7.50) capped at 99999 with 100% hit rate","Y","Lowest HP% enemy","90","Knight","聖剣技・ショック改","30211202","","✓"
"Beatrix","Zenith Sword of the Clear Mind","ZSB1","","Seiken Climhazzard+","PHY","Single enemy","Physical","7.20","Holy","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Knight","聖剣技Cハザード改","30211432","","✓"
"Kuja","Zenith Soul Symphony","ZSB1","","Darkflare Star+","BLK","Single enemy","Magical","19.00","Dark","0.01","Five single attacks (3.80/3.95 each), capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","70","Darkness","ダークフレアスター改","30271302","","✓"
"Kuja","Zenith Soul Symphony","ZSB1","","Snatch Blow+","?","Single enemy","Magical","","Dark","","Seven single attacks (?/? each) after 0-2/3+ uses, causes [Doom: 45] to the user","?","Lowest HP% enemy","","Darkness","スナッチブロー改","30271392","",""
"Marcus","Zenith Phantom Hazard","ZSB1","","Tantalus Break+","PHY","Single enemy","Physical","6.00","Wind, Poison","0.01","Five single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","70","Thief","タンタラスブレイク改","30201222","","✓"
"Tidus","Zenith Slice & Dice","ZSB1","","Jecht Shot+","PHY","Single enemy","Physical","7.20","Water","1.65","Five single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, followed by one ranged attack (1.20/1.25) capped at 9999/19999 after 0-2/3+ uses with additional 20% critical damage","Y","Lowest HP% enemy","90","Shooter","ジェクトシュート改","30281162","","✓"
"Yuna","Zenith Dragon's Roar","ZSB1","","The Sending+","SUM","Single enemy","Magical","26.25","Holy, Wind","1.80","Five single attacks (5.25/5.40 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000, restores 1000 HP to all allies","Y","Lowest HP% enemy","90","Summoning","異界送り改","30131492","","✓"
"Yuna","Zenith Dragon's Roar","ZSB1","","Whistle Promise+","WHY","All allies","","","","1.20","Restores HP (20), smart ether 1 every fourth activation","N","All allies","100","White Magic","約束の指笛改","30121532","","✓"
"Yuna","Zenith Heavenly Blessing","ZSB2","","The Sending+II","?","Single enemy","Magical","","Holy, Wind","","Five single attacks (? each), minimum damage 2000, restores 2000 HP to all allies","?","Lowest HP% enemy","","Summoning","異界送り改II","30131493","",""
"Yuna","Zenith Heavenly Blessing","ZSB2","","Whistle Promise+","WHY","All allies","","","","1.20","Restores HP (20), smart ether 1 every fourth activation","N","All allies","100","White Magic","約束の指笛改","30121532","","✓"
"Wakka","Zenith Aurochs Shot","ZSB1","","Element Reels+","PHY","Single enemy","Physical","","Water","1.20","Four single ranged attacks (1.00 each), grants [Buff Water 10% (15s)] to all allies every second activation","N","Lowest HP% enemy","90","Sharpshooter","エレメントリール改","30281192","",""
"Wakka","Zenith Aurochs Shot","ZSB1","","Attack Reels+","PHY","Single enemy","Physical","","Water","1.65","Six single ranged attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Sharpshooter","アタックリール改","30281252","",""
"Lulu","Zenith The Future Waits","ZSB1","","Fury+","?","Single enemy","Magical","","Ice, Water, Lightning","","Six single attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Witch","テンプテーション改","30301132","",""
"Lulu","Zenith The Future Waits","ZSB1","","Triple Trick+","?","Single enemy","Magical","","Ice, Water, Lightning","","Four single attacks (? each), grants [Magical Quick Cast 2] to the user","?","Lowest HP% enemy","","Witch","トリプルトリック改","30301212","",""
"Kimahri","Zenith Dragonfang Current","ZSB1","","Ronso Jump+","PHY","Single enemy","Physical","7.35","Water","1.65","Seven single ranged jump attacks (1.05/1.10 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","ロンゾジャンプ改","30181232","","✓"
"Kimahri","Zenith Dragonfang Current","ZSB1","","Azure Lance+","PHY","Single enemy","Physical","3.30","Water","1.20","Three single ranged jump attacks (1.10 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","90","Dragoon","覚悟の青き槍改","30181312","","✓"
"Rikku","Zenith Dressphere: Thief","ZSB1","","Al Bhed Steal+","PHY","Single enemy","Physical","4.40","Water","0.82","Four single attacks (1.10 each), causes [ATK and DEF -50% (8s)], grants [ATK and DEF +50%] for 8 seconds to the user","Y","Lowest HP% enemy","80","Thief","アルベド・スティール改","30201162","","✓"
"Rikku","Zenith Dressphere: Thief","ZSB1","","Tidal Wave+","PHY","Single enemy","Physical","6.65","Water","1.65","Seven single ranged attacks (0.95/1.00 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Machinist","タイダルウェーブ改","30261292","","✓"
"Auron","Zenith Fiery Heart","ZSB1","","Banishing Blade+","PHY","Single enemy","Physical","7.50","Fire","1.65","One single attack (7.50) capped at 99999, causes [ATK, DEF, MAG and RES -50% (15s)] to the target","Y","Lowest HP% enemy","90","Samurai","征伐改","30221232","","✓"
"Auron","Zenith Fiery Heart","ZSB1","","Dragon Fang+","PHY","Single enemy","Physical","7.20","Fire","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Samurai","牙龍改","30221322","","✓"
"Jecht","Zenith Spinning Rage","ZSB1","","Jecht Beam+","PHY","Single enemy","Physical","6.00","Dark, Fire, NE","1.65","Four single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, followed by one ranged attack (1.20/1.25) capped at 9999/19999 after 0-2/3+ uses with additional 20% critical damage","Y","Lowest HP% enemy","90","Sharpshooter","ジェクトビーム改","30281202","","✓"
"Jecht","Zenith Spinning Rage","ZSB1","","Jecht Shot Mark III+","PHY","Single enemy","Physical","4.40","Dark, Fire, NE","1.20","Four single ranged attacks (1.10 each), grants [Sharpshooter Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Sharpshooter","ジェクト様シュート３号改","30281272","","✓"
"Braska","Zenith Summon Fire II","ZSB1","","Wandering Flame+","SUM","Single enemy","Magical","","Fire","1.20","Four single attacks (? each), minimum damage 2000, grants [Buff Fire 10% (15s)] to all allies every second activation","N","Lowest HP% enemy","90","Summoning","彷徨の炎改","30131542","",""
"Braska","Zenith Summon Fire II","ZSB1","","Crimson Prayer+","SUM","Single enemy","Magical","","Fire","1.65","Six single attacks (? each) capped at 9999/19999 after 0-2/3+ uses, minimum damage ?","N","Lowest HP% enemy","","Summoning","紅炎の祈り改","30131602","",""
"Paine","Zenith Gullwinged Perfection","ZSB1","","Hurt!+","?","Single enemy","Physical","","Water","","One single attack (?) capped at 99999","?","Lowest HP% enemy","","Spellblade","シメる！改","30141312","",""
"Paine","Zenith Gullwinged Perfection","ZSB1","","Sword Dance+","?","Single enemy","Physical","","Water","","Six single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Spellblade","ダンシングソード改","30141442","",""
"Seymour","Zenith Merciless Barrage","ZSB1","","Anima's Pain+","SUM","All enemies","Magical","","Dark","1.80","Five group attacks (? each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000","N","Lowest HP% enemy","90","Summoning","アニマ召喚・ペイン改","30131522","",""
"Shantotto","Zenith Vidofnir","ZSB1","","Play Rough+","BLK","Single enemy","Magical","21.70","Lightning","2.60","Seven single attacks (3.10/3.25), capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Witch","ブチ切れ改","30301112","","✓"
"Ayame","Zenith Meikyo Shisui","ZSB1","","Tachi: Gekko+","PHY","Single enemy","Physical","7.20","Ice, Water","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses, 100% additional critical chance if user has [Retaliate] or [High Retaliate]","Y","Lowest HP% enemy","90","Samurai","八之太刀・月光改","30221222","","✓"
"Ayame","Zenith Meikyo Shisui","ZSB1","","Hagakure Kaiden: Yukikaze+","PHY","Single enemy","Physical","7.50","Ice","1.20","One single attack (7.50) capped at 99999, grants [Retaliate] to the user","Y","Lowest HP% enemy","90","Samurai","葉隠皆伝・雪風改","30221312","","✓"
"Curilla","Zenith Swift Blade","ZSB1","","Swift Blade+","PHY","Single enemy","Physical","4.40","Holy","1.20","4 single attacks (1.10 each), grants [10% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","90","Knight","スウィフトブレード改","30211342","","✓"
"Curilla","Zenith Swift Blade","ZSB1","","Circle Blade+","PHY","Single enemy","Physical","7.20","Holy","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Knight","サークルブレード改","30211462","","✓"
"Lion","Zenith Scatter Shot","ZSB1","","Powder Keg+","PHY","Single enemy","Physical","6.25","Water","1.20","Five single attacks (1.25 each), causes [Imperil Water 10% (5s)]","N","Lowest HP% enemy","80","Thief","パウダーケッグ改","30201232","",""
"Lion","Zenith Scatter Shot","ZSB1","","Utsusemi+","?","Single enemy","Physical","","Water","","Six single attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","?","Lowest HP% enemy","","Ninja","空蝉の術改","30231322","",""
"Zeid","Zenith Sickle Moon","ZSB1","","Abyssal Strike+","PHY","Single enemy","Physical","7.20","Dark","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Darkness","アビッサルストライク改","30271332","",""
"Naja","Zenith Cat President's Hammer","ZSB1","","Cat President's Reward+","NAT","All allies","","","","0.01","Grants [Physical Quick Cast 2] to all allies","N","All allies","100","Support","ネコ社長の報酬改","30161372","","✓"
"Naja","Zenith Cat President's Hammer","ZSB1","","Peacebreaker+","PHY","Single enemy","Physical","4.40","Earth","1.20","Four single hits (1.10 each), causes [DEF -50% (8s)]","Y","Lowest HP% enemy","120","Support","ピースブレイカー改","30161382","","✓"
"Arciela","Zenith Sight Unseen","ZSB1","","Harmonic Displacement+","BLK","Single enemy","Magical","19.00","Ice, Lightning, Water, Wind","1.65","Five single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","Hディスプレイスメント改","30111752","","✓"
"Vaan","Zenith Crimson Spiral","ZSB1","","Red Spiral+","PHY","Single enemy","","","Wind","1.20","Five single attacks (1.10/? each) after 0-2/3+ uses, causes [Imperil Wind 10% (5s)]","N","Lowest HP% enemy","80","Thief","レッドスパイラル改","30201202","",""
"Vaan","Zenith Crimson Spiral","ZSB1","","Windburst+","PHY","Single enemy","","","Wind","","Seven single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","","Thief","風のラプチャー改","30201302","",""
"Balthier","Zenith Gatling Gun","ZSB1","","Fires of War+","PHY","Single enemy","Physical","6.65","Fire","1.65","Seven single ranged attacks (0.95/1.00 each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Machinist","略奪のコンパス改","30261232","",""
"Balthier","Zenith Gatling Gun","ZSB1","","Makara+","PHY","Single enemy","Physical","5.50","Fire","1.20","Five single ranged attacks (1.10 each), causes [Imperil Fire 10% (5s)]","N","Lowest HP% enemy","90","Machinist","ブルカノ式T改","30261352","",""
"Fran","Zenith Shatterheart Flash","ZSB1","","Shatterheart+","PHY","Single enemy","Physical","4.40","Ice, Lightning","1.20","Four single ranged attacks (1.10 each), causes [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","Shooter","咬撃氷狼波改","30281182","","✓"
"Fran","Zenith Shatterheart Flash","ZSB1","","Feral Mist Strike+","PHY","Single enemy","Physical","7.20","Ice, Lightning","1.65","Six single ranged attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Shooter","氷乱雷殺掌改","30281262","","✓"
"Basch","Zenith Unbroken Steel","ZSB1","","Ruin Impendent+","PHY","Single enemy","Physical","4.40","Holy, Fire","1.20","Four single attacks (1.10 each), grants [HP Stock (2000)] to the user","Y","Lowest HP% enemy","90","Knight","紛れ無き終焉改","30211322","","✓"
"Basch","Zenith Unbroken Steel","ZSB1","","Clash of Light and Flame+","PHY","Single enemy","Physical","6.00","Holy, Fire","1.65","Five single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Knight","光と紅蓮の衝撃改","30211392","","✓"
"Ashe","Zenith Northswain's Smite","ZSB1","","Maelstrom's Bolt+","BLK","Single enemy","Magical","22.80","Lightning","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","天鼓雷音稲妻斬改","30111472","","✓"
"Penelo","Zenith Dance of Rapture","ZSB1","","War Dance+","NAT","All allies","","","","1.65","Restores 2000 HP, grants [War Dance ATK and MAG +5%/10%/20%/30%], grants [Proficiency 1/2/3/3] to the user if the user has Proficiency 0/1/2/3","N","All allies","100","Dancer","ブレイブダンス改","30251112","",""
"Penelo","Zenith Dance of Rapture","ZSB1","","Healing Step+","NAT","All allies","","","","1.20","Restores HP (?)","N","All allies","","Dancer","ヒールステップ改","30251182","",""
"Gabranth","Zenith Guilt","ZSB1","","Innocence+","PHY","Single enemy","Physical","9.00","Dark","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses, grants [Heavy Charge +1] to the user","Y","Lowest HP% enemy","90","Heavy","イノセンス改","30311112","","✓"
"Gabranth","Zenith Guilt","ZSB1","","Hatred Geyser+","PHY","Single enemy","Physical","4.40","Dark","1.65","4/5/6 single attacks (1.10 each) 0/1/2 Heavy Charge, causes [Imperil Dark 10% (5s)]","Y","Lowest HP% enemy","90","Heavy","ヘイトゲイザー改","30311142","","✓"
"Larsa","Zenith Potion Regalia","ZSB1","","Archadian Draught+","WHT","All allies","","","","1.20","Restores HP (20)","N","All allies","100","White Magic","帝国の秘薬改","30121442","",""
"Larsa","Zenith Potion Regalia","ZSB1","","Mote Glimmer+","NAT","Single enemy","","","","1.65","Causes [ATK, DEF and MAG -50% (15s)], restores 1500 HP to all allies","N","All allies","100","Support","魔片の煌めき改","30161352","",""
"Vayne","Zenith Falling Phoenix Pulse","ZSB1","","Force of Will+","NAT","Single enemy","Hybrid","","Dark","1.65","Six single ranged hybrid attacks (3.80/3.95 or 1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Darkness","嶄然震撼改","30271322","","✓"
"Reks","Zenith Dual Swords","ZSB1","","Dual Swords+","PHY","Single enemy","","","Lightning","1.65","Six single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Spellblade","ソードコンボ改","30141382","",""
"Lightning","Zenith Blitz","ZSB1","","Blaze Rush+","PHY","Single enemy","Physical","7.20","Lightning, Holy","1.20","Six single ranged attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Celerity","ブレイズラッシュ改","30171262","","✓"
"Lightning","Zenith Blitz","ZSB1","","Crushing Blow+","PHY","Single enemy","Physical","3.30","Lightning, Holy","0.82","Three single attacks (1.10 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","Celerity","絶影改","30171312","","✓"
