"Character","Source","SB Ver","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID","GL","✓"
"Aerith","White Materia","BSB1","","Paean to Gaia","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","星に捧ぐ祈り","30510292","✓","✓"
"Aerith","Prayer of Salvation","BSB2","","Breath of the Planet","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","星廻る息吹","30512031","✓","✓"
"Aerith","Prayer of Salvation","BSB2","","Blessing of the Ancients","NAT","Single ally","","","","1.65","[ATK and RES +30%] for 20 seconds, grants [High Regen]","Y","Random ally without status","50","White Magic","古代種の祝福","30512032","✓","✓"
"Red XIII","Cosmo Canyon","BSB1","","Steelbreak Howl","PHY","Single enemy","Physical","2.00","-","0.83","One single attack (2.00), [DEF -40%] for 15 seconds","Y","Random enemy without status","50","Support","ブレイクハウリング","30511031","✓","✓"
"Red XIII","Cosmo Canyon","BSB1","","Stone Fang","PHY","Single enemy","Physical","2.00","-","0.83","One single attack (2.00), [RES -50%] for 15 seconds","Y","Random enemy without status","50","Support","ブレイクファング","30511032","✓","✓"
"Yuffie","Guardian of Wutai","BSB1","","Riptide","PHY","Single enemy","Physical","1.88","Water, NE","0.83","Four single ranged attacks (0.47 each)","Y","Lowest HP% enemy","50","Ninja","水遁・散切の術","30510621","✓","✓"
"Yuffie","Guardian of Wutai","BSB1","","Eroding Wave","PHY","Single enemy","Physical","1.72","Water, NE","1.65","Two single ranged attacks (0.86 each), [ATK and DEF -20%] for 20 seconds, [ATK and DEF +20%] to the user for 20 seconds","Y","Random enemy without status","50","Ninja","水遁・浸蝕の術","30510622","✓","✓"
"Yuffie","Doom of the Living","BSB2","","Way of the Mirror","PHY","Single enemy","Physical","1.50","Water, NE","0.83","Two single ranged attacks (0.75 each), grants [Physical Blink 1] to the user","Y","Lowest HP% enemy","50","Ninja","水遁・分身の術","30512011","✓","✓"
"Yuffie","Doom of the Living","BSB2","","Cup Overflowing","PHY","Single enemy","Physical","1.66","Water, NE","0.83","One single ranged attack (1.66), smart ether 1 to the user","Y","Lowest HP% enemy","50","Ninja","水遁・豊水の術","30512012","✓","✓"
"Cait Sith","Lucky Girl","BSB1","","Toy Box Hammer","WHT","Single enemy","Magical","10.70","-","1.65","Two single attacks (5.35 each), [ATK and DEF -20%] for 25 seconds","Y","Lowest HP% enemy","50","White Magic","トイボックス・ハンマー","30511461","✓","✓"
"Cait Sith","Lucky Girl","BSB1","","Toy Box Fat Chocobo","WHT","Single enemy","Magical","10.70","-","1.65","Two single attacks (5.35 each), [MAG and RES -20%] for 25 seconds","Y","Lowest HP% enemy","50","White Magic","トイボックス・デブチョコボ","30511462","✓","✓"
"Vincent","Galian Beast","BSB1","","Claws of the Damned","PHY","Single enemy","Physical","2.60","Fire, NE","1.65","Four single attacks (0.47 each), 0.65 multiplier if the user has any Doom","Y","Lowest HP% enemy","50","Darkness","魔障の爪","30511081","✓","✓"
"Vincent","Galian Beast","BSB1","","Howl of the Damned","BLK","Single enemy","Magical","11.44","Fire, NE","1.65","Four single attacks (2.04 each), 2.86 multiplier if the user has any Doom","Y","Lowest HP% enemy","50","Darkness","魔獣の咆哮","30511082","✓","✓"
"Vincent","Flame Penalty","BSB2","","Brimming Chaos","NAT","Single enemy","Hybrid","","Fire, NE","1.65","Four single hybrid ranged attacks (0.67 or 2.63 each)","Y","Lowest HP% enemy","50","Darkness","カオスリムファイア","30512691","✓","✓"
"Vincent","Flame Penalty","BSB2","","Dual Slugs","NAT","Single enemy","Hybrid","","Fire, NE","1.65","Three single hybrid ranged attacks (0.66 or 2.65 each), grants [Quick Cast 2] to the user","Y","Lowest HP% enemy","50","Darkness","ヘテロスラッグ","30512692","✓","✓"
"Zack","Meteor Shots","BSB1","","Eye of the Tornado","PHY","Single enemy","Physical","1.88","Wind, NE","0.60","Four single attacks (0.47 each)","Y","Lowest HP% enemy","50","Celerity","トルネドターン","30510611","✓","✓"
"Zack","Meteor Shots","BSB1","","Blast Rush","PHY","All enemies","Physical","1.20","Wind, NE","0.60","Two group attacks (0.60 each)","Y","All enemies","50","Celerity","ブラストラッシュ","30510612","✓","✓"
"Sephiroth","Reunion","BSB1","","Despair","PHY","Single enemy","Physical","24.50","-","1.65","Two single attacks (12.25 each), ignores DEF","Y","Lowest HP% enemy","50","Combat","絶望","30510101","✓","✓"
"Sephiroth","Reunion","BSB1","","Perdition's Flame","PHY","Single enemy","Physical","2.52","Fire, NE","1.65","Four single attacks (0.63 each)","Y","Lowest HP% enemy","50","Combat","炎獄","30510102","✓","✓"
"Sephiroth","Octaslash","BSB2","","Black Wing","PHY","Single enemy","Physical","3.00","Dark, NE","1.65","3/4/5 single attacks (0.60 each) at 750/1180 ATK","Y","Lowest HP% enemy","50","Darkness","黒翼","30511471","✓","✓"
"Sephiroth","Octaslash","BSB2","","Fallen Angel","PHY","All enemies","Physical","1.30","Dark, NE","1.65","Two group attacks (0.65 each), grants [Dark Bargain] to the user for 20 seconds","Y","All enemies","50","Darkness","堕天","30511472","✓","✓"
"Cid (VII)","Dragon Dive","BSB1","","Aeroboost","PHY","Single enemy","Physical","2.08","Wind","1.65","Four single attacks (0.52 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Combat","エアロブースト","30511071","✓","✓"
"Cid (VII)","Dragon Dive","BSB1","","Wind Force","PHY","All enemies","Physical","1.26","Wind","1.65","Two group attacks (0.63 each), three attacks if exploiting elemental weakness","Y","All enemies","50","Combat","ウインドフォース","30511072","✓","✓"
"Reno","Turk Triad","BSB1","","Trine Combo","PHY","Single enemy","Physical","0.52","Lightning, NE","1.65","1/2/3/4/5/6/7/8 single ranged attacks (0.52 each) scaling with [Trine Combo Uses]","Y","Lowest HP% enemy","50","Combat","トラインコンボ","30510632","✓","✓"
"Reno","Turk Triad","BSB1","","Stun Rod","PHY","Single enemy","Physical","1.96","Lightning, NE","1.65","Four single ranged attacks (0.49 each), causes [Stun] (9%)","Y","Lowest HP% enemy","50","Combat","スタンロッド","30510631","✓","✓"
"Angeal","Unleashed Wrath","BSB1","","End of Gluttony","NAT","Self","","","","1.65","Grants [Wings of White] and [Quick Cast 3]","Y","Self","50","Knight","暴食の結末","30512701","✓","✓"
"Angeal","Unleashed Wrath","BSB1","","End of Gluttony (S)","PHY","Single enemy","Physical","3.42","Holy, Wind","1.65","Six single attacks (0.57 each), 50% additional critical damage, removes [Wings of White] to the user","Y","Lowest HP% enemy","50","Knight","暴食の結末","30512701","✓","✓"
"Angeal","Unleashed Wrath","BSB1","","Charge of Greed","PHY","Single enemy","Physical","2.28","Holy, Wind","1.65","Four single attacks (0.57 each)","Y","Lowest HP% enemy","50","Knight","貪欲なる突進","30512702","✓","✓"
"Angeal","Unleashed Wrath","BSB1","","Charge of Greed (S)","PHY","Single enemy","Physical","2.85","Holy, Wind","1.65","Five single attacks (0.57 each)","Y","Lowest HP% enemy","50","Knight","貪欲なる突進","30512702","✓","✓"
"Rufus","President's Scorn","BSB1","","Triple Mako Shot","PHY","Single enemy","Physical","1.71","Dark, NE","1.65","Three single ranged attacks (0.57 each), grants [Quick Cast 2] to the user","Y","Lowest HP% enemy","50","Sharpshooter","流速三連魔晄弾","30512021","✓","✓"
"Rufus","President's Scorn","BSB1","","President's Gambit","PHY","All enemies","Physical","1.00","Dark, NE","1.65","Two group ranged attacks (0.50 each), 20% chance to cause [Imperil Dark 10%] for 15 seconds","Y","All enemies","50","Sharpshooter","統率者の策略","30512022","✓","✓"
"Shelke","Synaptic Net Dive","BSB1","","Magemash Pierce","PHY","Single enemy","Physical","1.80","Lightning, NE","0.83","One single attack (1.80), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Support","ハードブレイクピアス","30511681","✓","✓"
"Shelke","Synaptic Net Dive","BSB1","","Debilitating Stab","PHY","Single enemy","Physical","1.80","Lightning, NE","0.83","One single attack (1.80), [MND -40%] for 15 seconds","Y","Random enemy without status","50","Support","ウィークネススタブ","30511682","✓","✓"
"Rude","Ultimate Grand Spark","BSB1","","Ground Surge","NAT","Single enemy","Hybrid","","Earth, NE","1.65","Four single hybrid attacks (0.63 or 2.62 each)","Y","Lowest HP% enemy","50","Special","グラウンドサージ","30512041","✓","✓"
"Rude","Ultimate Grand Spark","BSB1","","Materia Charge","NAT","Single ally","","","","1.65","Restores HP for 40% of the target's maximum HP, grants [Stitch in Time] to the user","Y","Lowest HP% ally","50","Special","マテリアチャージ","30512042","✓","✓"
"Elena","Elite Operator","BSB1","","Try this on for size!","PHY","Single enemy","Physical","1.88","Fire, NE","0.83","Four single ranged attacks (0.47 each)","Y","Lowest HP% enemy","50","Sharpshooter","これをおみまいよ！","30512051","✓","✓"
"Elena","Elite Operator","BSB1","","Take THIS!","PHY","All enemies","Physical","1.10","Fire, NE","0.83","Two group ranged attacks (0.55 each), causes [Confuse] (24%)","Y","All enemies","50","Sharpshooter","これでもくらえっ！","30512052","✓","✓"
"Squall","Lion's Roar","BSB1","","Renzokuken Flame","PHY","Single enemy","Physical","2.52","Fire, NE","1.65","Four single attacks (0.63 each)","Y","Lowest HP% enemy","50","Combat","連続剣・炎","30510031","✓","✓"
"Squall","Lion's Roar","BSB1","","Renzokuken Wind","PHY","Single enemy","Physical","2.52","Wind, NE","1.65","Four single attacks (0.63 each)","Y","Lowest HP% enemy","50","Combat","連続剣・風","30510032","✓","✓"
"Squall","Steely Blade","BSB2","","Draw & Junction","PHY","Single enemy","Physical","0.80","Ice, NE","1.65","Two single attacks (0.40 each)","Y","Lowest HP% enemy","50","Spellblade","ドロー&ジャンクション","30511411","✓","✓"
"Squall","Steely Blade","BSB2","","Löwen Roar","PHY","Single enemy","Physical","2.16","Ice, NE","1.65","4/5/6/7 single attacks (0.54/0.89/1.05/1.25 each) scaling with [Draw & Junction Uses], 0/5/10/25% additional critical chance","Y","Lowest HP% enemy","50","Spellblade","レーヴェ・ロアー","30511412","✓","✓"
"Squall","Revolver Drive","BSB3","","Draw & Triple J","PHY","Single enemy","Physical","0.80","Fire, NE","1.65","Two single attacks (0.40 each)","Y","Lowest HP% enemy","50","Spellblade","ドロー&トリプルJ","30513201","✓","✓"
"Squall","Revolver Drive","BSB3","","Löwen Herz","PHY","Single enemy","Physical","2.16","Fire, NE","1.65","4/5/6/7 single attacks (0.54/0.89/1.05/1.25 each) scaling with [Draw & Triple J Uses], 0/5/10/25% additional critical chance","Y","Lowest HP% enemy","50","Spellblade","レーヴェン・ヘルツ","30513202","✓","✓"
"Rinoa","Sorceress's Awakening","BSB1","","Truespell Stonefall","BLK","Single enemy","Magical","10.48","Earth, NE","1.65","Four single attacks (2.62 each)","Y","Lowest HP% enemy","50","Black Magic","真の魔法・崩岩","30510111","✓","✓"
"Rinoa","Sorceress's Awakening","BSB1","","Truespell Iceraze","BLK","Single enemy","Magical","10.48","Ice, NE","1.65","Four single attacks (2.62 each)","Y","Lowest HP% enemy","50","Black Magic","真の魔法・氷滅","30510112","✓","✓"
"Rinoa","Angel Wing Ice Shards","BSB2","","Realm of Ice","BLK","Single enemy","Magical","10.20","Ice, NE","1.65","Four single attacks (2.00/2.25/2.55 each) at 650/1200 MAG","Y","Lowest HP% enemy","50","Black Magic","真の魔法・凍界","30511671","✓","✓"
"Rinoa","Angel Wing Ice Shards","BSB2","","Betrayal of Magic","NAT","Single enemy","","","","1.65","[MAG -40%] for 20 seconds, [MAG +30%] to the user for 20 seconds","N","Random enemy without status","50","Witch","真の魔法・魔壊","30511672","✓","✓"
"Quistis","Hail to the Queen","BSB1","","Cloying Fragrance","BLK","Single enemy","Magical","8.68","Poison, NE","1.65","Four single attacks (2.17 each), causes [Poison] (7%), [Blind] (7%), [Silence] (7%) and [Confuse] (7%)","Y","Lowest HP% enemy","50","Black Magic","スイートフレグランス","30510561","✓","✓"
"Quistis","Hail to the Queen","BSB1","","Vile Ichor","BLK","All enemies","Magical","6.18","Poison, NE","1.65","Two group attacks (3.09 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","デンジャラスリキッド","30510562","✓","✓"
"Zell","Duelist","BSB1","","Headlong Rush","PHY","Single enemy","Physical","2.52","-","1.65","Four single attacks (0.63 each), grants [Dark Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","50","Combat","無鉄砲ラッシュ","30510551","✓","✓"
"Zell","Duelist","BSB1","","Lightning Reflexes","PHY","Single enemy","Physical","1.92","-","1.65","Four single attacks (0.48 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","50","Combat","脊髄反射コンボ","30510552","✓","✓"
"Zell","Fiery Meteor Barret","BSB2","","Flame Rush","PHY","Single enemy","Physical","2.16","Fire, NE","1.65","Four single attacks (0.54 each)","Y","Lowest HP% enemy","50","Monk","フレイムラッシュ","30512331","✓","✓"
"Zell","Fiery Meteor Barret","BSB2","","Spirit Beatdown","PHY","Single enemy","Physical","1.68","Fire, NE","1.65","Three single attacks (0.56 each), grants [Monk +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Monk","スピリッツビート","30512332","✓","✓"
"Selphie","Strange Vision","BSB1","","Prayer for Home","WHT","Single","Magical","4.00","Holy","1.65","Restores HP (105), grants [High Regen], damages undeads","Y","Lowest HP% ally","50","White Magic","郷愁の祈り","30510281","✓","✓"
"Selphie","Strange Vision","BSB1","","Moonstone","WHT","Single enemy","Magical","10.50","Holy","1.65","Two single attacks (5.25 each), removes positive effects","Y","Lowest HP% enemy","50","White Magic","ムーンストーン","30510282","✓","✓"
"Selphie","Reality or Truth","BSB2","","Crescent Heal","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","クレセントヒール","30512361","✓","✓"
"Selphie","Reality or Truth","BSB2","","Tiny Heal","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","プチケア","30512362","✓","✓"
"Irvine","Flame Shot","BSB1","","Blade Snipe","PHY","Single enemy","Physical","2.10","-","1.65","One single ranged attack (2.10), [ATK and RES -20%] for 15 seconds","Y","Random enemy","50","Support","アタックスナイプ","30511402","✓","✓"
"Irvine","Flame Shot","BSB1","","Mage Snipe","PHY","Single enemy","Physical","2.10","-","1.65","One single ranged attack (2.10), [DEF and MAG -20%] for 15 seconds","Y","Random enemy","50","Support","マジックスナイプ","30511401","✓","✓"
"Irvine","Hyper Canister","BSB2","","Quickening Flame","PHY","Single enemy","Physical","1.88","Fire, NE","0.83","Four single ranged attacks (0.47 each)","Y","Lowest HP% enemy","50","Sharpshooter","クイック&フレイム","30512341","✓","✓"
"Irvine","Hyper Canister","BSB2","","Reloading Flame","PHY","Single enemy","Physical","1.60","Fire, NE","1.65","Two single ranged attacks (0.80 each), smart ether 1 to the user","Y","Lowest HP% enemy","50","Sharpshooter","リロード&フレイム","30512342","✓","✓"
"Seifer","Sorceress's Knight","BSB1","","Desperate Madness","PHY","Single enemy","Physical","2.24","Dark, NE","1.65","Four single attacks (0.56 each), grants [Desperate Madness] and [Radiant Shield: 100%/125%/150%/175%/200%/225%/250%/275%/300%] to the user scaling with [Desperate Madness Uses]","Y","Lowest HP% enemy","50","Darkness","死にもの狂い","30510911","✓","✓"
"Seifer","Sorceress's Knight","BSB1","","Downfall","PHY","Single enemy","Physical","2.20","Dark, NE","1.65","One single attack (2.20), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","50","Darkness","大物喰らい","30510912","✓","✓"
"Seifer","Brutal Takedown","BSB2","","Mad Blade","PHY","Single enemy","Physical","2.55","Dark, Fire","1.65","Five single attacks (0.51 each), damages the user for 10% max HP","Y","Lowest HP% enemy","50","Darkness","狂剣","30512581","✓","✓"
"Seifer","Brutal Takedown","BSB2","","Dire Speed","PHY","Single enemy","Physical","1.50","Dark, Fire","1.65","Three single attacks (0.50 each), grants [Quick Cast 3] to the user","Y","Lowest HP% enemy","50","Darkness","忌速","30512582","✓","✓"
"Laguna","Split Laser","BSB1","","Rapid Punishment","PHY","Random enemies","Physical","2.00","Lightning, NE","1.65","Four random ranged attacks (0.50 each), causes [Paralyze] (7%) and [Silence] (7%)","Y","Random enemies","50","Machinist","ピヨピヨグチの刑","30511421","✓","✓"
"Laguna","Split Laser","BSB1","","Miraculous Vision","PHY","Single enemy","Physical","1.85","Lightning, NE","1.65","One single ranged attack (1.85), grants [Machinist Instant Cast 2] to the user","Y","Lowest HP% enemy","50","Machinist","妖精さんの奇跡","30511422","✓","✓"
"Laguna","Freezing Beam","BSB2","","Blizzard Bomb","PHY","Single enemy","Physical","1.96","Ice, NE","1.65","Four single ranged attacks (0.49 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Machinist","ブリザドボム","30512351","✓","✓"
"Laguna","Freezing Beam","BSB2","","Faeries' Gift","PHY","Single enemy","Physical","1.85","Ice, NE","1.65","One single ranged attack (1.85), grants [Machinist Instant Cast 2] to the user","Y","Lowest HP% enemy","50","Machinist","妖精さんのみりき","30512352","✓","✓"
"Edea","Maelstrom","BSB1","","Glamour of Ice","BLK","Single enemy","Magical","12.00","Ice, Dark","1.65","3/4/5/6 single attacks (2.00 each) at 726/1133/1205 MAG","Y","Lowest HP% enemy","50","Black Magic","呪氷連撃","30510941","✓","✓"
"Edea","Maelstrom","BSB1","","Astral Force","BLK","All enemies","Magical","6.18","Ice, Dark","1.65","Two group attacks (3.09 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","アストラル・フォース","30510942","✓","✓"
"Raijin","Raijin Special","BSB1","","Lurking Tiger","PHY","Lowest HP% ally","","","","1.65","Restores HP for 40% of the target's maximum HP","Y","Lowest HP% ally","50","Monk","伏虎練気","30510931","✓","✓"
"Raijin","Raijin Special","BSB1","","Raijin Detonate","PHY","Single enemy","Physical","2.16","Lightning, NE","1.65","4/5/6/7/8/9/10 single attacks (0.54/0.92/1.17/1.40/1.62/1.86/2.05 each) scaling with [Lurking Tiger Uses], resets [Lurking Tiger Uses]","Y","Lowest HP% enemy","50","Monk","雷神爆裂撃","30510932","✓","✓"
"Fujin","Metsu","BSB1","","Shitsu","BLK","Single enemy","Magical","9.00","Wind, NE","0.83","Four single attacks (2.25 each)","Y","Lowest HP% enemy","50","Black Magic","疾","30510921","✓","✓"
"Fujin","Metsu","BSB1","","Hakai","BLK","Single enemy","Magical","8.70","Wind, NE","0.83","One single attack (8.70), [RES -30%] for 15 seconds","Y","Lowest HP% enemy","50","Black Magic","破","30510922","✓","✓"
"Kiros","Exsanguination","BSB1","","Armor Lapse","PHY","Single enemy","Physical","1.80","Dark, Ice","0.83","One single attack (1.80), [DEF -40%] for 15 seconds","Y","Random enemy without status","50","Support","アーマーペイン","30511991","✓","✓"
"Kiros","Exsanguination","BSB1","","Mental Lapse","NAT","Single enemy","Physical","1.80","Dark, Ice","0.83","One single attack (1.80), [RES -50%] for 15 seconds","Y","Random enemy without status","50","Support","メンタルペイン","30511992","✓","✓"
"Ward","Massive Anchor","BSB1","","Quickening Leap","PHY","All enemies","Physical","1.30","Earth, Wind","1.65","Two group ranged jump attacks (0.65 each), cast time 1.650/1.485/1.155/0.825/0.495/0.165 scaling with [Quickening Leap Uses]","Y","All enemies","50","Dragoon","ヘビーグランダー","30512001","✓","✓"
"Ward","Massive Anchor","BSB1","","Massive Presence","PHY","All enemies","Physical","1.30","Earth, Wind","1.65","Two group ranged attacks (0.65 each), grants [Dark Bargain] to the user for 20 seconds","Y","All enemies","50","Dragoon","マッシヴフォーム","30512002","✓","✓"
"Ultimecia","True Maelstrom","BSB1","","Winds of Ruin","BLK","Single enemy","Magical","4.40","Wind, Dark","1.65","Two single attacks (2.20 each)","Y","Lowest HP% enemy","50","Black Magic","終焉の風","30512571","✓","✓"
"Ultimecia","True Maelstrom","BSB1","","Sorceress's Decree","BLK","Single enemy","Magical","6.90","Wind, Dark","1.65","3/4/5/6 single attacks (2.30/2.35/2.40/3.00 each) scaling with [Winds of Ruin Uses]","Y","Lowest HP% enemy","50","Black Magic","魔女の審判","30512572","✓","✓"
"Zidane","Stellar Circle 5","BSB1","","Mug Power","PHY","Single enemy","Physical","2.00","-","1.20","One single attack (2.00), [ATK -40%] for 20 seconds, [ATK +50%] to the user for 20 seconds","Y","Random enemy without status","50","Thief","力をぶんどる【IX】","30510131","✓","✓"
"Zidane","Stellar Circle 5","BSB1","","Mug Defense","PHY","Single enemy","Physical","2.00","-","1.20","One single attack (2.00), [DEF -40%] for 20 seconds, [DEF +50%] to the user for 20 seconds","Y","Random enemy without status","50","Thief","守りをぶんどる【IX】","30510132","✓","✓"
"Zidane","Solution 9","BSB2","","Swift Steel","PHY","Single enemy","Physical","2.40","Wind, NE","1.20","Two single ranged attacks (1.20 each), causes [Swift Steel -10/20/30/30%], grants [Swift Steel +10/20/30/30%] to the user scaling with [Swift Steel Uses]","Y","Random enemy without status","50","Thief","スイフトスティール","30511561","✓","✓"
"Zidane","Solution 9","BSB2","","Thief's Offering","PHY","Single enemy","Physical","2.40","Wind, NE","1.20","Two single ranged attacks (1.20 each), grants [Swift Steel +0/10/20/30%] to all allies scaling with [Swift Steel Uses] if [Swift Steel Uses] is higher than 0, resets [Swift Steel Uses]","Y","Lowest HP% enemy","50","Thief","義賊の施し","30511562","✓","✓"
"Garnet","Dagger of Resolve","BSB1","","Healing Light","WHT","Single","Magical","4.00","Holy","1.65","Restores HP (105), removes negative effects, damages undeads","Y","Lowest HP% ally","50","White Magic","癒やしの光","30510141","✓","✓"
"Garnet","Dagger of Resolve","BSB1","","Ramuh's Judgment","SUM","All enemies","Magical","8.00","Lightning, Holy","1.65","Two group attacks (4.00 each), minimum damage 1100","N","All enemies","50","Summoning","雷帝の裁き","30510142","✓","✓"
"Garnet","Trial by Lightning","BSB2","","Summon Ramuh","NAT","Lowest HP% ally","","","","1.65","Restores HP for 40% of the target's maximum HP, grants [Summon Ramuh] to the user","N","Lowest HP% ally","50","Summoning","ラムウ召喚","30511191","✓","✓"
"Garnet","Trial by Lightning","BSB2","","Summon Ramuh (S)","SUM","All enemies","Magical","5.40","Lightning, NE","1.65","Two group attacks (2.70 each), min. 1100, restores HP to all allies for 30% of their max. HP, removes [Summon Ramuh] to the user","N","All enemies","50","Summoning","ラムウ召喚","30511191","✓","✓"
"Garnet","Trial by Lightning","BSB2","","Glimmering Peridot","SUM","Single enemy","Magical","10.48","Lightning, NE","1.65","Four single attacks (2.62 each), minimum damage 1100","N","Lowest HP% enemy","50","Summoning","ぺリドットの光輝","30511192","✓","✓"
"Garnet","Trial by Lightning","BSB2","","Glimmering Peridot (S)","SUM","Single enemy","Magical","13.10","Lightning, NE","1.65","Five single attacks (2.62 each), minimum damage 1100","N","Lowest HP% enemy","50","Summoning","ぺリドットの光輝","30511192","✓","✓"
"Vivi","Proof of Existence","BSB1","","Doublecast Fira","BLK","Single enemy","Magical","8.96","Fire, NE","1.65","Four single attacks (2.24 each)","Y","Lowest HP% enemy","50","Black Magic","W魔法・ファイラ","30510311","✓","✓"
"Vivi","Proof of Existence","BSB1","","Doublecast Fira All","BLK","All enemies","Magical","6.28","Fire, NE","1.65","Two group attacks (3.14 each)","Y","All enemies","50","Black Magic","W魔法・全体ファイラ","30510312","✓","✓"
"Vivi","Magic Fury","BSB2","","Glimmering Hope","BLK","Single enemy","Magical","8.72","Fire, Lightning, Ice","1.65","Four single attacks (2.18 each)","Y","Lowest HP% enemy","50","Black Magic","瞬くいのち","30511551","✓","✓"
"Vivi","Magic Fury","BSB2","","Shining Spirit","BLK","All enemies","Magical","7.80","Fire, NE","1.65","Two group attacks (3.90 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","煌くこころ","30511552","✓","✓"
"Steiner","Knight's Honor","BSB1","","Scorching Blade","PHY","Single enemy","Physical","2.08","Fire","1.65","Four single attacks (0.52 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Combat","烈火剣","30510751","✓","✓"
"Steiner","Knight's Honor","BSB1","","Flame Break","PHY","All enemies","Physical","1.26","Fire","1.65","Two group attacks (0.63 each), three attacks if exploiting elemental weakness","Y","All enemies","50","Combat","フレイムブレイク","30510752","✓","✓"
"Steiner","Knight's Oath","BSB2","","Elemental Blade","PHY","Single enemy","Physical","2.40","Fire, Lightning, Ice","1.65","Four single attacks (0.60 each)","Y","Lowest HP% enemy","50","Spellblade","エレメントソード","30512141","✓","✓"
"Steiner","Knight's Oath","BSB2","","Elemental Threat","PHY","All enemies","Physical","1.66","Fire, Lightning, Ice","1.65","Two group attacks (0.83 each)","Y","All enemies","50","Spellblade","エレメントハザード","30512142","✓","✓"
"Freya","Dragon's Crest","BSB1","","Petal Storm","PHY","Single enemy","Physical","1.96","Wind, NE","1.65","Two single ranged attacks (0.98 each), grants [No Air Time 2] to the user","Y","Lowest HP% enemy","50","Dragoon","風華","30510771","✓","✓"
"Freya","Dragon's Crest","BSB1","","Dragon Leech","PHY","Single enemy","Physical","1.96","Wind, NE","1.65","Two single ranged attacks (0.98 each), smart ether 1 to the user","Y","Lowest HP% enemy","50","Dragoon","ドラゴンドロー","30510772","✓","✓"
"Quina","Pumpkin Head","BSB1","","Consume Power","PHY","Single enemy","Physical","2.10","-","1.65","One single attack (2.10), [ATK and DEF -20%] for 15 seconds","Y","Random enemy","50","Support","イーティングパワー","30511201","✓","✓"
"Quina","Pumpkin Head","BSB1","","Cuisine Magic","PHY","Single enemy","Physical","2.10","-","1.65","One single attack (2.10), [MAG and RES -20%] for 15 seconds","Y","Random enemy","50","Support","クッキングマジック","30511202","✓","✓"
"Quina","Angel's Banquet","BSB2","","Frog Rain","PHY","Single enemy","Physical","2.20","Water, NE","1.65","Four single attacks (0.55 each), restores HP (60) to the lowest HP% ally","Y","Lowest HP% enemy","50","Support","フロッグショット","30513101","✓","✓"
"Quina","Angel's Banquet","BSB2","","Juicy Energy","NAT","Self","","","","1.65","[MND +20%] for 25 seconds, grants [Quick Cast 3]","Y","Self","50","Support","ジューシーエナジー","30513102","✓","✓"
"Eiko","Prayer of the Lost","BSB1","","Eiko's Aid","WHT","Single ally","Magical","4.00","Holy","1.65","Restores HP (105), grants [Physical Blink 1], damages undeads","Y","Lowest HP% ally","50","White Magic","エーコのおうえん","30510301","✓","✓"
"Eiko","Prayer of the Lost","BSB1","","Wayfarer's Hymn","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","旅立ちの歌","30510302","✓","✓"
"Amarant","Fists of Flame","BSB1","","Flying Fire Fist","PHY","Single enemy","Physical","1.96","Fire, NE","1.65","Four single ranged attacks (0.49 each), 50% additional critical damage","Y","Lowest HP% enemy","50","Monk","飛炮拳","30511211","✓","✓"
"Amarant","Fists of Flame","BSB1","","Sundowner Kick","PHY","All enemies","Physical","1.30","Fire, NE","1.65","Two group ranged attacks (0.65 each), 50% additional critical damage","Y","All enemies","50","Monk","陽炎脚","30511212","✓","✓"
"Beatrix","Knight Protector","BSB1","","Bulwark Blade","PHY","Single enemy","Physical","2.50","Holy","1.65","Two single attacks (1.25 each), grants [Sentinel] to the user","Y","Lowest HP% enemy","50","Knight","守護の剣","30510151","✓","✓"
"Beatrix","Knight Protector","BSB1","","Sworn Blade","PHY","Single enemy","Physical","2.70","-","1.65","Two single attacks (1.35 each), [RES +40%] to the user for 20 seconds","Y","Random enemy","50","Knight","忠誠の剣","30510152","✓","✓"
"Beatrix","Seiken Thunder Slash","BSB2","","Banishing Shock","PHY","Single enemy","Physical","1.71","Holy, Lightning","1.65","Three single attacks (0.57 each), removes positive effects","Y","Lowest HP% enemy","50","Knight","バニシュショック","30512381","✓","✓"
