"Realm","Img","Name","HP","ATK","DEF","MAG","RES","MND","ACC","EVA","SPD","HP - 99","ATK - 99","DEF - 99","MAG - 99","RES - 99","MND - 99","ACC - 99","EVA - 99","SPD - 99","HP - RS","ATK - RS","DEF - RS","MAG - RS","RES - RS","MND - RS","HP - LS","ATK - LS","DEF - LS","MAG - LS","RES - LS","MND - LS","SPD - LS","HP - RB","ATK - RB","DEF - RB","MAG - RB","RES - RB","MND - RB","SPD - RB","HP - CW","ATK - CW","DEF - CW","MAG - CW","RES - CW","MND - CW","HP - Mastery","ATK - Mastery","DEF - Mastery","MAG - Mastery","RES - Mastery","MND - Mastery","SPD - Mastery","Dagger","Sword","Katana","Axe","Hammer","Spear","Fist","Rod","Staff","Bow","Instrument","Whip","Thrown","Gun","Book","Blitzball","Hairpin","Gun-arm","Gambling Gear","Doll","Keyblade","Shield","Hat","Helm","Light Armor","Heavy Armor","Robe","Bracer","Accessory","Black Magic","White Magic","Combat","Support","Celerity","Summoning","Spellblade","Dragoon","Monk","Thief","Knight","Samurai","Ninja","Bard","Dancer","Machinist","Darkness","Sharpshooter","Witch","Heavy","ID"
"IX","","Steiner","20745","688","365","150","283","179","25","25","170","7995","199","200","120","142","149","25","25","120","850","29","25","0","1","0","1000","30","40","0","40","0","0","9700","210","70","0","70","0","50","1200","30","30","30","30","30","0","190","0","0","0","0","0","Y","Y","","Y","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","","","5","","","","5","","","","","","","","","","10900400"
"IX","","Freya","18555","717","268","150","266","172","25","33","213","6315","200","147","120","135","142","25","33","173","740","37","1","0","11","0","800","40","30","0","30","0","0","9500","270","60","0","60","0","40","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","","","","","Y","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","","","","4","4","","","5","","","","","","","6","","","","","","10900500"
"IX","","Quina","18712","602","413","209","396","187","25","25","170","6687","182","164","179","172","157","25","25","120","525","35","14","0","4","0","800","35","35","0","30","0","0","9500","180","170","0","160","0","50","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","","","","","Y","","Y","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","3","","3","5","","","","","","","","","","","","","","","","","10900600"
"IX","","Eiko","17460","130","190","529","300","648","25","25","175","5135","100","97","197","194","205","25","25","135","625","0","3","17","6","28","500","0","20","20","30","40","0","10000","0","40","210","40","220","40","1200","30","30","30","30","30","0","0","0","55","0","125","0","Y","","","","","","","Y","Y","","Y","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","5","","","","5","","","","","","","","4","","","","","","","10900700"
"IX","","Amarant","18772","726","275","165","251","179","25","28","203","6682","206","155","135","149","149","25","28","173","390","40","10","0","2","0","800","40","30","0","30","0","0","9700","280","50","0","40","0","30","1200","30","30","30","30","30","0","130","0","0","0","0","0","Y","","","","","","Y","","","","","","Y","","","","","","","","","","Y","","Y","","","Y","Y","","","5","3","3","","","","5","","","","","","","","","6","","","10900800"
"IX","","Beatrix","19423","745","309","150","242","202","25","25","174","7123","212","184","120","142","172","25","25","124","600","38","15","0","0","0","1000","35","30","0","30","0","0","9500","280","50","0","40","0","50","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","5","5","","","","","","","","5","","","","","","","","","","10900900"
"IX","","Kuja","18845","120","210","788","290","257","25","25","198","5725","90","120","218","164","194","25","25","158","420","0","0","30","16","13","500","0","20","40","30","20","0","11000","0","40","310","50","0","40","1200","30","30","30","30","30","0","0","0","160","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","","","","","","","","","","","","6","","","","10901000"
"IX","","Marcus","19025","694","284","151","249","165","25","32","219","6930","203","145","121","139","135","25","32","179","695","36","14","0","0","0","800","35","25","0","20","0","20","9400","280","70","0","60","0","20","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","Y","","","","","","","","","","","Y","","","","","","","","","","Y","","Y","","","Y","Y","","","4","4","4","","","","","5","","","","","","","","","","","10901500"
"X","","Tidus","18780","736","266","179","246","179","25","33","219","6500","206","135","149","135","149","25","33","179","880","35","16","0","1","0","800","35","25","0","20","0","20","9400","280","60","0","60","0","20","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","Y","","","","","","","","","","","Y","","","Y","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","3","5","","","","","","","","","","","","","6","","","11000100"
"X","","Yuna","17955","135","202","595","281","665","25","25","189","5850","105","112","205","181","205","25","25","149","505","0","0","25","0","25","500","0","20","20","30","40","0","9900","0","40","230","40","220","40","1200","30","30","30","30","30","0","0","0","85","0","145","0","Y","","","","","","","Y","Y","","","","","Y","","","","","","","","","Y","","Y","","Y","Y","Y","","5","","3","","5","","","","","","","","","","","","6","","","11000200"
"X","","Wakka","18683","718","274","179","271","179","30","25","189","6343","179","127","149","149","149","30","25","149","840","34","12","0","2","0","800","35","35","0","30","0","0","9500","290","70","0","60","0","40","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","","","","","","","","","Y","","","Y","","","Y","","","","","","","Y","Y","Y","Y","","Y","Y","","","3","5","3","","","","","","","","","","","","","6","","","11000300"
"X","","Lulu","17730","123","209","774","331","142","25","25","179","5525","93","109","224","194","112","25","25","129","505","0","0","30","17","0","500","0","30","40","40","0","0","10000","0","40","270","50","0","50","1200","30","30","30","30","30","0","0","0","180","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","Y","","","Y","","Y","","Y","Y","Y","5","","","","","","","","","","","","","","","","","","6","","11000400"
"X","","Kimahri","19065","717","265","218","267","209","25","25","189","6565","203","141","188","164","179","25","25","149","800","34","14","0","3","0","800","40","30","0","30","0","0","9700","280","50","0","40","0","40","1200","30","30","30","30","30","0","130","0","0","0","0","0","Y","","","","","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","3","","4","3","","","","5","","","","","","","","","","","","","11000500"
"X","","Rikku","18574","723","283","150","260","165","25","32","217","6599","194","139","120","135","135","25","32","187","475","34","9","0","5","0","800","35","35","0","30","0","0","9500","270","70","0","60","0","30","1200","30","30","30","30","30","0","160","0","0","0","0","0","Y","","","","","","Y","","","","","","Y","","","Y","","","","","","Y","Y","","Y","","Y","Y","Y","","","","3","5","","","","","5","","","","4","6","5","","6","","","11000600"
"X","","Auron","19025","769","286","165","220","165","25","25","170","6825","212","169","135","120","135","25","25","120","600","37","7","0","0","0","800","40","30","0","30","0","0","9600","270","50","0","40","0","50","1200","30","30","30","30","30","0","180","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","Y","Y","","","5","5","","","","","","","3","5","","","","","","","","","11000700"
"X","","Jecht","19105","773","243","150","223","168","25","29","198","6670","213","126","120","123","138","25","29","158","835","40","7","0","0","0","800","40","30","0","30","0","0","9600","280","50","0","40","0","40","1200","30","30","30","30","30","0","170","0","0","0","0","0","Y","Y","","","","","Y","","","","","","Y","","","Y","","","","","","","Y","","Y","","","Y","Y","","","5","","4","","","","5","","3","","","","","","6","6","","","11001000"
"X","","Braska","17931","140","195","723","296","254","25","25","189","5861","110","105","213","176","192","25","25","149","370","0","0","30","10","12","500","0","20","40","30","20","0","10000","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","150","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","","","5","","","","","","","","","","","","","","","11001200"
"X","","Paine","19017","776","300","150","235","162","26","25","201","6597","209","179","120","135","132","26","25","161","820","37","11","0","0","0","800","40","30","0","30","0","0","9600","280","50","0","40","0","40","1200","30","30","30","30","30","0","180","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","Y","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","","","5","","","","5","","","","","","","6","","","11001500"
"X","","Seymour","19168","144","229","787","281","143","25","25","180","6218","114","123","217","153","113","25","25","140","450","0","6","30","8","0","500","0","30","40","40","0","0","10800","0","40","310","50","0","40","1200","30","30","30","30","30","0","0","0","160","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","","","5","","","","","","","","","","","6","","","","11001800"
"XI","","Shantotto","17405","177","209","736","336","142","25","25","189","5330","147","108","226","194","112","25","25","149","375","0","1","30","22","0","500","0","30","40","40","0","0","10000","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","150","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","","","","","","4","","","","","","","","","","6","","11100100"
"XI","","Ayame","19935","771","297","150","225","162","25","25","184","6705","211","176","120","123","132","25","25","134","530","40","11","0","2","0","800","40","30","0","30","0","0","10700","330","50","0","40","0","50","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","Y","Y","","","5","","","","5","","","","","5","","","","","","","","","11100200"
"XI","","Curilla","19611","718","318","170","229","216","25","25","180","7501","206","197","120","139","166","25","25","110","910","32","21","0","0","0","500","40","20","20","20","20","0","9500","280","50","0","40","0","70","1200","30","30","30","30","30","0","130","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","3","4","4","","","","","","","5","","","","","","","","","","11100300"
"XI","","Prishe","18775","703","257","150","231","202","25","30","210","6405","213","135","120","131","172","25","30","180","570","40","12","0","0","0","800","40","30","0","30","0","0","9800","280","50","0","40","0","30","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","Y","","","","","Y","","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","4","5","","5","","","","5","","","","","","","","","","","","11100400"
"XI","","Lion","19555","749","256","209","242","165","25","32","227","6415","203","139","164","126","135","25","32","187","640","31","2","15","6","0","800","35","25","0","20","0","20","10500","330","60","0","60","0","20","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","","","","","","Y","","","Y","","","Y","","","","","","","","","","Y","","Y","","","Y","Y","","","4","","5","","","","","5","","","5","","","","","","","","11100500"
"XI","","Aphmau","18355","150","180","281","266","663","25","25","189","5850","120","110","205","176","205","25","25","149","505","0","0","26","10","28","500","0","20","20","30","40","0","10300","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","100","0","Y","","","","","","Y","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","5","","","","5","","","5","","","","","","","","","","","","11100600"
"XI","","Zeid","20570","732","260","169","256","175","25","25","179","7290","212","143","139","149","145","25","25","129","780","40","7","0","7","0","800","40","30","0","30","0","0","10500","330","50","0","40","0","50","1200","30","30","30","30","30","0","80","0","0","0","0","0","Y","Y","","Y","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","3","","5","","","","3","","","","","","","","","","6","","","6","11100700"
"XI","","Lilisette","18347","532","336","151","332","292","25","33","226","6407","197","121","121","122","209","25","33","186","440","30","0","0","0","23","800","35","25","0","20","0","20","9500","210","160","0","160","0","20","1200","30","30","30","30","30","0","30","0","0","0","30","0","Y","Y","","","","","Y","","","","","","Y","","","","","","","","","","Y","","Y","","","Y","Y","","","4","5","5","","","","","","","","","","6","","","","","","11100800"
"XI","","Naja","19412","550","384","144","323","154","25","25","172","7112","209","159","114","123","124","25","25","122","800","31","15","0","0","0","800","40","30","0","30","0","0","9500","190","150","0","140","0","50","1200","30","30","30","30","30","0","50","0","0","0","0","0","Y","","","Y","Y","","Y","","","","","","","","","","","","","","","Y","Y","","Y","","","Y","Y","","","5","5","","","","","5","","","","","","","","","","","6","11100900"
"XI","","Arciela","18814","194","223","647","292","196","25","25","181","5524","164","114","210","164","164","25","25","141","590","0","9","27","8","2","500","0","30","40","40","0","0","11000","0","40","320","50","0","40","1200","30","30","30","30","30","0","0","0","20","0","0","0","Y","Y","","","","","Y","","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","4","","","5","","4","","4","","","","","","","","6","","11101100"
"XII","","Vaan","19125","759","265","150","250","165","25","32","219","6930","206","141","120","135","135","25","32","179","695","38","9","0","5","0","800","35","25","0","20","0","20","9500","250","60","0","60","0","20","1200","30","30","30","30","30","0","200","0","0","0","0","0","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","4","4","5","","","","","5","","","","","","","","","","","11200100"
"XII","","Balthier","19165","768","257","153","248","179","25","32","209","6825","202","135","123","142","149","25","32","179","740","36","12","0","6","0","800","40","30","0","30","0","0","9600","280","50","0","40","0","30","1200","30","30","30","30","30","0","180","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","Y","","","","","","","","","Y","","Y","","Y","Y","Y","","","5","3","4","","4","","","4","","","","","","5","","6","","","11200200"
"XII","","Fran","19620","786","266","172","235","179","25","25","199","6435","181","132","142","109","149","25","25","149","685","40","9","0","6","0","800","35","35","0","30","0","0","10500","330","60","0","60","0","50","1200","30","30","30","30","30","0","170","0","0","0","0","0","Y","","","","","Y","","Y","Y","Y","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","3","","","5","5","","","","","","","","","","","5","","6","","","11200300"
"XII","","Basch","21408","781","340","150","284","159","25","25","170","7608","212","184","120","142","129","25","25","120","900","29","16","0","2","0","1000","30","40","0","40","0","0","10700","320","70","0","70","0","50","1200","30","30","30","30","30","0","160","0","0","0","0","0","Y","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","","","","","","","5","5","","","","","","","","","11200400"
"XII","","Ashe","18358","174","226","736","323","182","25","25","189","6298","142","123","216","191","152","25","25","149","560","2","3","30","12","0","500","0","30","40","40","0","0","9800","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","150","0","0","0","Y","Y","","","","Y","","Y","Y","Y","","","","Y","","","","","","","","Y","Y","","Y","","Y","Y","Y","5","3","","3","","5","","","","","","","","","","","","6","4","","11200500"
"XII","","Penelo","18315","165","190","179","257","661","25","25","189","5785","135","102","149","155","212","25","25","149","530","0","8","0","12","29","500","0","30","0","40","40","0","10300","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","90","0","Y","","","","","Y","","Y","Y","Y","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","5","","","","","","","","","","","","","6","","","","","","11200600"
"XII","","Gabranth","21219","798","346","150","261","179","25","25","177","7619","208","197","120","135","129","25","25","107","900","30","19","0","6","0","700","40","30","0","20","20","0","10800","330","70","0","70","0","70","1200","30","30","30","30","30","0","160","0","0","0","0","0","Y","Y","Y","Y","Y","Y","Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","4","5","","","","","","","","4","","","","","","6","","","6","11200700"
"XII","","Larsa","18723","213","226","159","258","704","26","25","175","6218","183","142","129","149","203","26","25","135","505","0","4","0","19","31","500","0","30","0","40","40","0","10300","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","140","0","Y","Y","","","","","Y","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","5","","5","","","","","","","","","","4","","","","","","","11200800"
"XII","","Vayne","19185","636","237","631","218","189","25","25","179","6625","209","142","211","123","99","25","25","129","360","32","0","25","0","0","700","30","25","30","25","0","0","10300","260","40","260","40","60","50","1200","30","30","30","30","30","0","75","0","75","0","0","0","Y","Y","","","","","Y","Y","Y","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","Y","5","","5","","","","","","5","","","","","","","","6","","","","11201000"
"XII","","Reks","19061","697","278","202","229","189","26","25","199","6611","209","155","172","129","155","26","25","159","850","38","13","0","0","4","800","40","30","0","30","0","0","9600","280","50","0","40","0","40","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","Y","Y","","","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","4","4","5","","","","5","","","","3","","","","","","","","","","11201100"
"XIII","","Lightning","18845","779","259","179","252","179","25","25","209","6435","206","133","149","152","149","25","25","179","710","33","16","0","0","0","800","40","30","0","30","0","0","9700","270","50","0","40","0","30","1200","30","30","30","30","30","0","200","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","Y","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","3","2","5","","5","","4","","","","5","","","","","","","6","","","11300100"
"XIII","","Snow","19695","782","311","181","243","179","25","25","209","7280","200","187","151","141","149","25","25","179","715","37","14","0","2","0","1000","35","30","0","30","0","0","9500","280","50","0","40","0","30","1200","30","30","30","30","30","0","200","0","0","0","0","0","Y","","","","","","Y","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","","5","","2","","","","5","","5","","","","","","","","","","11300200"
"XIII","","Vanille","18080","148","175","268","256","726","25","28","189","5525","118","105","202","167","202","25","28","149","455","0","0","16","9","24","500","0","20","20","30","40","0","10400","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","170","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","4","5","","4","","3","","","","","","","","","","","","","","","11300300"
"XIII","","Sazh","18115","704","267","179","276","187","25","25","182","5980","176","123","149","149","157","25","25","142","635","33","9","0","7","0","800","35","35","0","30","0","0","9500","290","70","0","60","0","40","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","Y","","Y","Y","3","3","2","5","","","","","","","","","","","","5","","6","","","11300400"
"XIII","","Hope","17705","197","210","745","273","261","25","25","189","5525","147","120","205","164","200","25","25","149","480","0","0","30","9","11","500","20","20","40","20","20","0","10000","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","170","0","0","0","Y","","","","","","","Y","Y","","","","Y","","","","","","","","","Y","Y","","Y","","Y","Y","Y","5","4","","","","5","","","","","","","","","","","","6","","","11300500"
"XIII","","Fang","19915","842","263","150","229","165","25","28","201","6565","212","141","120","129","135","25","28","161","650","40","12","0","0","0","800","40","30","0","30","0","0","10700","330","50","0","40","0","40","1200","30","30","30","30","30","0","190","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","","","","","","","","","","Y","","Y","Y","","Y","Y","","","5","3","4","","","5","","","","","","","","","","","","","11300600"
"XIII","","Serah","17805","154","215","810","297","194","25","25","189","5525","124","109","220","164","164","25","25","149","580","0","6","30","13","0","500","0","30","40","40","0","0","10000","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","230","0","0","0","Y","Y","","","","","","Y","Y","Y","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","","","","","","","","","","","","","","","6","4","","11300700"
"XIII","","Cid Raines","19505","229","231","779","247","147","25","25","182","6305","187","126","212","123","117","25","25","142","700","12","5","27","4","0","500","0","30","40","40","0","0","10800","0","40","310","50","0","40","1200","30","30","30","30","30","0","0","0","160","0","0","0","Y","Y","","","","Y","Y","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","3","","4","","","","","3","","","","","","","","6","","","","11301000"
"XIII","","Noel","20167","837","261","150","245","187","25","30","209","6857","208","141","120","145","157","25","30","169","710","39","10","0","0","0","800","40","30","0","30","0","0","10600","340","50","0","40","0","40","1200","30","30","30","30","30","0","180","0","0","0","0","0","Y","Y","","","","Y","","","","Y","","","","","","","","","","","","","Y","","Y","Y","Y","Y","Y","","4","5","","4","","","5","","4","","","","","","","","6","","","11301100"
"XIII","","Nabaat","18193","196","214","728","281","155","25","25","180","5813","166","109","218","156","117","25","25","140","780","0","5","30","5","8","500","0","30","40","40","0","0","9900","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","140","0","0","0","Y","Y","","","","","","Y","Y","","","Y","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","4","","","","","","","","","","","","","6","","4","","11301200"
"XIV","","Y'shtola","17745","165","212","544","298","621","25","25","189","5525","135","121","194","176","212","25","25","149","520","0","1","0","22","29","500","0","20","20","30","40","0","10000","0","40","250","40","210","40","1200","30","30","30","30","30","0","0","0","50","0","100","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","Y","Y","","Y","","Y","Y","Y","5","5","","4","","","","","","","","","","","","","","","6","","11400100"
"XIV","","Thancred","18980","614","268","419","264","165","25","32","227","6860","206","142","164","149","135","25","32","187","720","38","11","0","5","0","800","35","25","0","20","0","20","9400","190","60","220","60","0","20","1200","30","30","30","30","30","0","115","0","5","0","0","0","Y","Y","","","","","Y","","","Y","Y","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","3","5","","5","","","5","","","5","3","","","","","","6","11400200"
"XIV","","Yda","19043","717","257","150","230","179","25","30","210","6543","208","141","120","128","149","25","30","180","900","39","6","0","2","0","800","40","30","0","30","0","0","9600","280","50","0","40","0","30","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","Y","","","","","Y","","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","","5","4","","","","","5","","","","","","","","","","","","11400300"
"XIV","","Papalymo","18715","120","200","782","317","215","25","25","189","5525","90","106","222","191","164","25","25","149","490","0","4","30","16","1","500","0","20","40","30","20","0","11000","0","40","320","50","0","40","1200","30","30","30","30","30","0","0","0","140","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","","","","","","","","","","","","","","","","","","11400500"
"XIV","","Alphinaud","17460","144","211","677","284","493","25","25","189","5590","114","111","217","173","203","25","25","149","370","0","0","30","1","20","500","0","30","40","40","0","0","9800","0","40","240","40","230","40","1200","30","30","30","30","30","0","0","0","120","0","10","0","Y","","","","","","","Y","Y","","","","","","Y","","","","","","","","Y","","Y","","Y","Y","Y","4","4","","","","5","","","","","","","","","","","","","","","11400600"
"XIV","","Minfilia","18900","593","401","147","367","234","25","25","174","6825","194","160","117","141","190","25","25","124","675","34","6","0","6","14","800","35","35","0","30","0","0","9400","170","170","0","160","0","50","1200","30","30","30","30","30","0","130","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","Y","Y","Y","","5","4","5","","","","","","","5","","","","","","","","","","11400700"
"XIV","","Cid (XIV)","20105","696","297","135","253","190","25","25","182","6930","203","147","105","131","157","25","25","142","775","28","15","0","2","3","800","35","35","0","30","0","0","10400","330","70","0","60","0","40","1200","30","30","30","30","30","0","70","0","0","0","0","0","Y","Y","","","Y","","","","","","","","","Y","","","","","","","","","Y","","Y","Y","Y","Y","Y","","","4","5","","","","","","","","","","","","5","","","","","11400800"
"XIV","","Ysayle","17966","153","228","676","305","184","25","25","189","5886","123","120","216","166","154","25","25","149","480","0","8","30","19","0","500","0","30","40","40","0","0","9900","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","90","0","0","0","Y","Y","","","","","","Y","Y","Y","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","","","5","","","","","","","","","","","","","6","","11400900"
"XIV","","Haurchefant","20445","596","372","150","302","180","25","25","170","7635","199","202","120","162","150","25","25","120","910","27","30","0","0","0","1000","30","40","0","40","0","0","9700","210","70","0","70","0","50","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","4","4","4","","","","","","","5","","","","","","","","","","11401000"
"XIV","","Estinien","20223","738","285","147","228","175","25","27","207","6753","212","160","117","123","145","25","27","177","870","36","15","0","5","0","800","40","30","0","30","0","0","10600","340","50","0","40","0","30","1200","30","30","30","30","30","0","80","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","Y","Y","","","5","","4","","","5","","","","","","","","","6","","","","11401100"
"XIV","","Alisaie","18486","249","206","633","270","302","25","25","189","5816","164","116","210","162","177","25","25","149","470","5","0","23","8","15","500","0","20","40","30","20","0","10500","50","40","270","40","60","40","1200","30","30","30","30","30","0","0","0","60","0","0","0","Y","Y","","","","","","Y","Y","","","","","","Y","","","","","","","","Y","","Y","","Y","Y","Y","5","5","4","","","4","5","","","","","","","","","","","","","","11401200"
"XV","","Noctis","18988","733","255","180","226","179","26","33","219","6658","209","141","149","135","149","26","33","179","730","39","9","1","1","0","800","35","25","0","20","0","20","9600","260","50","0","40","0","20","1200","30","30","30","30","30","0","160","0","0","0","0","0","Y","Y","Y","Y","Y","Y","","","Y","Y","","","Y","Y","","","","","","","","Y","Y","","Y","","","Y","Y","3","","5","","5","","","5","","","","5","","","","4","","","","6","11500100"
"XV","","Gladiolus","19855","733","310","150","221","145","26","25","167","7475","210","184","120","121","115","26","25","117","680","38","16","0","0","0","1000","35","30","0","30","0","0","9500","290","50","0","40","0","50","1200","30","30","30","30","30","0","130","0","0","0","0","0","Y","Y","Y","Y","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","","5","","","","","","","","5","5","","","","","","","","6","11500200"
"XV","","Ignis","18903","686","258","203","243","169","25","25","209","6403","197","135","172","141","139","25","25","179","800","39","13","1","2","0","800","40","30","0","30","0","0","9700","290","50","0","40","0","30","1200","30","30","30","30","30","0","90","0","0","0","0","0","Y","","","","","Y","","Y","Y","","","","Y","","","","","","","","","","Y","","Y","Y","Y","Y","Y","4","","4","5","","","","3","","5","","","","","","","","6","","","11500300"
"XV","","Prompto","18477","710","276","153","268","169","25","25","217","6282","200","132","123","142","139","25","25","187","695","35","9","0","6","0","800","35","35","0","30","0","0","9500","290","70","0","60","0","30","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","","","","","","","","","Y","","","","Y","","","","","","","","","Y","","Y","Y","","Y","Y","","","4","5","4","","","","","","","","","","","5","","6","","","11500400"
"XV","","Iris","18653","190","227","147","256","648","26","25","203","6218","160","142","117","149","207","26","25","173","435","0","5","0","17","31","500","0","30","0","40","40","0","10300","0","20","0","20","260","30","1200","30","30","30","30","30","0","0","0","0","0","80","0","Y","","","","","","Y","Y","Y","","","","Y","","","","","","","","","","Y","","Y","Y","","Y","Y","","5","","","","","","","5","","","","","","4","","","","","","11500500"
"XV","","Aranea","19068","726","283","153","240","169","25","26","212","6598","208","168","123","135","139","25","26","172","870","38","5","0","5","0","800","40","30","0","30","0","0","9600","290","50","0","40","0","40","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","4","","","5","","","","","","","","","6","","","","11500600"
"XV","","Cor","19224","693","258","165","233","183","26","25","212","6454","215","143","135","132","153","26","25","172","1070","48","5","0","1","0","800","40","30","0","30","0","0","9700","280","50","0","40","0","40","1200","30","30","30","30","30","0","80","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","","","5","","5","","","","","","5","5","","","","","","","","","11500800"
"XV","","Lunafreya","17954","131","202","557","284","576","25","25","189","5849","101","112","214","179","201","25","25","149","505","0","0","28","5","20","500","0","20","40","30","20","0","9900","0","40","210","40","270","40","1200","30","30","30","30","30","0","0","0","35","0","35","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","4","5","","4","","5","","","","","","","","","","","","","","","11500900"
"XV","","Ardyn","20250","643","279","179","249","176","26","25","189","7810","211","159","149","148","146","26","25","149","940","32","10","0","1","0","800","40","30","0","30","0","0","9500","280","50","0","40","0","40","1200","30","30","30","30","30","0","50","0","0","0","0","0","Y","Y","Y","Y","Y","Y","","","Y","Y","","","Y","Y","","","","","","","","Y","Y","","Y","","","Y","Y","3","","5","","5","","","5","","","","5","","","","4","6","","","6","11501000"
