"ID 1210 1211 1212 1213 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1226 1227 1228 1229 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10100 10101 10102 10103 10104 10105 10106 10107 10108 10109 11000 11001 11002 11003 11004 11005 11006 11007 11008 11009 11100 11101 11102 11103 11104 11105 11106 11107 11108 11109 200 201 202 203 204","Common Name Imperil Holy 40% (5s) Imperil Dark 40% (5s) Imperil Fire 40% (5s) Imperil Wind 40% (5s) Imperil Lightning 40% (5s) Imperil Water 40% (5s) Imperil Ice 40% (5s) Imperil Earth 40% (5s) Imperil Poison 40% (5s) Imperil Holy 20% (5s) Imperil Dark 20% (5s) Imperil Fire 20% (5s) Imperil Wind 20% (5s) Imperil Lightning 20% (5s) Imperil Water 20% (5s) Imperil Ice 20% (5s) Imperil Earth 20% (5s) Imperil Poison 20% (5s) Deshell =0 Deshell 10% (5s) Deshell 20% (5s) Deshell 30% (5s) Deshell 40% (5s) Deshell 50% (5s) Deshell 60% (5s) Deshell 10% (15s) Deshell 20% (15s) Deprotect =0 Deprotect 10% (5s) Deprotect 20% (5s) Deprotect 30% (5s) Deprotect 40% (5s) Deprotect 50% (5s) Deprotect 60% (5s) Deprotect 10% (15s) Deprotect 20% (15s) Poison Silence Paralyze Confuse Haste","Effects Holy Resistance -40%, cumulable Dark Resistance -40%, cumulable Fire Resistance -40%, cumulable Wind Resistance -40%, cumulable Lightning Resistance -40%, cumulable Water Resistance -40%, cumulable Ice Resistance -40%, cumulable Earth Resistance -40%, cumulable Poison Resistance -40%, cumulable Holy Resistance -20%, cumulable Dark Resistance -20%, cumulable Fire Resistance -20%, cumulable Wind Resistance -20%, cumulable Lightning Resistance -20%, cumulable Water Resistance -20%, cumulable Ice Resistance -20%, cumulable Earth Resistance -20%, cumulable Poison Resistance -20%, cumulable Removes all Deshell statuses when set Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Increases magical damage taken by 30%, cumulable Increases magical damage taken by 40%, cumulable Increases magical damage taken by 50%, cumulable Increases magical damage taken by 60%, cumulable Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Removes all Deprotect statuses when set Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Increases physical damage taken by 30%, cumulable Increases physical damage taken by 40%, cumulable Increases physical damage taken by 50%, cumulable Increases physical damage taken by 60%, cumulable Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Damages for 1/64 maximum HP every 5.00 seconds, persists after battle Disables BLK, WHT, BLU and SUM actions, persists after battle Prevents from acting Forces default action (Attack for characters), affects targeting (single: 50% random enemy, 50% random ally; group: 50% all enemies, 50% all allies), resets ATB when set or removed, removed upon taking damage by PHY attacks ATB speed x2.00","Default Duration 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 20 seconds 15 seconds 30 seconds -","MND Modifier - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ± 2,50% ± 2,00% ± 2,50% -","Exclusive Status - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Low Regen, Medium Regen, High Regen, Sap, Phantom Regen, Regenga - All ""Retaliate"" statuses All ""Retaliate"" statuses, Rage, Green Cherry, Ability Berserk Slow","Coded Name INCREASE_ELEMENT_DEF_HOLY_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_HOLY_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M2_TIME_SMALL_5000 UNSET_DESHELL INCREASE_DESHELL_LEVEL_1_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_2_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_3_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_4_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_5_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_6_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_1_TIME_MEDIUM INCREASE_DESHELL_LEVEL_2_TIME_MEDIUM UNSET_DEPROTECT INCREASE_DEPROTECT_LEVEL_1_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_2_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_3_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_4_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_5_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_6_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_1_TIME_MEDIUM INCREASE_DEPROTECT_LEVEL_2_TIME_MEDIUM POISON SILENCE PARALYSIS CONFUSION HASTE","Notes - - - - - - - - - - - - - - - - - - - - - - -"
"51523","Moonlight Mode","Casts Lunar Power when another ally uses a Holy ability, removed after triggering three times","15 seconds","-","-","CHASE_MODE_FOR_MOON_GENEALOGY","-"
"51524","Awoken Night Vigil","Holy abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, casts Moonblossom Mind after using Holy abilities","15 seconds","-","-","AWAKE_MODE_NIGHT_WATCH","-"
"51525","Arcane Dyad Empowered: Rubicante","Keeps track of the number of uses of Apex Inferno (0~2), removed after using Apex Inferno two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_RUBICANTE","-"
"51526","Apex Inferno Ability Tracker","Increases Apex Inferno level by 1 when the user triggers 7 Fire abilities during the status, removed if the character hasn't [Arcane Dyad Empowered: Rubicante]","-","-","-","CHASE_MODE_FOR_KAENRYUKYOKU","-"
"51527","Apex Inferno Level","Keeps track of Apex Inferno level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Rubicante]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_RUBICANTE","-"
"51528","Arcane Dyad Empowered: Krile (Fire)","Keeps track of the number of uses of Wind Drake's Back (0~2), removed after using Wind Drake's Back two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_KRILE","-"
"51529","Wind Drake's Back Ability Tracker","Increases Wind Drake's Back level by 1 after using 5 or 8 Fire abilities during the status, removed if the character hasn't [Arcane Dyad Empowered: Krile (Fire)]","-","-","-","CHASE_MODE_FOR_FLYINGDRAGONBACK","-"
"51530","Wind Drake's Back Level","Keeps track of Wind Drake's Back level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Krile (Fire)]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_KRILE","-"
"51531","Arcane Dyad Empowered: Kelger","Keeps track of the number of uses of Apex Lupine Attack (0~2), removed after using Apex Lupine Attack two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_KELGER","-"
"51532","Apex Lupine Attack Damage Tracker","Increases Apex Lupine Attack level by 1 after dealing 100001 or 300001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Kelger]","-","-","-","CHASE_MODE_FOR_LUPINE_ATTACK_EXTREME","-"
"51533","Apex Lupine Attack Level","Keeps track of Apex Lupine Attack level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Kelger]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_KELGER","-"
"51534","Arcane Dyad Empowered: Xezat","Keeps track of the number of uses of Martial Legacy (0~2), removed after using Martial Legacy two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_ZEZAE","-"
"51535","Martial Legacy Damage Tracker","Increases Martial Legacy level by 1 after dealing 100001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Xezat]","-","-","-","CHASE_MODE_FOR_NEW_FOUR_WARRIORS","-"
"51536","Martial Legacy Level","Keeps track of Martial Legacy level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Xezat]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_ZEZAE","-"
"51537","Arcane Dyad Empowered: Dorgann","Keeps track of the number of uses of Warriors of Dawn (0~2), removed after using Warriors of Dawn two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_DORGANN","-"
"51538","Warriors of Dawn Damage Tracker","Increases Warriors of Dawn level by 1 after dealing 100001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Dorgann]","-","-","-","CHASE_MODE_FOR_FOUR_WARRIORS_OF_THE_DAWN","-"
"51539","Warriors of Dawn Level","Keeps track of Warriors of Dawn level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Dorgann]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_DORGANN","-"
"51540","Crystal Warden Mode","Casts Adventuring Savvy when any Damage Reduction Barrier is removed, removed after triggering three times","15 seconds","-","-","CHASE_MODE_FOR_THE_SWORD_FLASH_OF_PREPAREDNESS_MODE","-"
"51541","Awoken Alpha Wolf","Ninja abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, casts Lupine Illusion after using Ninja abilities","15 seconds","-","-","AWAKE_MODE_CHIEF_OF_THE_WEREWOLF_CLAN","-"
"51542","Awoken Regolian Warrior","Earth abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, casts Dawnblade after using Earth abilities","15 seconds","-","-","AWAKE_MODE_SWORDSMAN_OF_LUGOL","-"
"51543","Spellstrike Frigid Cry","Grants [Quick Cast 1] to all allies in the front row after using a Spellblade ability","15 seconds","-","-","CHASE_MODE_FOR_MAGIC_SWORD_TECHNIQUE_ICE_MODE","-"
"51544","SB Gauge +25% Boost 1","Abilities grant 25% more SB points","1 turn","-","-","INCREASE_ATK_SS_POINT_FACTOR_FOR_ALL_ABILITY_MEDIUM_BY_TURN_1","-"
"51545","Arcane Dyad Empowered: Quistis","Keeps track of the number of uses of Apex Shockwave Pulsar (0~2), removed after using Apex Shockwave Pulsar two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_QUISTIS","-"
"51546","Apex Shockwave Pulsar Damage Tracker","Increases Apex Shockwave Pulsar level by 1 after dealing 100001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Quistis]","-","-","-","CHASE_MODE_FOR_S_WAVE_PULSAR_POLAR","-"
"51547","Apex Shockwave Pulsar Level","Keeps track of Apex Shockwave Pulsar level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Quistis]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_QUISTIS","-"
"51548","Arcane Dyad Empowered: Kefka","Keeps track of the number of uses of Cruelest Angel (0~2), removed after using Cruelest Angel two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_KEFKA","-"
"51549","Cruelest Angel Damage Tracker","Increases Cruelest Angel level by 1 after dealing 100001 or 300001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Kefka]","-","-","-","CHASE_MODE_FOR_POINT_OF_CONTACT","-"
"51550","Cruelest Angel Level","Keeps track of Cruelest Angel level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Kefka]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_KEFKA","-"
"51551","Poisoner Thieves Follow-Up","Casts Poisoner Thieves after using a Thief ability","15 seconds","-","-","POISONOUS_SEAWEED","-"
"51552","Hollow Beauty","Grants [Quick Cast 1] to all allies in the character's row after using a Poison ability","15 seconds","-","-","CHASE_MODE_FOR_BEAUTIFUL_FLOWERS","-"
"51553","Aqua Venom Follow-Up","Casts Aqua Venom after using a Water or Poison ability","15 seconds","-","-","CHASE_MODE_FOR_AQUA_VENOM","-"
"51554","Twin Element Mode II (Water, Poison)","Grants [Attach Water with Stacking]/[Attach Poison with Stacking] after using a Water/Poison ability","1 turn","-","-","TWIN_ELEMENT_MODE_II_WATER_POISON","-"
"51555","Awoken Poison","Poison abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Poison abilities trigger 1 additional time","15 seconds","-","-","AWAKE_MODE_POISON","-"
"51556","Arcane Dyad Empowered: Balthier","Keeps track of the number of uses of Apex Element of Treachery (0~2), removed after using Apex Element of Treachery two times","-","-","-","ENHANCE_SHIN_OUGI_REBELLIOUSASPECT","-"
"51557","Apex Element of Treachery Damage Tracker","Increases Apex Element of Treachery level by 1 after dealing 100001 or 300001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Balthier]","-","-","-","CHASE_MODE_FOR_REBELLIOUSASPECT","-"
"51558","Apex Element of Treachery Level","Keeps track of Apex Element of Treachery level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Balthier]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_BALFLEAR","-"
"51559","Arcane Dyad Empowered: Basch","Keeps track of the number of uses of Apex Flame Purge (0~2), removed after using Apex Flame Purge two times","-","-","-","ENHANCE_SHIN_OUGI_HYAKKIBREACHOFSUN","-"
"51560","Apex Flame Purge Damage Tracker","Increases Apex Flame Purge level by 1 after dealing 100001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Basch]","-","-","-","CHASE_MODE_FOR_HYAKKIBREACHOFSUN","-"
"51561","Apex Flame Purge Level","Keeps track of Apex Flame Purge level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Basch]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_BASCH","-"
"51562","","","","","","",""
"51563","Crescent Gale","Grants [Crescent Gale 60% Critical]/[Crescent Gale 70% Critical]/[Crescent Gale 80% Critical]/[Crescent Gale 90% Critical]/[Crescent Gale 100% Critical] to all allies after using 1/2/3/4/5+ Thief abilities","15 seconds","-","-","CHASE_MODE_FOR_CRESCENT_GALE","-"
"51564","Crescent Gale 60% Critical","Critical chance =60%","15 seconds","-","All other ""Crescent Gale X% Critical""","CRESCENT_GALE_CHASE_MODE_1","-"
"51565","Crescent Gale 70% Critical","Critical chance =70%","15 seconds","-","All other ""Crescent Gale X% Critical""","CRESCENT_GALE_CHASE_MODE_2","-"
"51566","Crescent Gale 80% Critical","Critical chance =80%","15 seconds","-","All other ""Crescent Gale X% Critical""","CRESCENT_GALE_CHASE_MODE_3","-"
"51567","Crescent Gale 90% Critical","Critical chance =90%","15 seconds","-","All other ""Crescent Gale X% Critical""","CRESCENT_GALE_CHASE_MODE_4","-"
"51568","Crescent Gale 100% Critical","Critical chance =100%","15 seconds","-","All other ""Crescent Gale X% Critical""","CRESCENT_GALE_CHASE_MODE_5","-"
"51569","Dervish Mode","Grants [125% ATB (Synchro)]/[200% ATB (Synchro)] after using 1/2+ Wind abilities","15 seconds","-","-","SPEED_STAR_MODE","-"
"51570","Chivalrous Ambition","Grants [Chivalrous Ambition Critical 60%]/[Chivalrous Ambition Critical 80%]/[Chivalrous Ambition Critical 100%] to all allies after using 2/4/6+2n Fire or Holy abilities","15 seconds","-","-","CHASE_MODE_FOR_BROTHERS_WHO_BROKE_UP","-"
"51571","Chivalrous Ambition Critical 60%","Critical chance =60%","15 seconds","-","-","BROTHERS_WHO_BROKE_UP_CRITICAL_RATE_GRADE_1","-"
"51572","Chivalrous Ambition Critical 80%","Critical chance =80%","15 seconds","-","-","BROTHERS_WHO_BROKE_UP_CRITICAL_RATE_GRADE_2","-"
"51573","Chivalrous Ambition Critical 100%","Critical chance =100%","15 seconds","-","-","BROTHERS_WHO_BROKE_UP_CRITICAL_RATE_GRADE_3","-"
"51574","Awoken Potion Prince","White Magic and Support abilities don't consume uses, cast speed x3.00 for White Magic and Support abilities, grants [HP Stock (2000)] to all allies after using White Magic and Support abilities","15 seconds","-","-","AWAKE_MODE_PRINCE_OF_POTION","-"
"51575","Invisibreak Uses","Keeps track of the number of uses of Invisibreak (0~3)","-","-","-","USED_ABILITY_COUNTER_INVISIBLE_BREAK",""
"51576","Arcane Dyad Empowered: Seven","Keeps track of the number of uses of Osmoselash (0~2), removed after using Osmoselash two times","-","-","-","ENHANCE_SHIN_OUGI_ASPILWHIP","-"
"51577","Osmoselash Damage Tracker","Increases Osmoselash level by 1 after dealing 100001 or 300001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Seven]","-","-","-","CHASE_MODE_FOR_ASPILWHIP","-"
"51578","Osmoselash Level","Keeps track of Osmoselash level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Seven]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_SEVEN","-"
"51579","Arcane Dyad Empowered: Josef","Keeps track of the number of uses of Snowfield Survivor (0~2), removed after using Snowfield Survivor two times","-","-","-","ENHANCE_SHIN_OUGI_SNOWFIELDMAN","-"
"51580","Snowfield Survivor Ability Tracker","Increases Snowfield Survivor level by 1 after using 7 Monk abilities during the status, removed if the character hasn't [Arcane Dyad Empowered: Josef]","-","-","-","CHASE_MODE_FOR_SNOWFIELDMAN","-"
"51581","Snowfield Survivor Level","Keeps track of Snowfield Survivor level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Josef]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_JOSEF","-"
"51582","Twin Element Mode III (Ice, Holy)","Grants [Attach Ice 2 with Stacking]/[Attach Holy 2 with Stacking] after using a Ice/Holy ability","1 turn","-","-","TWIN_ELEMENT_MODE_III_ICE_AND_HOLY","-"
"51583","Rebel Rune Knight Mode","Keeps track of the number of Ice or Holy abilities used (0~4), grants [Rebel Rune Knight Critical] to the user after using a Ice or Holy ability, grants [Ice, Holy Ability +50% Boost 1] to the user after using two Ice or Holy abilities, removed if the character hasn't [Synchro Mode]","-","-","-","ANTI_FLAG_MAGIC_SWORD_MODE","-"
"51584","Rebel Rune Knight Critical Chance","Critical chance =0/25/50/75/100% scaling with [Rebel Rune Knight Mode], removed if the character hasn't [Synchro Mode]","-","-","-","ANTI_FLAG_MAGIC_SWORD_MODE_FOR_CRITICAL","-"
"51585","Me Join You Mode","Grants [Yeti Mode]/[Super Yeti Mode]/[Mightiest Yeti Mode] to the user after using two of Insight or Big Avalanche if the user has Boss's Tip level 0/1/2, removed after triggering, removed if the character hasn't [Synchro Mode]","-","-","-","CHASE_MODE_FOR_YOUR_COMPANION_MODE","-"
"51586","Yeti Mode","Critical chance =50%, Ice abilities trigger 1 additional time, cast speed x2.00","2 turns","-","-","SNOW_MAN_MODE","-"
"51587","Super Yeti Mode","Critical chance =75%, Ice abilities trigger 1 additional time, cast speed x2.00","3 turns","-","-","SUPER_SNOW_MAN_MODE","-"
"51588","Mightiest Yeti Mode","Critical chance =100%, Ice abilities trigger 1 additional time, cast speed x3.00","3 turns","-","-","STRONGEST_SNOW_MAN_MODE","-"
"51589","Arcane Dyad Empowered: Prishe","Keeps track of the number of uses of Knuckle Sandwich (0~2), removed after using Knuckle Sandwich two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_PRISHE","-"
"51590","Knuckle Sandwich Damage Tracker","Increases Knuckle Sandwich level by 1 after dealing 100001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Prishe]","-","-","-","CHASE_MODE_FOR_KNUCKLE_SANDWICH","-"
"51591","Knuckle Sandwich Level","Keeps track of Knuckle Sandwich level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Prishe]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_PRISHE","-"
"51592","Arcane Dyad Empowered: Lion","Keeps track of the number of uses of Apex Walk the Plank (0~2), removed after using Apex Walk the Plank two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_LION","-"
"51593","Apex Walk the Plank Ability Tracker","Increases Apex Walk the Plank level by 1 after using 5 or 8 Water abilities during the status, removed if the character hasn't [Arcane Dyad Empowered: Lion]","-","-","-","CHASE_MODE_FOR_WALK_THE_PLANK_POLE","-"
"51594","Apex Walk the Plank Level","Keeps track of Apex Walk the Plank level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Lion]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_LION","-"
"51595","Green Cherry Glutton Mode","ATK +150%, DEF -50%, critical chance =100%, critical hits deal 50% more damage (additive with the base critical coefficient), removed if the character hasn't [Synchro Mode]","-","-","-","YELLOW_CHERRY_EXPLOSION_EAT_MODE","-"
"51596","","","","","","",""
"51597","Stalwart Survivor Mode","Casts Boost Morale when any Damage Reduction Barrier is removed, removed if the character hasn't [Synchro Mode]","-","-","-","POWER_PROUD_MODE","-"
"51598","Twin Element Mode (Ice, Lightning) v2","Grants [Attach Ice]/[Attach Lightning] after using a Ice/Lightning ability","1 turn","-","-","TWIN_ELEMENT_MODE_LIGHTNING_ICE","-"
"51599","Cheering Mode","Grants [Dualcast Dancer 1] to the character and [Dualcast Prismatic 1] to all other allies after using Repeating Samba, removed after triggering","15 seconds","-","-","CHASE_MODE_FOR_CHEERING_MODE","-"
"51600","Twin Element Mode III (Ice, Lightning) v2","Grants [Attach Ice 2 with Stacking]/[Attach Lightning 2 with Stacking] after using a Ice/Lightning ability","1 turn","-","-","TWIN_ELEMENT_MODE_III_LIGHTNING_ICE","-"
"51601","Arcane Dyad Empowered: Sephiroth (Fire)","Keeps track of the number of uses of Jenova (0~2), removed after using Jenova two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_SEPHIROTH_FIRE","-"
"51602","Jenova Damage Tracker","Increases Jenova level by 1 after dealing 100001 or 300001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Sephiroth (Fire)]","-","-","-","CHASE_MODE_FOR_GENOA","-"
"51603","Jenova Level","Keeps track of Jenova level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Sephiroth (Fire)]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_SEPHIROTH_FIRE","-"
"51604","Arcane Dyad Empowered: Bartz (Fire)","Keeps track of the number of uses of Master of Fire (0~2), removed after using Master of Fire two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_BUTS_FIRE","-"
"51605","Master of Fire Damage Tracker","Increases Master of Fire level by 1 after dealing 100001 or 300001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Bartz (Fire)]","-","-","-","CHASE_MODE_FOR_JOBSTAR_FLAME","-"
"51606","Master of Fire Level","Keeps track of Master of Fire level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Bartz (Fire)]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_BUTS_FIRE","-"
"51607","Arcane Dyad Empowered: Matoya","Keeps track of the number of uses of Matoya's Might (0~2), removed after using Matoya's Might two times","-","-","-","ENHANCE_SHIN_OUGI_FOR_MATOYA","-"
"51608","Matoya's Might Damage Tracker","Increases Matoya's Might level by 1 after dealing 100001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Matoya]","-","-","-","CHASE_MODE_FOR_WITCH_MATOYA_POWER","-"
"51609","Matoya's Might Level","Keeps track of Matoya's Might level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Matoya]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_MATOYA","-"
"51610","Awoken Chosen One","Dark and Fire abilities don't consume uses, cast speed x2.00/2.25/2.50/2.75/3.00 for Dark and Fire abilities at ability rank 1/2/3/4/5, casts Mesocyclone after using a Dark or Fire ability","15 seconds","-","-","AWAKE_MODE_CHOSEN_PERSON","-"
"51611","Linked Materia Mode II (Fire, Dark)","Grants [Attach Fire with Stacking]/[Attach Dark with Stacking] after using a Fire/Dark ability","1 turn","-","-","LINK_MATERIA_MODE_MODE_II_DARK_FIRE","-"
"51612","Linked Burst Mode: XI","Grants [Buff Prismatic 10% (15s)] to all allies after a XI ally uses an elemental attack, triggers only once per element, removed after triggering three times","15 seconds","-","-","LINK_BURST_MODE_XI","-"
"51613","Flame Resolve Mode","Casts Blade of Embers when another ally uses a Fire ability, removed after triggering four times, grants [Quadracast Spellblade 1] when removed","15 seconds","-","-","CHASE_MODE_FOR_FLAME_DETERMINATION_MODE","-"
"51614","Quartz Eye Mode III (Fire, Ice, Lightning)","Grants [Attach Fire 2 with Stacking]/[Attach Ice 2 with Stacking]/[Attach Lightning 2 with Stacking] after using a Fire/Ice/Lightning ability","1 turn","-","-","QUARTZ_EYE_MODE_III","-"
"51615","Rousing Charge Mode III (Fire, Lightning, Earth)","Grants [Attach Fire 2 with Stacking]/[Attach Lightning 2 with Stacking]/[Attach Earth 2 with Stacking] after using a Fire/Lightning/Earth ability","1 turn","-","-","FIGHTING_SPIRIT_CHARGE_MODE_III","-"
"51616","Frenzied Monk Mode","ATK +30%, critical hits deal 50% more damage (additive with the base critical coefficient), casts Ballistic Fist after dealing a critical hit with an ability if the character has Martial Will level 1+","15 seconds","-","-","CHASE_MODE_FOR_FIERCE_FIGHT_FIGHTER_MODE","-"
"51617","Arcane Dyad Empowered: Genesis","Keeps track of the number of uses of LOVELESS (0~2), removed after using LOVELESS two times","-","-","-","ENHANCE_SHIN_OUGI_LOVELESS","-"
"51618","LOVELESS Damage Tracker","Increases LOVELESS level by 1 after dealing 100001 or 300001 total damage during the status, removed if the character hasn't [Arcane Dyad Empowered: Genesis]","-","-","-","CHASE_MODE_FOR_LOVELESS","-"
"51619","LOVELESS Level","Keeps track of LOVELESS level (0~2), removed if the character hasn't [Arcane Dyad Empowered: Genesis]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_GENESIS","-"
"51620","Arcane Dyad Empowered: Barret","Keeps track of the number of uses of Catastrophe (0~2), removed after using Catastrophe two times","-","-","-","ENHANCE_SHIN_OUGI_CATASTROPHE","-"
"51621","Catastrophe Ability Tracker","Increases Catastrophe level by 1 after using 7 Machinist or Support abilities during the status, removed if the character hasn't [Arcane Dyad Empowered: Barret]","-","-","-","CHASE_MODE_FOR_CATASTROPHE","-"
"51622","Catastrophe Level","Keeps track of Catastrophe level (0~1), removed if the character hasn't [Arcane Dyad Empowered: Barret]","-","-","-","STATE_LEVEL_BY_GENERAL_VALUE_WHILE_ENHANCE_SHIN_OUGI_FOR_BULLET","-"
