"Element","Img","Name","Realm","Rarity","HP","ATK","DEF","MAG","RES","MND","SPD","Passive 1","1","Passive 2","2","Passive 3","3","Passive 4","4","Passive 5","5","Passive 6","6","Passive 7","7","Passive 8","8","Passive 9","9","Passive 10","10","Passive 11","11","Passive 12","12","Ultra Skill Img","Magicite Ultra Skill","Type","Auto Target","Formula","Multiplier","Ultra Skill Element","Time","Effects","Counter","Ultra Skill Name (JP)","Cooldown","Duration","ID","✓"
"Prismatic","","Eden (Ultra Attack) (Earth)","-","","6272","314","267","270","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Earth","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 59999, ignores DEF, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Physical and Eden's High Breath Physical on the next 2  turns","N","【契】エターナル・ブレス・攻","0.01","8.00","161000229",""
"Prismatic","","Eden (Ultra Attack) (Wind)","-","","6272","314","267","270","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Wind","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 59999, ignores DEF, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Physical and Eden's High Breath Physical on the next 2  turns","N","【契】エターナル・ブレス・攻","0.01","8.00","161000230",""
"Prismatic","","Eden (Ultra Attack) (Water)","-","","6272","314","267","270","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Water","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 59999, ignores DEF, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Physical and Eden's High Breath Physical on the next 2  turns","N","【契】エターナル・ブレス・攻","0.01","8.00","161000231",""
"Prismatic","","Eden (Ultra Attack) (Holy)","-","","6272","314","267","270","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Holy","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 59999, ignores DEF, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Physical and Eden's High Breath Physical on the next 2  turns","N","【契】エターナル・ブレス・攻","0.01","8.00","161000232",""
"Prismatic","","Eden (Ultra Attack) (Dark)","-","","6272","314","267","270","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Dark","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 59999, ignores DEF, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Physical and Eden's High Breath Physical on the next 2  turns","N","【契】エターナル・ブレス・攻","0.01","8.00","161000233",""
"Prismatic","","Eden (Ultra Attack) (Poison)","-","","6272","314","267","270","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Poison","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 59999, ignores DEF, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Physical and Eden's High Breath Physical on the next 2  turns","N","【契】エターナル・ブレス・攻","0.01","8.00","161000234",""
"Prismatic","","Eden (Ultra Magic) (Fire)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Fire","15","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000235",""
"Prismatic","","Eden (Ultra Magic) (Ice)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Ice","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000236",""
"Prismatic","","Eden (Ultra Magic) (Lightning)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Lightning","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000237",""
"Prismatic","","Eden (Ultra Magic) (Earth)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Earth","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000238",""
"Prismatic","","Eden (Ultra Magic) (Wind)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Wind","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000239",""
"Prismatic","","Eden (Ultra Magic) (Water)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Water","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000240",""
"Prismatic","","Eden (Ultra Magic) (Holy)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Holy","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000241",""
"Prismatic","","Eden (Ultra Magic) (Dark)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Dark","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000242",""
"Prismatic","","Eden (Ultra Magic) (Poison)","-","","6272","270","267","314","267","267","1100","Spectral Space Diversion","8","Spectral Space Seal: Poison","15","[Spectral Space Seal: Fire Slot]","-","[Spectral Space Seal: Ice Slot]","-","[Spectral Space Seal: Wind Slot]","-","[Spectral Space Seal: Earth Slot]","-","[Spectral Space Seal: Lightning Slot]","-","[Spectral Space Seal: Water Slot]","-","[Spectral Space Seal: Holy Slot]","-","[Spectral Space Seal: Dark Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Eternal Breath Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 59999, ignores RES, causes [Imperil Prismatic 10% (?s)], casts respectively Eden's Breath Magic and Eden's High Breath Magic on the next 2  turns","N","【契】エターナル・ブレス・魔","0.01","8.00","161000243",""
"Prismatic","","Raiden (Ultra Attack) (Fire)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Fire","15","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000244",""
"Prismatic","","Raiden (Ultra Attack) (Ice)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Ice","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000245",""
"Prismatic","","Raiden (Ultra Attack) (Lightning)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Lightning","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000246",""
"Prismatic","","Raiden (Ultra Attack) (Earth)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Earth","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000247",""
"Prismatic","","Raiden (Ultra Attack) (Wind)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Wind","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000248",""
"Prismatic","","Raiden (Ultra Attack) (Water)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Water","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000249",""
"Prismatic","","Raiden (Ultra Attack) (Holy)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Holy","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000250",""
"Prismatic","","Raiden (Ultra Attack) (Dark)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Dark","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000251",""
"Prismatic","","Raiden (Ultra Attack) (Poison)","-","","6212","308","268","269","268","268","202","True Knight Diversion","15","True Knight Seal: Poison","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・攻","0.01","15.00","161000252",""
"Prismatic","","Raiden (Ultra Magic) (Fire)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Fire","15","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000253",""
"Prismatic","","Raiden (Ultra Magic) (Ice)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Ice","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000254",""
"Prismatic","","Raiden (Ultra Magic) (Lightning)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Lightning","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000255",""
"Prismatic","","Raiden (Ultra Magic) (Earth)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Earth","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000256",""
"Prismatic","","Raiden (Ultra Magic) (Wind)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Wind","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000257",""
"Prismatic","","Raiden (Ultra Magic) (Water)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Water","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000258",""
"Prismatic","","Raiden (Ultra Magic) (Holy)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Holy","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Dark Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000259",""
"Prismatic","","Raiden (Ultra Magic) (Dark)","-","","6212","269","268","308","268","268","202","True Knight Diversion","15","True Knight Seal: Dark","15","[True Knight Seal: Fire Slot]","-","[True Knight Seal: Ice Slot]","-","[True Knight Seal: Wind Slot]","-","[True Knight Seal: Earth Slot]","-","[True Knight Seal: Lightning Slot]","-","[True Knight Seal: Water Slot]","-","[True Knight Seal: Holy Slot]","-","[True Knight Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Shin-Zantetsuken Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】真・斬鉄剣・魔","0.01","15.00","161000260",""
