"Realm Core Core Core Core Core Core Core Core Core Core Core Core Core Core","Character Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro Tyro","Img ","Name HP +100 HP +200 HP +300 HP +400 HP +1000 HP +100 HP +100 HP +100 HP +100 HP +200 HP +200 HP +200 HP +200 HP +400","Effect HP +100 HP +200 HP +300 HP +400 HP +1000 HP +100 HP +100 HP +100 HP +100 HP +200 HP +200 HP +200 HP +200 HP +400","Mote 1 Required Spirit (6★) Spirit (6★) Spirit (6★) Spirit (6★) Spirit (6★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★) Spirit (7★)","5 7 10 13 15 1 1 1 1 2 2 2 2 4","Mote 2 Required Dexterity (6★) Dexterity (6★) Dexterity (6★) Dexterity (6★) Dexterity (6★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★) Dexterity (7★)","5 7 10 13 15 1 1 1 1 2 2 2 2 4","Mote 3 Required Vitality (6★) Vitality (6★) Vitality (6★) Vitality (6★) Vitality (6★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★) Vitality (7★)","5 7 10 13 15 1 1 1 1 2 2 2 2 4","Mote 4 Required ","","Hero Mote Required ",""
"VIII","Ward","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Ward","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Ward","","DEF +10","DEF +10","Dexterity (6★)","7","Vitality (6★)","14","","","","","",""
"VIII","Ward","","RES +10","RES +10","Spirit (6★)","4","Dexterity (6★)","2","","","","","",""
"VIII","Ward","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"VIII","Ward","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"VIII","Ward","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"VIII","Ward","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"VIII","Ward","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"VIII","Ward","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Ward","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Ward","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Ward","","HP +200","HP +200","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Ward","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Ward","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Ward","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Ward","","SPD +10","SPD +10","Spirit (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Ward","","","PHY dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Ward","","VIII Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 VIII characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"VIII","Ward","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Ward","","HP +1000","HP +1000","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Ward","","","Water, Ice and Earth ability dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"VIII","Ward","","","ATK +150","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","","","",""
"VIII","Ward","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Ward","","Massive Anchor","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"VIII","Ward","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Ward","","","VIII Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Ward","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"VIII","Ward","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Ward","","","Water Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"VIII","Ward","","","Ice Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"VIII","Ward","","","Earth Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"VIII","Ward","","Anchor Rain","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"VIII","Quistis","","DEF +10","DEF +10","Dexterity (6★)","11","Vitality (6★)","5","","","","","",""
"VIII","Quistis","","DEF +10","DEF +10","Dexterity (6★)","6","Vitality (6★)","3","","","","","",""
"VIII","Quistis","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","3","","","","","",""
"VIII","Quistis","","DEF +10","DEF +10","Dexterity (6★)","4","Vitality (6★)","2","","","","","",""
"VIII","Quistis","","MAG +10","MAG +10","Dexterity (6★)","5","","","","","","","",""
"VIII","Quistis","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"VIII","Quistis","","MAG +10","MAG +10","Dexterity (6★)","20","","","","","","","",""
"VIII","Quistis","","MAG +10","MAG +10","Dexterity (6★)","14","","","","","","","",""
"VIII","Quistis","","MAG +10","MAG +10","Dexterity (6★)","11","","","","","","","",""
"VIII","Quistis","","MAG +10","MAG +10","Dexterity (6★)","7","","","","","","","",""
"VIII","Quistis","","MAG +10","MAG +10","Dexterity (6★)","5","","","","","","","",""
"VIII","Quistis","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"VIII","Quistis","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"VIII","Quistis","","RES +10","RES +10","Spirit (6★)","4","Dexterity (6★)","2","","","","","",""
"VIII","Quistis","","RES +10","RES +10","Spirit (6★)","3","Dexterity (6★)","1","","","","","",""
"VIII","Quistis","","MND +10","MND +10","Spirit (6★)","20","","","","","","","",""
"VIII","Quistis","","MND +10","MND +10","Spirit (6★)","17","","","","","","","",""
"VIII","Quistis","","MND +10","MND +10","Spirit (6★)","14","","","","","","","",""
"VIII","Quistis","","MND +10","MND +10","Spirit (6★)","11","","","","","","","",""
"VIII","Quistis","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Quistis","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Quistis","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Quistis","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"VIII","Quistis","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"VIII","Quistis","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Quistis","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Quistis","","HP +200","HP +200","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Quistis","","","BLK dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Quistis","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Quistis","","SPD +10","SPD +10","Spirit (6★)","3","Vitality (6★)","1","","","","","",""
"VIII","Quistis","","VIII Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 VIII characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"VIII","Quistis","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Quistis","","HP +1000","HP +1000","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Quistis","","","MAG +80","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"VIII","Quistis","","","Water and Poison ability dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"VIII","Quistis","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Quistis","","Hail to the Queen","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"VIII","Quistis","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Quistis","","","VIII Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Quistis","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"VIII","Quistis","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Quistis","","","Water Harmony - Magic","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"VIII","Quistis","","","Poison Harmony - Magic","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","20","","","","","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","5","","","","","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","14","","","","","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","11","","","","","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Irvine","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Irvine","","DEF +10","DEF +10","Dexterity (6★)","1","Vitality (6★)","3","","","","","",""
"VIII","Irvine","","DEF +10","DEF +10","Dexterity (6★)","3","Vitality (6★)","5","","","","","",""
"VIII","Irvine","","DEF +10","DEF +10","Dexterity (6★)","1","Vitality (6★)","3","","","","","",""
"VIII","Irvine","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Irvine","","DEF +10","DEF +10","Dexterity (6★)","4","Vitality (6★)","7","","","","","",""
"VIII","Irvine","","DEF +10","DEF +10","Dexterity (6★)","6","Vitality (6★)","12","","","","","",""
"VIII","Irvine","","DEF +10","DEF +10","Dexterity (6★)","4","Vitality (6★)","7","","","","","",""
"VIII","Irvine","","RES +10","RES +10","Spirit (6★)","3","Dexterity (6★)","1","","","","","",""
"VIII","Irvine","","RES +10","RES +10","Spirit (6★)","3","Dexterity (6★)","1","","","","","",""
"VIII","Irvine","","RES +10","RES +10","Spirit (6★)","7","Dexterity (6★)","4","","","","","",""
"VIII","Irvine","","RES +10","RES +10","Spirit (6★)","5","Dexterity (6★)","3","","","","","",""
"VIII","Irvine","","RES +10","RES +10","Spirit (6★)","12","Dexterity (6★)","6","","","","","",""
"VIII","Irvine","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"VIII","Irvine","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"VIII","Irvine","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Irvine","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"VIII","Irvine","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Irvine","","HP +300","HP +300","Spirit (6★)","9","Dexterity (6★)","9","Vitality (6★)","9","","","",""
"VIII","Irvine","","HP +400","HP +400","Spirit (6★)","11","Dexterity (6★)","11","Vitality (6★)","11","","","",""
"VIII","Irvine","","SPD +10","SPD +10","Spirit (6★)","1","Vitality (6★)","3","","","","","",""
"VIII","Irvine","","","PHY dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Irvine","","VIII Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 VIII characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"VIII","Irvine","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Irvine","","","Fire ability dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"VIII","Irvine","","HP +1000","HP +1000","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"VIII","Irvine","","","ATK +90","Spirit (6★)","18","Dexterity (6★)","18","Vitality (6★)","18","","","",""
"VIII","Irvine","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Irvine","","Canister Shot","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"VIII","Irvine","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Irvine","","","VIII Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Irvine","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"VIII","Irvine","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","14","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","20","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","5","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"VIII","Laguna","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"VIII","Laguna","","DEF +10","DEF +10","Dexterity (6★)","1","Vitality (6★)","3","","","","","",""
"VIII","Laguna","","DEF +10","DEF +10","Dexterity (6★)","3","Vitality (6★)","6","","","","","",""
"VIII","Laguna","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Laguna","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Laguna","","DEF +10","DEF +10","Dexterity (6★)","7","Vitality (6★)","14","","","","","",""
"VIII","Laguna","","RES +10","RES +10","Spirit (6★)","4","Dexterity (6★)","2","","","","","",""
"VIII","Laguna","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"VIII","Laguna","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"VIII","Laguna","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"VIII","Laguna","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"VIII","Laguna","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"VIII","Laguna","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Laguna","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Laguna","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Laguna","","HP +200","HP +200","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Laguna","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Laguna","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Laguna","","","Machinist dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"VIII","Laguna","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Laguna","","SPD +10","SPD +10","Spirit (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Laguna","","","PHY dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Laguna","","VIII Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 VIII characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"VIII","Laguna","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Laguna","","HP +1000","HP +1000","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Laguna","","","ATK +50","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Laguna","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Laguna","","Desperado","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"VIII","Laguna","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Laguna","","","VIII Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Laguna","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"VIII","Laguna","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Laguna","","","Ice Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","14","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","20","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","3","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","5","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","7","","","","","","","",""
"VIII","Seifer","","ATK +10","ATK +10","Vitality (6★)","9","","","","","","","",""
"VIII","Seifer","","DEF +10","DEF +10","Dexterity (6★)","1","Vitality (6★)","3","","","","","",""
"VIII","Seifer","","DEF +10","DEF +10","Dexterity (6★)","3","Vitality (6★)","6","","","","","",""
"VIII","Seifer","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Seifer","","DEF +10","DEF +10","Dexterity (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Seifer","","DEF +10","DEF +10","Dexterity (6★)","7","Vitality (6★)","14","","","","","",""
"VIII","Seifer","","RES +10","RES +10","Spirit (6★)","4","Dexterity (6★)","2","","","","","",""
"VIII","Seifer","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"VIII","Seifer","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"VIII","Seifer","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"VIII","Seifer","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"VIII","Seifer","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"VIII","Seifer","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Seifer","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Seifer","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Seifer","","HP +200","HP +200","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Seifer","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Seifer","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Seifer","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Seifer","","SPD +10","SPD +10","Spirit (6★)","5","Vitality (6★)","10","","","","","",""
"VIII","Seifer","","","PHY dam. +6%","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Seifer","","VIII Bond","Increases ATK, DEF, MAG, RES and MND by 2/4/6/8/10% if there are 1/2/3/4/5 VIII characters in the party","Spirit (6★)","16","Dexterity (6★)","16","Vitality (6★)","16","","","",""
"VIII","Seifer","","Cast Speed +8%","Cast speed +8%","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Seifer","","HP +1000","HP +1000","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Seifer","","","Dark and Fire ability dam. +6%","Spirit (6★)","14","Dexterity (6★)","14","Vitality (6★)","14","","","",""
"VIII","Seifer","","","ATK +60","Spirit (6★)","12","Dexterity (6★)","12","Vitality (6★)","12","","","",""
"VIII","Seifer","","Bloodfest","Hero Ability","Spirit (6★)","30","Dexterity (6★)","30","Vitality (6★)","30","Record Sapphire","100","",""
"VIII","Seifer","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Seifer","","Weakness Damage +4%","Increases damage dealt by 4% when exploiting elemental weakness","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Seifer","","","VIII Realm Damage Boost","Spirit (6★)","20","Dexterity (6★)","20","Vitality (6★)","20","","","",""
"VIII","Seifer","","Anti-Damage 4%","Reduces physical or magical damage taken by 4%","Spirit (6★)","15","Dexterity (6★)","15","Vitality (6★)","15","","","",""
"VIII","Seifer","","Arcane Knowledge","Magia EXP +400","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Seifer","","","Fire Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"VIII","Seifer","","","Dark Harmony - Physical","Spirit (6★)","25","Dexterity (6★)","25","Vitality (6★)","25","","","",""
"VIII","Edea","","DEF +10","DEF +10","Dexterity (6★)","14","Vitality (6★)","7","","","","","",""
"VIII","Edea","","DEF +10","DEF +10","Dexterity (6★)","10","Vitality (6★)","5","","","","","",""
"VIII","Edea","","DEF +10","DEF +10","Dexterity (6★)","10","Vitality (6★)","5","","","","","",""
"VIII","Edea","","DEF +10","DEF +10","Dexterity (6★)","4","Vitality (6★)","2","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","20","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","9","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","7","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","5","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","9","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","7","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","3","","","","","","","",""
"VIII","Edea","","MAG +10","MAG +10","Dexterity (6★)","14","","","","","","","",""
"VIII","Edea","","RES +10","RES +10","Spirit (6★)","14","Dexterity (6★)","7","","","","","",""
"VIII","Edea","","RES +10","RES +10","Spirit (6★)","10","Dexterity (6★)","5","","","","","",""
"VIII","Edea","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"VIII","Edea","","RES +10","RES +10","Spirit (6★)","6","Dexterity (6★)","3","","","","","",""
"VIII","Edea","","RES +10","RES +10","Spirit (6★)","3","Dexterity (6★)","1","","","","","",""
"VIII","Edea","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Edea","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Edea","","HP +100","HP +100","Spirit (6★)","5","Dexterity (6★)","5","Vitality (6★)","5","","","",""
"VIII","Edea","","HP +100","HP +100","Spirit (6★)","3","Dexterity (6★)","3","Vitality (6★)","3","","","",""
"VIII","Edea","","HP +100","HP +100","Spirit (6★)","2","Dexterity (6★)","2","Vitality (6★)","2","","","",""
"VIII","Edea","","HP +100","HP +100","Spirit (6★)","1","Dexterity (6★)","1","Vitality (6★)","1","","","",""
"VIII","Edea","","HP +200","HP +200","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Edea","","HP +300","HP +300","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
"VIII","Edea","","Weakness Damage +6%","Increases damage dealt by 6% when exploiting elemental weakness","Spirit (6★)","10","Dexterity (6★)","10","Vitality (6★)","10","","","",""
"VIII","Edea","","HP +400","HP +400","Spirit (6★)","7","Dexterity (6★)","7","Vitality (6★)","7","","","",""
