"Realm","Character","Img","Name","Tier","LB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Minimum LB Points","Mastery Bonus","Limit Break Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"XII","Basch","","Woven Bond: Basch (Holy)","LBC","","PHY","Single enemy","Physical","8.00","Holy, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Basch] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Maximillian (XII)","紡絆・バッシュ聖","22180027","","","✓"
"XII","Ashe","","Thunder Flash (Ashe)","LBG","","BLK","Single enemy","Magical","7.50","Lightning, NE","0.01","One single attack (7.50) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","","Lightning Damage Up","Crown of Laurels (XII)","雷閃【アーシェ】","20710019","","✓","✓"
"XII","Ashe","","Northswain Bolt","LBO","","BLK","Single enemy","Magical","120.00","Lightning","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Queen's Veil (XII)","天砕北斗稲妻斬","20710022","","✓","✓"
"XII","Ashe","","Woven Bond: Ashe (Lightning)","LBC","","BLK","Single enemy","Magical","26.00","Lightning","0.01","Ten single attacks (2.60 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode: Ashe] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Vigilante (XII)","紡絆・アーシェ雷","20710025","","","✓"
"XII","Penelo","","Woven Bond: Penelo","LBC","","WHT","Single enemy","Magical","","Holy, NE","0.01","Ten single attacks (? each) capped at 19999, activates XII Chain (max 150, field +0%) or adds 25 to the current XII Chain maximum limit, and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Penelo)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","Cleric's Robes (XII)","紡絆・パンネロ","22060017","","",""
"XII","Gabranth","","Dual Rend","LBO","","PHY","Single enemy","Physical","40.00","Dark","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Twilight (XII)","二刀連斬","22370016","10","✓","✓"
"XII","Gabranth","","Woven Bond: Gabranth (Dark)","LBC","","PHY","Single enemy","Physical","","Dark, NE","0.01","10 single-target Dark/NE physical attacks at Cap Break Level 1, activates Dark Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: At Chain Count 50 & 100, chases with single-target Dark/NE Overflow physical attack, multiplier increases with each chase, Quick Dark 2 to user","N","Lowest HP% enemy","250","","","Force Shield (XII)","紡絆・ガブラス闇","22370030","","",""
"XII","Vayne","","Contempt","LBO","","NAT","Single enemy","Hybrid","","Dark","2.50","Four single ranged hybrid attacks (1.00 or 3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, ignores RES, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Enigma (XII)","断罪","22620011","10","✓","✓"
"XII","Reks","","Woven Bond: Reks","LBC","","PHY","Single enemy","Physical","","Lightning, NE","0.01","Ten single attacks (? each) capped at 19999, activates XII Chain (max 150, field +0%) or adds 25 to the current XII Chain maximum limit, grants [Chain Force Mode: Reks] and [Instant Cast 1] to the user","N","Lowest HP% enemy","250","","","Astral Sword (XII)","紡絆・レックス","22770018","","",""
"XIII","Lightning","","Artemis's Arrows","LBO","","PHY","Single enemy","Physical","40.00","Lightning","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Helter-Skelter (XIII)","アルテミスピアス","20600026","10","✓","✓"
"XIII","Lightning","","Guardian Odin","LBGS","","NAT","Self","","","","0.01","Summons Odin for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Lightning 3 with Stacking], [Damage Cap +20000] and [Last Stand] to Odin","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","Velvet Bouncer (XIII)","Gオーディン","20600034","","✓","✓"
"XIII","Lightning","","Woven Bond: Lightning","LBC","","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes from Lightning/NE to Holy/NE if the user has any Attach Holy, activates XIII Chain (max 150, field +0%) or adds 25 to the current XIII Chain maximum limit, grants [Chain Force Mode: Lightning] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Excalibur (XIII)","紡絆・ライトニング","20600039","","","✓"
"XIII","Lightning","","Woven Bond: Lightning (Lightning)","LBC","","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999 activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode: Lightning (Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Demonslayer (XIII)","紡絆・ライトニング雷","20600044","","","✓"
"XIII","Snow","","Ice Raiment (Snow)","LBG","","NAT","All allies","","","","0.01","Grants [Attach Ice]","N","All allies","250","ATK +10","Ice Damage Up","Chivalry Emblem (XIII)","氷装【スノウ】","20310020","8","✓","✓"
"XIII","Snow","","Ice Chain Promise","LBO","","PHY","Single enemy","Physical","32.00","Ice","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [50% Damage Reduction Barrier 2] to all allies","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Crystal Guard (XIII)","氷鎖の約束","20310021","10","✓","✓"
"XIII","Snow","","Guardian Shiva","LBGS","","NAT","Self","","","","0.01","Summons Shiva for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Ice 3 with Stacking] and [Damage Cap +20000] to Shiva","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","White Armlet (XIII)","Gシヴァ","20310030","","","✓"
"XIII","Snow","","Woven Bond: Snow (Ice)","LBC","","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Snow] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Maverick (XIII)","紡絆・スノウ氷","20310032","","","✓"
"XIII","Snow","","Woven Bond: Snow","LBC","","PHY","Single enemy","Physical","","Ice, NE","0.01","10 single-target Ice/NE physical attacks at Cap Break Level 1, activates Ice Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: At Chain Count 50 & 100, chases with single-target Ice/NE Overflow physical attack, multiplier increases with each chase, Quick Ice 2 to user","N","Lowest HP% enemy","250","","","Viceroy of Yusnaan B (XIII)","紡絆・スノウ","20310036","","",""
"XIII","Vanille","","Woven Bond: Vanille","LBC","","WHM","Single enemy","Magical","27.00","Holy, NE","0.01","Ten single attacks (2.70 each) capped at 19999, activates XIII Chain (max 150, field +0%) or adds 25 to the current XIII Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Vanille] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Luminous Robe (XIII)","紡絆・ヴァニラ","20320022","","","✓"
"XIII","Sazh","","Father's Gift","LBO","","PHY","Single enemy","Physical","32.00","Fire, Ice, Lightning","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Procyons (XIII)","息子に届け","20610016","","✓","✓"
"XIII","Sazh","","Woven Bond: Sazh","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates XIII Chain (max 150, field +0%) or adds 25 to the current XIII Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Sazh] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Hydras (XIII)","紡絆・サッズ","20610021","","","✓"
"XIII","Hope","","Divine Flash (Hope)","LBG","","BLK","Single enemy","Magical","7.50","Holy, NE","0.01","One single attack (7.50) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","MAG +10","Holy Damage Up","Shaman's Mark (XIII)","聖閃【ホープ】","20770016","","✓","✓"
"XIII","Hope","","Woven Bond: Hope (Holy)","LBC","","SUM","Single enemy","Magical","26.00","Holy, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit, grants [Chain Force Mode: Hope (Holy)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Naberius (XIII)","紡絆・ホープ聖","20770025","","","✓"
"XIII","Fang","","Highwind Dive","LBO","","PHY","Single enemy","Physical","40.00","Wind","2.50","Five single ranged jump attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Dragon Gloves (XIII)","ハイウィンドダイブ","22030022","","✓","✓"
"XIII","Serah","","Our Private Heaven","LBO","","BLK","Single enemy","Magical","96.00","Ice, Water","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Magic Bow (XIII)","秘密の場所だね","22260032","","","✓"
"XIII","Serah","","Woven Bond: Serah (Ice)","LBC","","BLK","Single enemy","Magical","26.00","Ice, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Serah (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Fatal Barb (XIII)","紡絆・セラ氷","22260041","","","✓"
"XIII","Cid Raines","","Woven Bond: Raines (Dark)","LBC","","BLK","Single enemy","Magical","26.00","Dark, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit, grants [Chain Force Mode: Raines (Dark)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Raines' Steel Claw (XIII)","紡絆・レインズ闇","22410023","","","✓"
"XIII","Noel","","Javelin Rush","LBO","","PHY","Single enemy","Physical","32.00","Ice, Water","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Durable Grimoire Hat (XIII)","ジャベリンラッシュ","22450019","","✓","✓"
"XIII","Noel","","Woven Bond: Noel (Ice)","LBC","","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Noel (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Noel's Balmung (XIII)","紡絆・ノエル氷","22450024","","","✓"
"XIII","Noel","","Bond Flash: Noel","LBG","","NAT","All allies","","","","0.01","Grants [Quick Cast 2], and [ATK and MAG +30%, DEF and RES +25% (25s)] with at least 4 XIII members in the party","N","All allies","250","ATK +10","Prismatic Damage Up","Lunate Armlet (XIII)","絆閃【ノエル】","22450031","","","✓"
"XIII","Noel","","Woven Bond: Noel (Water)","LBC","","PHY","Single enemy","Physical","","Water, NE","0.01","10 single-target Water/NE ranged physical attacks at Cap Break Level 1, activates Water Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using Water abilities, chases with 6 single-target Water/NE ranged physical attacks (max 2 chases)","N","Lowest HP% enemy","250","","","Mirage Vest (XIII)","紡絆・ノエル水","22450035","","",""
"XIII","Nabaat","","Woven Bond: Nabaat","LBC","","BLK","Single enemy","Magical","","Dark, NE","0.01","10 single-target Dark/NE magic attacks at Cap Break Level 1, activates XIII Chain (150 or +25) & +10 Chain Count to all targets, Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using a Dark abilitu, grants Instant Cast 1 to party (max 2 chases)","N","Lowest HP% enemy","250","","","Estoc (XIII)","紡絆・ナバート","22760024","","",""
"XIV","Y'shtola","","Scion's Meteor","LBO","","BLK","Single enemy","Magical","96.00","Fire, Ice, Lightning, Dark","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Night Seeker (XIV)","サイオンズ・メテオ","20960011","10","✓","✓"
"XIV","Y'shtola","","Woven Bond: Y'shtola","LBC","","BLK","Single enemy","Magical","26.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, element of entry damage changes from Ice/NE, Lightning/NE or Dark/NE if the user has any Attach Ice, Attach Lightning or Attach Dark, activates XIV Chain (max 150, field +0%) or adds 25 to the current XIV Chain maximum limit, grants [Chain Force Mode: Y'shtola] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Rod of Light (XIV)","紡絆・ヤ・シュトラ","20960023","","","✓"
"XIV","Papalymo","","Fire Flash (Papalymo)","LBG","","BLK","Single enemy","Magical","7.50","Fire, NE","0.01","One single attack (7.50) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","MAG +10","Fire Damage Up","Ironworks Magitek Rod (XIV)","炎閃【パパリモ】","22330016","","✓","✓"
"XIV","Papalymo","","Woven Bond: Papalymo (Fire)","LBC","","BLK","Single enemy","Magical","26.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Papalymo] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Catalyst (XIV)","紡絆・パパリモ炎","22330017","","","✓"
"XIV","Papalymo","","Scion's Fire","LBO","","BLK","Single enemy","Magical","120.00","Fire","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Vanargand (XIV)","サイオンズ・ファイア","22330020","","","✓"
"XIV","Papalymo","","Woven Bond (Papalymo)","LBC","","BLK","Single enemy","Magical","26.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates XIV Chain (max 150, field +0%) or adds 25 to the current XIV Chain maximum limit, grants [Chain Force Mode: Papalymo] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Elemental Rod(XIV)","紡絆・パパリモ","22330024","","","✓"
"XIV","Alphinaud","","Woven Bond: Alphinaud (Wind)","LBC","","SUM","Single enemy","Magical","26.00","Wind, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode: Alphinaud] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Galdrabok (XIV)","紡絆・アルフィノ風","22530018","","","✓"
"XIV","Minfilia","","Woven Bond (Minfilia)","LBC","","PHY","Single enemy","Physical","8.00","Holy, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates XIV Chain (max 150, field +0%) or adds 25 to the current XIV Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Minfilia] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Galatyn (XIV)","紡絆・ミンフィリア","22520017","","","✓"
"XIV","Ysayle","","Ice Raiment (Ysayle)","LBG","","NAT","All allies","","","","0.01","Grants [Attach Ice]","N","All allies","250","MAG +10","Ice Damage Up","Voeburtite Tunic of Casting (XIV)","氷装【イゼル】","23130009","8","✓","✓"
"XIV","Ysayle","","Woven Bond: Ysayle (Ice)","LBC","","SUM","Single enemy","Magical","8.00","Ice, NE","0.01","Ten single summon attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Ysayle - Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","Augmented Hailstorm Crown of Casting (XIV)","紡絆・イゼル氷","23130017","","",""
"XIV","Haurchefant","","Last Bastion","LBO","","PHY","Single enemy","Physical","40.00","Holy, Ice","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Priwen (XIV)","ラストバスティオン","23110009","10","✓","✓"
"XIV","Alisaie","","Vermillion Scourge","LBO","","BLK","Single enemy","Magical","96.00","Wind, Lightning","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Fae Rapier (XIV)","ヴァーミリオンスカージ","23510010","","✓","✓"
"XIV","Alisaie","","Woven Bond: Alisaie","LBC","","BLK","Single enemy","Magical","26.00","Wind, Lightning","2.50","Ten single attacks (2.60 each) capped at 19999, element of entry damage changes from Wind/NE or Lightning/NE if the user has any Attach Wind or Attach Lightning, activates XIV Chain (max 150, field +0%) or adds 25 to the current XIV Chain maximum limit, grants [Chain Force Mode: Alisaie] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Monstrorum Foil (XIV)","紡絆・アリゼー","23510015","","","✓"
"XV","Noctis","","Ancillary Link-Strike","LBO","","PHY","Single enemy","Physical","32.00","Fire, Earth, Lightning","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Lucian King's Jacket (XV)","アナザーリンクアタック","22740014","10","✓","✓"
"XV","Noctis","","Woven Bond: Noctis (Earth)","LBC","","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Earth Chain (max 150, field +0%) or adds 25 to the current Earth Chain maximum limit, grants [Chain Force Mode: Noctis] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Durandal (XIV)","紡絆・ノクティス地","22740024","","","✓"
"XV","Noctis","","Woven Bond: Noctis (Fire)","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Noctis  (Fire)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Black Cowl (XV)","紡絆・ノクティス炎","22740037","","","✓"
"XV","Noctis","","Woven Bond: Noctis (Lightning)","LBC","","PHY","Single enemy","Physical","","Lightning, NE","0.01","10 single-target Lightning/NE physical attacks at Cap Break Level 1, activates Lightning Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using Lightning abilities, chases with 6 single-target Lightning/NE physical attacks (max 2 chases)","N","Lowest HP% enemy","250","","","Centurion Bangle (XV)","紡絆・ノクティス雷","22740045","","",""
"XV","Gladiolus","","Woven Bond: Gladiolus (Earth)","LBC","","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Earth Chain (max 150, field +0%) or adds 25 to the current Earth Chain maximum limit, grants [Chain Force Mode (Gladiolus - Earth)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Iron Duke (XV)","紡絆・グラディオラス地","22900018","","","✓"
"XV","Ignis","","Woven Bond: Ignis (Fire)","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Ignis (Fire)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Mage Masher (XV)","紡絆・イグニス炎","23200015","","",""
"XV","Prompto","","Trigger Hunt","LBO","","PHY","Single enemy","Physical","40.00","Lightning","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Tundra Attire (XV)","トリガー・ハント","22970017","","✓","✓"
"XV","Prompto","","Woven Bond: Prompto (Lightning)","LBC","","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Prompto (Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Gravity Well (XV)","紡絆・プロンプト雷","22970020","","","✓"
"XV","Aranea","","Woven Bond (Aranea)","LBC","","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single ranged jump attacks (0.80 each) capped at 19999, activates XV Chain (max 150, field +0%) or adds 25 to the current XV Chain maximum limit, grants [Chain Force Mode: Aranea] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Venus Gospel (XV)","紡絆・アラネア","22980018","","","✓"
"XV","Cor","","Woven Bond (Cor)","LBC","","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates XV Chain (max 150, field +0%) or adds 25 to the current XV Chain maximum limit, grants [Chain Force Mode: Cor] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Shimmering Blade (XV)","紡絆・コル","23420010","","","✓"
"XV","Lunafreya","","Woven Bond: Lunafreya (Water)","LBC","","SUM","Single enemy","Magical","26.00","Water, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Lunafreya] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Empyrean Rod (XV)","紡絆・ルナフレーナ水","23460008","","","✓"
"XV","Lunafreya","","Guardian Leviathan","LBGS","","NAT","Self","","","","0.01","Summons Leviathan for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Water 3 with Stacking] and [Damage Cap +20000] to Leviathan","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","Water Rod (XV)","Gリヴァイアサン","23460013","","","✓"
"XV","Ardyn","","Evil Armiger","LBO","","PHY","Single enemy","Physical","32.00","Dark, Fire","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Rakshasa Blade (XV)","エビルファントムソード","23520003","10","✓","✓"
"XV","Ardyn","","Guardian Ifrit","LBGS","","NAT","Self","","","","0.01","Summons Ifrit for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Fire 3 with Stacking] and [Damage Cap +20000] to Ifrit","N","Self","250","","Guardian Summon Damage Up, Damage Reduction Barrier","Swords of the Wanderer - Variant (XV)","Gイフリート","23520007","","✓","✓"
"XV","Ardyn","","Woven Bond: Ardyn","LBC","","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes from Dark/NE to Fire/NE if the user has any Attach Fire, activates XV Chain (max 150, field +0%) or adds 25 to the current XV Chain maximum limit, grants [Chain Force Mode: Ardyn] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Star of the Rogue Variant (XV)","紡絆・アーデン","23520012","","","✓"
"XV","Ravus","","Woven Bond: Ravus","LBC","","PHY","Single enemy","Physical","8.00","Lightning, Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates XV Chain (max 150, field +0%) or adds 25 to the current XV Chain maximum limit, grants [Chain Force Mode: Ravus] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Deus Ex Machina (XV)","紡絆・レイヴス","23530012","","","✓"
"FFT","Agrias","","Bestowed Blade","LBO","","PHY","Single enemy","Physical","40.00","Holy","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Templar Shield (FFT)","我が主君に捧げし剣","22150011","10","✓","✓"
"FFT","Orlandeau","","Woven Bond: Orlandeau","LBC","","PHY","Single enemy","Physical","","Holy, Dark, Earth, NE","0.01","10 single-target Holy/NE, Dark/NE or Earth/NE physical attacks at Cap Break Level 1 under En-Holy, En-Dark or En-Earth, activates T Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: At Chain Count 50 & 100, grants Holy, Dark or Earth Ability Damage +30% for 1 turn to user","N","Lowest HP% enemy","250","","","Lurebreaker (FFT)","紡絆・オルランドゥ","22550023","","",""
"Type-0","Ace","","Crimson Cards","LBO","","BLK","Single enemy","Magical","120.00","Fire","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Crazy Eights (Type-0)","クリムゾンカード","22790014","10","✓","✓"
"Type-0","Ace","","Woven Bond: Ace (Fire)","LBC","","BLK","Single enemy","Magical","27.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Ace] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Sage's Deck (Type-0)","紡絆・エース炎","22790023","","","✓"
"Type-0","Deuce","","Woven Bond: Deuce","LBC","","WHT","Single enemy","Magical","","Holy, NE","0.01","10 single-target Holy/NE white magic attacks at Cap Break Level 1, activates T0 Chain (150 or +25) & +10 Chain Count to all targets, Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using White Magic abilities, grants Quick Cast 1 to party (max 2 chases)","N","Lowest HP% enemy","250","","","Hypno Crown (Type-0)","紡絆・デュース","22800016","","",""
"Type-0","Nine","","Woven Bond: Nine (Fated)","LBC","","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single ranged jump attacks (0.80 each) capped at 19999, activates Dragoon Chain (max 150, field +0%) or adds 25 to the current Dragoon Chain maximum limit, grants [Chain Force Mode: Nine (Dragoon)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Mythril Lance (Type-0)","紡絆・ナイン天命","22810017","","","✓"
