Realm,Character,Img,Sphere,S. Lv 1,S. Lv 2,S. Lv 3,S. Lv 4,S. Lv 5,Requisites,Mote 1 Required,,,,,,Mote 2 Required,,,,,,Mote 3 Required,,,,,,Mote 4 Required,,,,,
VIII,Laguna,,Cannoneer,Machinist dam. +3%,ATK +3,HP +150,Gun dam. +3%,Machinist dam. +6%,"Knight, Warrior",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Bravery (4★),2,4,6,8,10,,,,,,
VIII,Laguna,,Ninja,ATK +3,RES +3,HP +160,ATK +5,ATK +6,"Warrior, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
VIII,Laguna,,Penalty Snipe,Machinist 5★ -> 6★,Penalty Snipe x1,Machinist dam. +3%,-,-,Machinist (5★) x1,Machinist (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VIII,Edea,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VIII,Edea,,Red Mage,MAG +1,RES +1,MAG +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VIII,Edea,,Dancer,MAG +1,RES +1,MAG +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
VIII,Edea,,Magus,MAG +3,HP +100,RES +3,MAG +6,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VIII,Edea,,Geomancer,MAG +3,RES +3,HP +130,RES +6,Dark dam. +3%,"Black Mage, Red Mage",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
VIII,Edea,,Time Mage,MAG +2,RES +2,HP +120,MAG +5,Darkness dam. +6%,"Red Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VIII,Raijin,,Monk,DEF +1,ATK +1,DEF +1,ATK +2,Monk dam. +3%,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
VIII,Raijin,,Warrior,ATK +1,HP +70,DEF +1,ATK +2,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VIII,Raijin,,Ranger,DEF +1,ATK +1,HP +100,DEF +1,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VIII,Raijin,,Master,DEF +3,ATK +4,HP +200,ATK +5,Monk dam. +6%,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VIII,Raijin,,Berserker,ATK +3,ATK +3,ATK +4,ATK +6,Hammer dam. +3%,"Monk, Warrior",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
VIII,Raijin,,Viking,DEF +2,DEF +3,ATK +4,HP +200,Celerity 3★ -> 4★,"Warrior, Ranger",Vitality (4★),3,7,10,13,16,Bravery (4★),2,3,5,7,9,,,,,,,,,,,,
VIII,Raijin,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VIII,Fujin,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VIII,Fujin,,Red Mage,RES +1,DEF +1,RES +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VIII,Fujin,,Ranger,DEF +1,RES +1,HP +50,DEF +1,HP +60,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VIII,Fujin,,Magus,MAG +3,HP +100,MAG +3,MAG +5,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VIII,Fujin,,Time Mage,MAG +3,HP +130,DEF +3,MAG +3,RES +6,"Black Mage, Red Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VIII,Fujin,,Ninja,MAG +3,RES +3,HP +160,MAG +5,Ninja dam. +6%,"Red Mage, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
VIII,Fujin,,Stitch in Time,Ninja 5★ -> 6★,Stitch in Time x1,Ninja dam. +3%,-,-,Ninja (5★) x1,Ninja (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VIII,Kiros,,Thief,ATK +1,MAG +1,DEF +1,HP +55,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VIII,Kiros,,Monk,ATK +1,ATK +1,DEF +1,ATK +2,HP +80,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
VIII,Kiros,,Ranger,MAG +1,ATK +1,MAG +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VIII,Kiros,,Ninja,Ninja dam. +3%,MAG +4,Ninja dam. +3%,HP +160,Ninja dam. +6%,Thief,Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
VIII,Kiros,,Berserker,ATK +3,ATK +3,ATK +3,ATK +4,ATK +6,"Thief, Monk",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
VIII,Kiros,,Gladiator,ATK +3,DEF +3,HP +200,MAG +4,ATK +5,"Monk, Ranger",Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VIII,Kiros,,Stitch in Time,Ninja 5★ -> 6★,Stitch in Time x1,Ninja dam. +3%,-,-,Ninja (5★) x1,Ninja (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VIII,Kiros,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VIII,Ward,,Warrior,ATK +1,DEF +1,HP +100,ATK +1,DEF +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VIII,Ward,,Knight,ATK +1,HP +70,ATK +1,DEF +1,ATK +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
VIII,Ward,,Ranger,ATK +1,DEF +1,ATK +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VIII,Ward,,Viking,DEF +3,ATK +3,HP +200,ATK +6,Spear dam. +3%,Warrior,Vitality (4★),3,7,10,13,16,Bravery (4★),2,3,5,7,9,,,,,,,,,,,,
VIII,Ward,,Gladiator,ATK +3,ATK +4,HP +200,ATK +5,Knight 3★ -> 4★,"Warrior, Knight",Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VIII,Ward,,Dragoon,Dragoon dam. +3%,ATK +4,HP +220,ATK +5,Dragoon dam. +6%,"Knight, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
VIII,Ward,,Sky High,Dragoon 5★ -> 6★,Sky High x1,Dragoon dam. +3%,-,-,Dragoon (5★) x1,Dragoon (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VIII,Ultimecia,,Red Mage,RES +1,RES +1,MAG +1,HP +70,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VIII,Ultimecia,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VIII,Ultimecia,,Dancer,RES +1,MAG +1,RES +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
VIII,Ultimecia,,Magus,MAG +3,HP +100,RES +3,MAG +6,BLK dam. +6%,Red Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VIII,Ultimecia,,Time Mage,RES +2,RES +2,HP +120,MAG +5,MAG +5,"Red Mage, Black Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VIII,Ultimecia,,Summoner,MND +3,RES +3,HP +140,RES +6,SUM dam. +6%,"Black Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Zidane,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
IX,Zidane,,Thief,ATK +1,DEF +1,ATK +1,HP +55,Thief dam. +3%,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Zidane,,Ranger,ATK +1,DEF +1,ATK +1,HP +60,DEF +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
IX,Zidane,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,Sword dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Zidane,,Ninja,ATK +3,DEF +3,HP +160,ATK +6,Thief dam. +6%,"Warrior, Thief",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
IX,Zidane,,Cannoneer,ATK +3,DEF +3,HP +150,ATK +4,ATK +6,"Thief, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Bravery (4★),2,4,6,8,10,,,,,,
IX,Zidane,,Mug Bloodlust,Thief 5★ -> 6★,Mug Bloodlust x1,Thief dam. +3%,-,-,Thief (5★) x1,Thief (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IX,Garnet,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
IX,Garnet,,Red Mage,MAG +1,RES +1,MND +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Garnet,,Bard,RES +1,MAG +1,RES +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
IX,Garnet,,Devout,MND +3,HP +100,RES +3,MND +6,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
IX,Garnet,,Illusionist,MAG +3,RES +3,HP +130,MAG +6,MND +6,"White Mage, Red Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Garnet,,Summoner,SUM dam. +3%,MAG +3,HP +120,MAG +6,SUM dam. +6%,"Red Mage, Bard",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Garnet,,Allegro con Moto,Bard 5★ -> 6★,Allegro con Moto x1,WHT heals +3%,-,-,Bard (5★) x1,Bard (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IX,Vivi,,Red Mage,RES +1,DEF +1,MAG +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Vivi,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
IX,Vivi,,Bard,DEF +1,MAG +1,RES +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
IX,Vivi,,Time Mage,DEF +3,RES +3,HP +120,MAG +6,Silence Imm. (minor),"Red Mage, Black Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Vivi,,Magus,MAG +3,HP +100,RES +3,MAG +6,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
IX,Vivi,,Illusionist,DEF +3,RES +3,HP +130,MAG +6,Confuse Imm. (minor),"Black Mage, Bard",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Steiner,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
IX,Steiner,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
IX,Steiner,,Red Mage,ATK +1,DEF +1,RES +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Steiner,,Paladin,DEF +3,DEF +4,HP +250,DEF +6,Knight dam. +6%,Knight,Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Steiner,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Steiner,,Spellblade,ATK +3,DEF +3,HP +170,ATK +6,Spellblade dam. +6%,"Warrior, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Steiner,,Snowspell Strike,Spellblade 5★ -> 6★,Snowspell Strike x1,Spellblade dam. +3%,-,-,Spellblade (5★) x1,Spellblade (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IX,Steiner,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IX,Freya,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
IX,Freya,,Ranger,ATK +1,ATK +1,RES +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
IX,Freya,,Bard,ATK +1,RES +1,ATK +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
IX,Freya,,Gladiator,ATK +3,ATK +4,HP +200,ATK +6,Spear dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Freya,,Dragoon,Dragoon dam. +3%,ATK +4,HP +220,ATK +5,Dragoon dam. +6%,"Warrior, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
IX,Freya,,Geomancer,ATK +3,RES +3,HP +130,RES +6,Wind dam. +3%,"Ranger, Bard",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Freya,,Sky High,Dragoon 5★ -> 6★,Sky High x1,Dragoon dam. +3%,-,-,Dragoon (5★) x1,Dragoon (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IX,Quina,,Dancer,ATK +1,RES +1,ATK +1,HP +55,RES +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
IX,Quina,,Ranger,ATK +1,DEF +1,ATK +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
IX,Quina,,Red Mage,DEF +1,RES +1,ATK +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Quina,,Beastmaster,ATK +3,DEF +3,HP +150,DEF +6,Support dam. +6%,Dancer,Dexterity (4★),3,6,9,12,15,Vitality (4★),1,2,3,4,5,Wisdom (4★),1,2,3,4,5,,,,,,
IX,Quina,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,ATK +5,"Dancer, Ranger",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
IX,Quina,,Gladiator,ATK +3,DEF +3,HP +200,ATK +5,Spear dam. +3%,"Ranger, Red Mage",Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Eiko,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
IX,Eiko,,Red Mage,MND +1,RES +1,MAG +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Eiko,,Dancer,MND +1,MAG +1,RES +1,HP +55,MND +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
IX,Eiko,,Devout,RES +3,HP +100,MND +5,MND +6,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
IX,Eiko,,Summoner,SUM dam. +3%,HP +100,MAG +4,MAG +6,SUM dam. +6%,"White Mage, Red Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Eiko,,Bard,MAG +3,HP +120,MND +4,MND +6,Bard 4★ -> 5★,"Red Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
IX,Eiko,,Record Link,DEF +3,HP +150,WHT heals +3%,-,-,Eiko (5★) x1,Eiko (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IX,Amarant,,Monk,DEF +1,RES +1,ATK +1,ATK +2,Monk dam. +3%,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
IX,Amarant,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
IX,Amarant,,Ranger,DEF +1,RES +1,DEF +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
IX,Amarant,,Master,DEF +3,HP +60,ATK +4,ATK +5,Monk dam. +6%,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Amarant,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,Fist dam. +3%,"Monk, Warrior",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
IX,Amarant,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,"Warrior, Ranger",Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Amarant,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IX,Beatrix,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
IX,Beatrix,,Knight,DEF +1,ATK +1,HP +100,DEF +1,Knight dam. +3%,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
IX,Beatrix,,Red Mage,DEF +1,ATK +1,DEF +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Beatrix,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,Sword dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Beatrix,,Paladin,ATK +3,ATK +3,DEF +4,ATK +5,Knight dam. +6%,"Warrior, Knight",Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
IX,Beatrix,,Spellblade,ATK +3,DEF +3,HP +170,ATK +3,ATK +6,"Knight, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Beatrix,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
IX,Kuja,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
IX,Kuja,,White Mage,MND +1,HP +40,RES +1,RES +2,MND +2,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
IX,Kuja,,Red Mage,RES +1,MND +1,RES +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Kuja,,Magus,RES +3,HP +100,MAG +4,MAG +6,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
IX,Kuja,,Sage,MND +3,MAG +3,MND +6,MAG +6,Dark dam. +3%,"Black Mage, White Mage",Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Kuja,,Warmage,RES +3,RES +4,HP +180,MAG +6,Darkness dam. +6%,"White Mage, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
IX,Marcus,,Thief,ATK +1,DEF +1,Eiko (5★) x5,HP +55,Thief dam. +3%,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
IX,Marcus,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +3,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
IX,Marcus,,Ranger,ATK +2,DEF +1,DEF +2,HP +60,Eiko (5★) x10,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
IX,Marcus,,Ninja,ATK +3,DEF +3,HP +160,ATK +6,Thief dam. +6%,Thief,Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
IX,Marcus,,Viking,Eiko (5★) x15,DEF +3,HP +200,ATK +5,PHY +3%,"Thief, Warrior",Vitality (4★),3,7,10,13,16,Bravery (4★),2,3,5,7,9,,,,,,,,,,,,
IX,Marcus,,Cannoneer,ATK +3,DEF +3,HP +150,ATK +5,ATK +6,"Warrior, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Bravery (4★),2,4,6,8,10,,,,,,
IX,Marcus,,Mug Bloodlust,Thief 5★ -> 6★,Mug Bloodlust x1,Thief dam. +3%,-,-,Thief (5★) x1,Thief (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
X,Tidus,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
X,Tidus,,Ranger,DEF +1,RES +1,ATK +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
X,Tidus,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
X,Tidus,,Viking,ATK +2,DEF +3,ATK +4,HP +230,Water dam. +3%,Warrior,Vitality (4★),3,7,10,13,16,Bravery (4★),2,3,5,7,9,,,,,,,,,,,,
X,Tidus,,Spellblade,ATK +3,ATK +3,HP +170,ATK +6,Enable Spellblade 3★,"Warrior, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
X,Tidus,,Paladin,DEF +3,ATK +3,DEF +4,HP +250,ATK +6,Knight,Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
X,Yuna,,White Mage,MND +1,HP +40,MND +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
X,Yuna,,Dancer,MAG +1,MND +1,MAG +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
X,Yuna,,Red Mage,MND +1,MAG +1,MND +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
X,Yuna,,Devout,MND +3,HP +100,MND +6,Holy dam. +3%,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
X,Yuna,,Illusionist,MND +3,MAG +3,HP +130,MAG +6,MND +6,"White Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
