"Realm","Character","Img","Name","Tier","SB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID","Anima","GL","✓"
"VII","Zack","","Roaring Raging Hazard","ASB","ASB1","PHY","Single enemy","Physical","","Wind, NE","0.01","5 single-target Wind/NE physical attacks, Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Wind Ability High Boost & chases Wind abilities with 4 single-target Wind/NE physical attacks + minor Imperil Wind for 5 seconds","N","Lowest HP% enemy","250","","","Master Sword (CC) (VII)","轟・レイジングハザード","20660029","","",""
"VII","Zack","","Divine Might: Zack","OZSB","OZSB1","PHY","Single enemy","Physical","","Wind","2.50","7 single-target Wind physical attacks at Conditional Cap Break & 3 single-target Wind Overflow piercing physical attacks
Conditional Cap Break: Level 1/2/4 with at least 2/3/5 Wind Abilities in party, Level 5 with at least 5 Wind Abilities & 2 En-Wind members in party; Multiplier increases with each tier","N","Lowest HP% enemy","250","","","Arch Sword (CC) (VII)","神威・ザックス","20660030","","",""
"VII","Zack","","War-Awoken Finishing Azure","TASB","TASB1","NAT","Self","","","","0.01","Tactical Awoken Mode & +500 ATK to user
Tactical Awoken Mode: Wind Ability Boost, Triplecast Wind, Unlimited Wind Hones, Cap Break Level 1 to Wind Abilities, Wind Ability Damage +30% & 20% DEF/RES Pierce to Wind Abilities; Ends after using 8 Wind abilities
TP Max: AOE Wind/NE physical attack at True Cap Break Level 1","N","Self","500","","","Lion Heart (CC) (VII)","戦醒蒼龍点睛","20660032","","",""
"VII","Zack","","War-Awoken Finishing Azure (Weapon Skill)","TASB","TASB1","PHY","Single enemy","Physical","","Wind, NE","0.01","Single-target Wind/NE piercing physical attack at True Cap Break Level 1, Instant ATB 1 & Instant Cast 1 to user;
During Tactical Awoken Mode, Cap Break Level 2 & 30% DEF/RES Pierce to Wind Abilities, and Weapon Skill Blue/Gold with at least Lv.0/2 En-Wind
WS Blue: Lv.2 En-Wind Stack to user
WS Gold: During Tactical Awoken Mode, Wind Ability Damage +50% & Quick Wind to user","N","Lowest HP% enemy","0","","","Lion Heart (CC) (VII)","戦醒蒼龍点睛","20660032","","",""
"VII","Zack","","Soul Drive: Zack","LBSD","LBSD1","NAT","Self","","","","0.01","Soul Drive Mode & Instant ATB 1 to user
Soul Drive Mode: -1 SB Gauge Cost, Instant SB Cast, Cap Break Level 1 to SB & SB Damage +50%; Grants Instant ATB 1 to user after casting SB, removes Soul Drive Mode","N","Self","250","","","Ascalon (CC) (VII)","SD・ザックス","20660034","","",""
"VII","Sephiroth","","Oblivion","Default","Default","PHY","All enemies","Physical","1.10","-","2.50","One group attack (1.10)","Y","All enemies","250","","","-","虚空","20250001","","✓","✓"
"VII","Sephiroth","","Hell's Gate","SB","SB1","PHY","All enemies","Physical","3.36","-","2.50","One group attack (3.36)","Y","All enemies","250","","","Masamune (VII)","獄門","20250002","1","✓","✓"
"VII","Sephiroth","","Shadow Flare","SB","SB2","PHY","All enemies","Physical","3.50","-","2.50","One group attack (3.50), causes [Blind] (50%)","N","All enemies","250","","","One-Winged Angel (VII)","シャドウフレア","20250003","1","✓","✓"
"VII","Sephiroth","","Black Materia","SSB","SSB1","PHY","Single enemy","Physical","7.80","-","2.50","Four single ranged attacks (1.95 each), causes [Sap] (10%)","N","Random enemy without status","500","ATK +10","","Yoshiyuki (VII)","ブラックマテリア","20250004","1","✓","✓"
"VII","Sephiroth","","Nibelheim Nightmare","SB","SB3","PHY","All enemies","Physical","4.00","Fire","2.50","Four group ranged attacks (1.00 each), grants [Attach Fire] to the user","N","All enemies","250","","","Sephiroth's Coat (VII)","ニブルヘイムの悪夢","20250005","1","✓","✓"
"VII","Sephiroth","","Reunion","BSB","BSB1","PHY","All enemies","Physical","6.16","-","2.50","Four group attacks (1.54 each), grants [Haste] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Masamune-Shinuchi (VII)","リユニオン","20250006","1","✓","✓"
"VII","Sephiroth","","Transience","SSB","SSB2","PHY","Single enemy","Physical","7.70","Dark","2.50","Ten single attacks (0.77 each), grants [Attach Dark] to the user","N","Lowest HP% enemy","500","ATK +10","","Sephiroth's Glove (VII)","刹那","20250007","1","✓","✓"
"VII","Sephiroth","","Heaven's Light","OSB","OSB1","PHY","Single enemy","Physical","12.00","Dark, Fire","2.50","One single attack (12.00) capped at 99999","N","Lowest HP% enemy","250","ATK +10","","Chirijiraden (VII)","天照","20250008","1","✓","✓"
"VII","Sephiroth","","Octaslash","BSB","BSB2","PHY","Single enemy","Physical","6.24","Dark, NE","2.50","Eight single attacks (0.78 each), grants [Haste], [Dual Blink 2], [Attach Dark] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Yoshiyuki-Shinuchi (VII)","八刀一閃","20250009","1","✓","✓"
"VII","Sephiroth","","Heartless Angel","USB","USB1","PHY","Single enemy","Physical","7.20","Dark","2.50","Fifteen single attacks (0.48 each), grants [Attach Dark Stacking], [Attach Dark] and [Heartless Angel] to the user","N","Lowest HP% enemy","500","ATK +10","","Mako Katana (VII)","心無い天使","20250010","1","✓","✓"
"VII","Sephiroth","","Setting Sun","AOSB","AOSB1","PHY","Single enemy","Physical","19.00","Dark","2.50","Twenty single attacks (0.55 each), followed by one single attack (8.00) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Cetra Blade (VII)","天照ノ落日","20250011","5","✓","✓"
"VII","Sephiroth","","Zanshin","USB","USB2","PHY","Single enemy","Physical","7.20","Dark","2.50","Fifteen single ranged attacks (0.48 each), grants [Attach Dark], [Critical Chance 50%] for 25 seconds, and [Legendary SOLDIER EX Mode] for 15 seconds to the user","N","Lowest HP% enemy","500","ATK +10","","Executioner (VII)","残心","20250012","2","✓","✓"
"VII","Sephiroth","","Jenova's Might","Glint","Glint1","NAT","Self","","","","0.01","Grants [Quick Cast] and [Dark Drain]","N","Self","250","ATK +10","","Genji Glove (VII)","ジェノバの力","20250013","3","✓","✓"
"VII","Sephiroth","","Stigma","AASB","AASB1","PHY","Single enemy","Physical","9.00","Dark, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Dark], [Awoken Darkness], [Damage Cap +10000] and [Soul Break Gauge +500] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Genji Blade (VII)","スティグマ","20250014","5","✓","✓"
"VII","Sephiroth","","Underworld Guardian","AASB","AASB2","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire], [Awoken Fire], [Damage Cap +10000], [100% Critical] and [Assassin's Blade Mode] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Dragonslayer (VII)","焔摩天","20250018","11","✓","✓"
"VII","Sephiroth","","Purgatorial Flames","AOSB","AOSB2","PHY","Single enemy","Physical","24.00","Fire, NE","2.50","Three single attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Fire Blade (VII)","煉獄","20250019","5","✓","✓"
"VII","Sephiroth","","Crimson Lotus","USB","USB3","PHY","Single enemy","Physical","7.10","Fire, NE","2.50","Ten single attacks (0.71 each), grants [Attach Fire with Stacking], [Critical Damage +50%] and [Instant Cast 1] to the user","N","Lowest HP% enemy","500","ATK +10","","Ashura (VII)","紅蓮","20250020","5","✓","✓"
"VII","Sephiroth","","Shimmer Flash","Glint+","Glint+1","NAT","Self","","","","0.01","Grants [Instant Cast 3]","N","Self","0","ATK +10","","Heaven's Cloud Nexus (VII)","瞬息","20250021","5","✓","✓"
"VII","Sephiroth","","Demonic Lord","SASB","SASB1","PHY","Single enemy","Physical","9.00","Dark, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Dark 3 with Stacking], [Synchro Mode] and [Damage Cap +10000]","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Kusanagi (VII)","天魔波旬","20250022","10","✓","✓"
"VII","Sephiroth","","Fervent Shadow","Glint+","Glint+2","NAT","Self","","","","0.01","Grants [Attach Dark with Stacking] and [Instant Cast 1]","N","Self","0","ATK +10","","Soul Armlet (VII)","縮地・闇の型","20250023","5","✓","✓"
"VII","Sephiroth","","Sunburst (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Attach Dark with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Sephiroth (Dark)], [Sunburst Damage Tracker] and [Sunburst Level]","N","Self","0","","Stat Boon","Chaos Blade (VII)","スーパーノヴァ","20250024","10","✓","✓"
"VII","Sephiroth","","Sunburst","ADSB","ADSB1","PHY","Single enemy","Physical","30.00","Dark, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Sunburst level 0/1/2, removes Arcane Dyad Empowered: Sephiroth (Dark) from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Chaos Blade (VII)","スーパーノヴァ","20250024","10","✓","✓"
"VII","Sephiroth","","Dark Illumination","LBO","LBO1","PHY","Single enemy","Physical","40.00","Dark","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Blessed Armlet (VII)","闇照","20250027","10","✓","✓"
"VII","Sephiroth","","Jenova (Engaged)","ADSB","ADSB2","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Sephiroth (Fire)], [Jenova Damage Tracker] and [Jenova Level]","N","Self","0","","Stat Boon","Tacit Blade (VII)","ジェノバ","20250028","10","✓","✓"
"VII","Sephiroth","","Jenova","ADSB","ADSB2","PHY","Single enemy","Physical","30.00","Fire, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Jenova level 0/1/2, removes Arcane Dyad Empowered: Sephiroth (Fire) from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Tacit Blade (VII)","ジェノバ","20250028","10","✓","✓"
"VII","Sephiroth","","Crimson Octaslash","SASB","SASB2","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and Hatred for Mankind + 1 to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Shimmering Blade (VII)","八刀紅閃","20250031","","✓","✓"
"VII","Sephiroth","","Flames of Nibelheim","AASB","AASB3","PHY","Single enemy","Physical","9.00","Dark, Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Critical Damage +50%], [Awoken Chosen One], [Damage Cap +10000], [Quick Cast 1] and [Linked Materia Mode II (Fire, Dark)] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Crimson Armlet (VII)","ニブルヘイムの炎","20250032","","✓","✓"
"VII","Sephiroth","","Awoken Octaslash","DASB","DASB1","PHY","Single enemy","Physical","6.30","Dark, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Dark with Stacking], [Damage Cap +10000], [Dual Awoken Darkness Mode I: Sephiroth] and [Darkness Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Alkaid (VII)","覚醒八刀一閃","20250033","","✓","✓"
"VII","Sephiroth","","Awoken Octaslash (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Darkness Mode II: Sephiroth]","N","Self","0","","","Alkaid (VII)","覚醒八刀一閃","20250033","","✓","✓"
"VII","Sephiroth","","Woven Bond: Sephiroth (Dark)","LBC","LBC1","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit, grants [Chain Force Mode: Sephiroth (Dark)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Gigas Chestplate (VII)","紡絆・セフィロス闇","20250035","","✓","✓"
"VII","Sephiroth","","Dark Carmine Blade","SASB","SASB3","PHY","Single enemy","Physical","7.95","Dark, Fire, NE","0.01","Fifteen single attacks (0.53 each), grants [Synchro Mode], [Damage Cap +10000], [Instant Cast] and [Linked Materia Mode III (Fire, Dark)]","N","Lowest HP% enemy","500","","Damage Up, Damage Reduction Barrier","Conqueror (VII)","闇閃紅刃","20250036","","✓","✓"
"VII","Sephiroth","","Awoken Purgatory","DASB","DASB2","PHY","Single enemy","Physical","6.30","Fire, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Fire with Stacking], [Damage Cap +10000], [Dual Awoken Fire Mode I (Sephiroth)] and [Fire Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Suzaku (VII)","覚醒煉獄","20250037","","","✓"
"VII","Sephiroth","","Awoken Purgatory (Dual Shift)","DASB","DASB2","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Fire Mode II (Sephiroth)], removes [Dual Awoken Fire Mode I (Sephiroth)]","N","Self","0","","","Suzaku (VII)","覚醒煉獄","20250037","","","✓"
"VII","Sephiroth","","Zenith Heaven's Light","ZSB","ZSB1","PHY","Single enemy","Physical","6.30","Dark, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Damage Cap +10000], [Attach Dark 3 with Stacking], [Zenith Mode], and [Zenith Mode: Sephiroth (Dark)]","N","Lowest HP% enemy","500","","","Muramasa (VII)","究極天照","20250039","","",""
"VII","Sephiroth","","Divine Might: Sephiroth (Dark)","OZSB","OZSB1","PHY","Single enemy","Physical","51.20","Dark","2.50","Seven single attacks (2.6/2.8/2.9/3.0 each) capped at 19999/29999/49999/59999, followed by three single attacks (11.0 each) capped at 99999. Multiplier/cap requirements: 0-2/3-4/5+ Dark abilities on allies/5+ Dark abilities on allies and 2+ allies with Attach Dark","N","Lowest HP% enemy","250","","Cast Time Down, Damage Up","Kotetsu (VII)","神威・セフィロス闇","20250040","","",""
"VII","Sephiroth","","Radiant Crimson Lotus","CASB","CASB1","PHY","Single enemy","Physical","6.30","Fire, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Fire with Stacking], [Damage Cap +10000], [Crystal Force Mode] and [Crystal Force Mode: Sephiroth (Fire)] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Shiranui-Shinuchi (VII)","耀光紅蓮","20250041","","","✓"
"VII","Sephiroth","","Zenith Flame of Nibelheim","ZSB","ZSB2","PHY","Single enemy","Physical","6.30","Fire, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Damage Cap +10000], [100% Critical (25s)], [Attach Fire 3 with Stacking], [Zenith Mode], and [Zenith Mode: Sephiroth (Fire)]","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Kikuichimonji (VII)","究極ニブルヘイムの炎","20250042","","","✓"
"VII","Sephiroth","","Continuous Flash: Sephiroth (Fire)","Glint++","Glint++1","NAT","Self","","","","0.01","Grants [Attach Fire with Stacking], [Instant ATB 1] and [Instant Cast 1] to the user","N","Self","0","","Fire Damage Up, DRB","Shiranui  (VII)","連閃・セフィロス炎","20250043","","","✓"
"VII","Sephiroth","","Divine Might: Sephiroth (Fire)","OZSB","OZSB2","PHY","Single enemy","Physical","51.20","Fire","2.50","Seven single attacks (2.6/2.8/2.9/3.0 each) capped at 19999/29999/49999/59999, followed by three single attacks (11.0 each) capped at 99999. Multiplier/cap requirements: 0-2/3-4/5+ Fire abilities on allies/5+ Fire abilities on allies and 2+ allies with Attach Fire","N","Lowest HP% enemy","250","","Cast Time Down, Damage Up","Second Coming (VII)","神威・セフィロス炎","20250044","","","✓"
"VII","Sephiroth","","Radiant Demonic Lord","CASB","CASB2","PHY","Single enemy","Physical","","Dark, NE","2.50","7 single-target Dark/NE physical attacks at Cap Break Level 1, En-Dark, En-Dark Stack, Cap Break Level 1 & Crystal Mode to user
Crystal Mode: Darkness Ability Boost, Dualcast Darkness, Zero Hone Cost to Darkness Abilities & 25% DEF/RES Pierce
Crystal Force I/II: Single-target Dark/NE physical attack at True Cap Break Level 1, Instant Cast, [Dark Ability Damage +30% & 50% DEF/RES Pierce] for 2 turns & Quick ATB 1 to user; After using Crystal Force II, grants True Cap Break Level 1 for 1 turn & Instant Dark 1 to user","N","Lowest HP% enemy","500","","","Yakei (VII)","耀光天魔波旬","20250045","","",""
"VII","Sephiroth","","Roaring Despair","ASB","ASB1","PHY","Single enemy","Physical","","Dark, NE","0.01","5 single-target Dark/NE physical attacks, Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Dark Ability High Boost & Cap Break Level 4 to Dark PHY attacks","N","Lowest HP% enemy","250","","","Blurry Moon (VII)","轟・絶望","20250046","","",""
"VII","Sephiroth","","Continuous Flash: Sephiroth (Dark)","Glint++","Glint++2","NAT","Self","","","","0.01","Grants [Attach Dark with Stacking], [Instant ATB 1], and [Instant Cast 1]","N","Self","0","","","Bushido Blade (VII)","連閃・セフィロス闇","20250047","","",""
"VII","Sephiroth","","Starry Ardent Flare","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Dark/NE physical attacks, Hero Boost +30/35/40/45/50% & Cap Break Level 3/4/5/6/7 to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Dark/NE physical attack at True Cap Break Level 1, [True Cap Break Level 1, Deadly Strikes +30% & Hero Boost +50%] for 1 turn to user, removes Master Mode","N","Self","750","","","Nameless (EC) (VII)","極星アーデントフレア","20250048","","",""
"VII","Sephiroth","","Continuous Flash: Sephiroth","Glint++","Glint++3","PHY","Single enemy","Physical","","Dark, Fire, NE","0.01","Six single attacks (? each), grants [Soul Break Gauge +250] and [200% ATB 1] to the user","N","Lowest HP% enemy","0","","","Beastmaster (VII)","連閃・セフィロス","20250049","","",""
"VII","Sephiroth","","War-Awoken End of Life","TASB","TASB1","NAT","Self","","","","0.01","Grants [Tactical Awoken Mode], [Tactical Awoken Mode: Sephiroth (Fire)], & ATK +500 to user
TP Max: AOE Fire/NE physical attack at True Cap Break Level 1","N","Self","500","","","Onikiri (VII)","戦醒生命の終焔","20250051","","",""
"VII","Sephiroth","","War-Awoken End of Life (Weapon Skill)","TASB","TASB1","PHY","Single enemy","Physical","","Fire, NE","0.01","One single piercing attack at True Cap Break Level 1, grants [Instant ATB 1] & [Instant Cast 1] to user.
[Fire Damage Cap +20000 (Tactical)] & [Fire Ability DEF and RES 30% Piercing (Tactical)] to user, and Weapon Skill Blue/Gold if user has Attach Fire 0-1/2
WS Blue: Grants [Attach Fire 2 with Stacking] to user
WS Gold: Chases a Fire ability with [200% ATB 3] (max 1 chase) to user","N","Lowest HP% enemy","0","","","Onikiri (VII)","戦醒生命の終焔","20250051","","",""
"VII","Sephiroth","","Starry Ruby Outburst","MASB","MASB2","NAT","Self","","","","0.01","Grants [Master Mode], [Master Mode: Sephiroth (Fire)], [Instant ATB 1], [Diffusion Barrier 1] to user
Master Mode: Cap Break Level 2, Hero Boost +50%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Fire/NE physical attacks, Cap Break Level 3/4/5/6/7 to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Fire/NE physical attack at True Cap Break Level 1, [Cap Break Level 9, Dualcast Fire & Hero Boost +50%] for 1 turn to user, removes Master Mode","N","Self","750","","","Stunner (VII)","極星紅玉・迸の刹","20250052","","",""
"VII","Sephiroth","","Soul Drive: Sephiroth","LBSD","LBSD1","NAT","Self","","","","0.01","Grants [Soul Drive Mode: Sephiroth], [Instant ATB 1] to user","N","Self","250","","","Dragon Wrist (VII)","SD・セフィロス","20250053","","",""
"VII","Sephiroth","","War-Awoken Decapitation","TASB","TASB2","NAT","Self","","","","0.01","Grants Tactical Awoken Mode & +500 ATK to user
Tactical Awoken Mode: Dark Ability Boost, Triplecast Dark, Unlimited Dark Hones, Cap Break Level 1 to Dark Abilities, Dark Ability Damage +30% & 20% DEF/RES Pierce to Dark Abilities; Ends after using 8 Dark abilities
TP Max: AOE Dark/NE physical attack at True Cap Break Level 1","N","Self","500","","WS DMG/WS TBDC1","Critical Blade (VII)","戦醒梟示","20250056","","",""
"VII","Sephiroth","","War-Awoken Decapitation (Weapon Skill)","TASB","TASB2","PHY","Single enemy","Physical","","Dark, NE","0.01","One single piercing attack at True Cap Break Level 1, grants Instant ATB 1 & Instant Cast 1 to user;
During Tactical Awoken Mode, Cap Break Level 2 & 30% DEF/RES Pierce to Dark Abilities, and Weapon Skill Blue/Gold if the user has at least Lv.0/2 En-Dark;
WS Blue: Grants [Lv.2 En-Dark Stack] to user
WS Gold: Grants [During Tactical Awoken Mode, Instant Dark & chases Dark abilities with 20 single-target Dark/NE physical attacks, Dark Ability Damage +50% for 1 turn to user (max 2 chases)] to user","N","Lowest HP% enemy","0","","WS DMG/WS TBDC1","Critical Blade (VII)","戦醒梟示","20250056","","",""
"VII","Sephiroth","","Zenith Dark Carmine Blade","ZSB","ZSB3","PHY","Single enemy","Physical","","Fire, Dark, NE","2.50","Seven single attacks at Cap Break Level 1, grants Lv.2 En-Dark Stack or Lv.2 En-Fire Stack, Cap Break Level 5 & Ultimate Mode to user
Ultimate Spirit Mode: En-Dark/Fire Damage +20% & Physical Casting Speed x1.1
Ultimate Dexterity Mode: Dualcast Dark/Fire, Higher Multiplier & Zero Hone Cost to Hero Ability; Heartless Angel+ II: 7 hits; Scintilla+ II: 7 hits
Ultimate Vitality Mode: +1500 max HP & Astra to user","N","Lowest HP% enemy","500","","CT/DMG","Magoroku (VII)","究極闇閃紅刃","20250057","","",""
"VII","Sephiroth","","Burst Break: Sephiroth (Dark) (Break Glint)","Buster","Buster1","PHY","Single enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","0.01","One single Overflow attack, grants En-Dark Super Stack, Burst Strike & Instant ATB 1 to user
Burst Strike: After using Dark abilities, chases with 6 single-target Dark/NE physical attacks (max 5 chases)","N","Lowest HP% enemy","0","","DMG/Usage/Usage","The Nameless (VII)","烈破・セフィロス闇","20250058","","",""
"VII","Sephiroth","","Burst Break: Sephiroth (Dark) (Break Arte)","Buster","Buster1","PHY","All enemies","Physical","","Dark, NE","0.01","One group Overflow attack, grants Instant ATB 1 to user","N","All enemies","50","","DMG/Usage/Usage","The Nameless (VII)","烈破・セフィロス闇","20250058","","",""
"VII","Cid (VII)","","Boost Jump","Default","Default","PHY","Single enemy","Physical","1.50","-","2.75","One single ranged jump attack (1.50)","Y","Lowest HP% enemy","250","","","-","ブーストジャンプ","20830001","","✓","✓"
"VII","Cid (VII)","","Dynamite","SB","SB1","PHY","All enemies","Physical","3.20","-","2.50","One group attack (3.20), [ATK -50%] for 25 seconds","N","All enemies","250","","","Trident (VII)","ダイナマイト","20830002","1","✓","✓"
"VII","Cid (VII)","","Hyper Jump","SB","SB2","PHY","Single enemy","Physical","5.12","-","3.00","Four single ranged jump attacks (1.28 each), grants [Haste] to the user, [ATK and DEF +35%] to the user for 25 seconds","N","Lowest HP% enemy","250","","","Pole Axe (VII)","ハイパージャンプ","20830003","1","✓","✓"
"VII","Cid (VII)","","Dragon","SB","SB3","PHY","Single enemy","Physical","5.16","Wind","2.50","Four single ranged attacks (1.29 each), causes [Imperil Wind 20%] for 25 seconds","N","Random enemy without status","250","","","Partisan (VII)","ドラゴンモッド","20830004","1","✓","✓"
"VII","Cid (VII)","","Big Brawl","SSB","SSB1","PHY","Random enemies","Physical","7.80","Wind","2.50","Twelve random attacks (0.65 each), grants [No Air Time 3] to the user","N","Random enemies","500","ATK +10","","Cid's Goggles (VII)","大乱闘","20830005","1","✓","✓"
"VII","Cid (VII)","","Pilot's Steel","SSB","SSB2","NAT","All allies","","","","2.50","Grants [Haste], [ATK +50%] for 25 seconds","N","All allies","500","ATK +10","","Javelin (VII)","パイロットフォース","20830006","1","✓","✓"
"VII","Cid (VII)","","Dragon Dive","BSB","BSB1","PHY","Single enemy","Physical","8.00","Wind, NE","2.50","Ten single ranged jump attacks (0.80 each), grants [Haste], [Attach Wind] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Viper Halberd (VII)","ドラゴンダイヴ","20830007","1","✓","✓"
"VII","Cid (VII)","","Dynamite Boost","USB","USB1","PHY","Single enemy","Physical","7.10","Wind, NE","2.50","Ten single ranged jump attacks (0.71 each), [ATK and DEF +30%] to the user for 25 seconds, grants [Attach Wind] and [Jump Instant Cast] to the user","N","Lowest HP% enemy","500","ATK +10","","Dragoon Lance (VII)","ダイナマイトブースト","20830008","1","✓","✓"
"VII","Cid (VII)","","Cid in Charge","CSB","CSB1","NAT","All allies","","","","2.50","Activates VII Chain (max 150, field +50%), grants [Haste], [ATK and MAG +30%] for 25 seconds","N","All allies","500","ATK +10","","Spirit Lance (VII)","代行リーダー・シド","22780005","5","✓","✓"
"VII","Cid (VII)","","Dreams of Space","AASB","AASB1","PHY","Single enemy","Physical","9.00","Wind, NE","2.50","Fifteen single ranged jump attacks (0.60 each), grants [Attach Wind], [Awoken Wind], [Damage Cap +10000], [Flight of Intrigue Mode] and [Dream of Space] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Flayer (VII)","ドリームトゥスペース","22780006","11","✓","✓"
"VII","Cid (VII)","","Smoking Dive","AOSB","AOSB1","PHY","Single enemy","Physical","24.00","Wind","2.50","Three single ranged jump attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Crystal Lance (VII)","スモーキンダイヴ","22780007","5","✓","✓"
"VII","Cid (VII)","","Rocket Jump","Glint+","Glint+1","PHY","Single enemy","Physical","3.36","Wind","0.01","One single ranged jump attack (3.36) capped at 99999, grants [Attach Wind with Stacking] to the user","N","Lowest HP% enemy","0","ATK +10","","Dragon Gloves (VII)","ロケットジャンプ","22780008","5","✓","✓"
"VII","Cid (VII)","","Cleared for Takeoff!","Glint","Glint1","NAT","Self","","","","0.01","Grants [Attach Wind Stacking], [Attach Wind] and [Instant Cast 1]","N","Self","250","ATK +10","","Slash Lance (DoC) (VII)","飛行準備完了！","22780009","5","✓","✓"
"VII","Cid (VII)","","Awoken Dragon Dive","DASB","DASB1","PHY","Single enemy","Physical","6.30","Wind, NE","2.50","Seven single ranged jump attacks (0.90 each) capped at 19999, grants [Attach Wind with Stacking], [Damage Cap +10000], [Dual Awoken Wind Mode I (Cid (VII))] and [Wind Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Scimitar (VII)","覚醒ドラゴンダイヴ","20830009","","✓","✓"
"VII","Cid (VII)","","Awoken Dragon Dive (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Wind Mode II (Cid (VII))], removes [Dual Awoken Wind Mode I (Cid (VII))]","N","Self","0","","","Scimitar (VII)","覚醒ドラゴンダイヴ","20830009","","✓","✓"
"VII","Cid (VII)","","True Hyper Jump","SASB","SASB1","PHY","Single enemy","Physical","9.00","Wind, NE","2.50","Fifteen single ranged jump attacks (0.60 each), grants [ATK, DEF, MAG and RES +30% (25s)] to all allies, grants [Attach Wind 3 with Stacking], [Synchro Mode] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Prospector (VII)","真・ハイパージャンプ","20830011","","✓","✓"
